date,ssn,ssn_std,ssn_sesc,sunspot_area,new_regions,solar_mean_field,xray_bkgd,kp_daily_mean,kp_daily_max,dst_daily_mean,dst_daily_min,dst_daily_max,dst_daily_std,dst_hours_valid,f107,flare_C,flare_M,flare_X,flare_S,flare_xray_total,flare_optical_total,year,month,day_of_year,storm_category,solar_activity_level,kp_storm_level
1991-09-19,113.0000,9.0000,,,0.0000,,,2.3335,3.0000,-6.3333,-23.0000,20.0000,11.9115,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,262,quiet,,quiet
1991-09-20,108.0000,10.7000,,,0.0000,,,1.9167,3.6670,-12.6250,-22.0000,-2.0000,6.5129,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,263,quiet,,quiet
1991-09-21,155.0000,8.9000,,,0.0000,,,1.1667,2.3330,-10.8750,-22.0000,2.0000,8.5022,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,264,quiet,,quiet
1991-09-22,167.0000,7.2000,,,0.0000,,,1.8749,2.6670,9.5000,-1.0000,17.0000,4.8901,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,265,quiet,,quiet
1991-09-23,174.0000,8.7000,,,0.0000,,,1.0834,1.6670,4.2500,-8.0000,10.0000,4.7936,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,266,quiet,,quiet
1991-09-24,151.0000,10.8000,,,0.0000,,,1.7085,2.6670,7.8333,-4.0000,16.0000,6.1972,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,267,quiet,,quiet
1991-09-25,150.0000,12.5000,,,0.0000,,,4.8751,6.3330,-42.4167,-84.0000,1.0000,22.0137,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,268,moderate,,G2_moderate
1991-09-26,158.0000,14.7000,,,0.0000,,,4.5418,5.0000,-63.7500,-77.0000,-50.0000,6.5955,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,269,moderate,,G1_minor
1991-09-27,162.0000,15.4000,,,0.0000,,,4.9166,5.6670,-71.5000,-86.0000,-57.0000,8.3249,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,270,moderate,,G1_minor
1991-09-28,167.0000,17.8000,,,0.0000,,,4.6251,5.6670,-61.7917,-73.0000,-50.0000,6.6527,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,271,moderate,,G1_minor
1991-09-29,194.0000,10.6000,,,0.0000,,,3.2083,4.0000,-36.4167,-53.0000,-27.0000,7.8791,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,272,moderate,,quiet
1991-09-30,186.0000,12.5000,,,0.0000,,,3.7916,4.3330,-42.0417,-53.0000,-27.0000,5.7595,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,9,273,moderate,,quiet
1991-10-01,212.0000,12.7000,,,0.0000,,,4.5832,7.3330,-55.0000,-157.0000,-25.0000,34.3119,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,274,intense,,G3_strong
1991-10-02,201.0000,12.5000,,,0.0000,,,5.5000,6.3330,-130.4583,-164.0000,-85.0000,23.0425,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,275,intense,,G2_moderate
1991-10-03,218.0000,8.9000,,,0.0000,,,3.3333,4.0000,-61.7500,-83.0000,-45.0000,12.2590,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,276,moderate,,quiet
1991-10-04,216.0000,8.9000,,,0.0000,,,4.2082,6.0000,-50.6250,-69.0000,-26.0000,11.9667,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,277,moderate,,G2_moderate
1991-10-05,226.0000,11.6000,,,0.0000,,,2.8335,4.0000,-28.2917,-48.0000,-16.0000,9.8840,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,278,quiet,,quiet
1991-10-06,176.0000,9.5000,,,0.0000,,,3.2915,5.3330,-30.7083,-61.0000,-12.0000,15.6552,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,279,moderate,,G1_minor
1991-10-07,157.0000,7.4000,,,0.0000,,,4.1249,5.6670,-35.5833,-59.0000,-20.0000,11.3900,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,280,moderate,,G1_minor
1991-10-08,159.0000,8.9000,,,0.0000,,,4.5001,6.6670,-55.5000,-84.0000,-32.0000,14.5542,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,281,moderate,,G2_moderate
1991-10-09,187.0000,14.3000,,,0.0000,,,2.7500,4.3330,-24.7083,-53.0000,-12.0000,10.1488,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,282,moderate,,quiet
1991-10-10,204.0000,16.6000,,,0.0000,,,4.0000,5.3330,-42.0000,-60.0000,-17.0000,11.4512,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,283,moderate,,G1_minor
1991-10-11,193.0000,16.8000,,,0.0000,,,2.7083,3.3330,-23.7083,-30.0000,-14.0000,4.2984,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,284,quiet,,quiet
1991-10-12,176.0000,10.3000,,,0.0000,,,1.5835,2.3330,-11.0417,-18.0000,0.0000,4.2373,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,285,quiet,,quiet
1991-10-13,171.0000,10.5000,,,0.0000,,,1.9584,2.6670,-4.5417,-8.0000,-2.0000,1.9106,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,286,quiet,,quiet
1991-10-14,189.0000,10.7000,,,0.0000,,,1.8751,3.0000,-4.3333,-14.0000,5.0000,5.9539,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,287,quiet,,quiet
1991-10-15,198.0000,15.3000,,,0.0000,,,1.3751,2.0000,-2.7500,-9.0000,8.0000,5.5892,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,288,quiet,,quiet
1991-10-16,172.0000,8.2000,,,0.0000,,,1.1666,2.0000,1.8750,-10.0000,10.0000,5.1357,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,289,quiet,,quiet
1991-10-17,152.0000,10.5000,,,0.0000,,,1.6249,3.0000,18.0417,2.0000,35.0000,9.8928,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,290,quiet,,quiet
1991-10-18,152.0000,9.9000,,,0.0000,,,2.5000,3.3330,6.2917,-22.0000,47.0000,20.1051,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,291,quiet,,quiet
1991-10-19,120.0000,4.2000,,,0.0000,,,2.6248,3.3330,-7.9167,-39.0000,3.0000,12.3638,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,292,quiet,,quiet
1991-10-20,114.0000,10.0000,,,0.0000,,,3.5000,4.6670,-39.9167,-78.0000,-12.0000,18.7174,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,293,moderate,,quiet
1991-10-21,105.0000,10.1000,,,0.0000,,,3.8750,5.0000,-54.4167,-94.0000,-5.0000,31.9849,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,294,moderate,,G1_minor
1991-10-22,111.0000,9.3000,,,0.0000,,,3.5833,4.3330,-57.7917,-77.0000,-35.0000,11.3826,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,295,moderate,,quiet
1991-10-23,146.0000,9.8000,,,0.0000,,,3.2500,5.3330,-34.4583,-47.0000,-7.0000,11.6469,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,296,quiet,,G1_minor
1991-10-24,189.0000,15.4000,,,0.0000,,,3.6667,4.6670,-48.3333,-77.0000,-33.0000,11.5858,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,297,moderate,,quiet
1991-10-25,220.0000,13.9000,,,0.0000,,,4.5418,5.3330,-53.7500,-86.0000,-37.0000,12.6121,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,298,moderate,,G1_minor
1991-10-26,234.0000,19.1000,,,0.0000,,,4.2499,5.0000,-58.8750,-68.0000,-47.0000,5.0071,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,299,moderate,,G1_minor
1991-10-27,297.0000,17.7000,,,0.0000,,,4.9999,6.3330,-72.9583,-94.0000,-42.0000,13.2746,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,300,moderate,,G2_moderate
1991-10-28,302.0000,16.2000,,,0.0000,,,6.0832,8.3330,-95.3333,-196.0000,-21.0000,45.0002,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,301,intense,,G4_severe
1991-10-29,339.0000,30.4000,,,0.0000,,,6.6666,8.3330,-172.8333,-254.0000,-129.0000,36.8919,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,302,severe,,G4_severe
1991-10-30,305.0000,10.5000,,,0.0000,,,4.0835,5.6670,-106.6667,-132.0000,-84.0000,12.9972,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,303,intense,,G1_minor
1991-10-31,270.0000,18.8000,,,0.0000,,,5.2082,7.0000,-76.7500,-104.0000,-35.0000,18.7715,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,10,304,intense,,G3_strong
1991-11-01,292.0000,13.5000,,,0.0000,,,6.1665,8.3330,-121.4167,-196.0000,-73.0000,45.4714,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,305,intense,,G4_severe
1991-11-02,255.0000,10.4000,,,0.0000,,,4.0832,7.0000,-122.7917,-189.0000,-66.0000,37.0628,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,306,intense,,G3_strong
1991-11-03,205.0000,10.4000,,,0.0000,,,3.1250,4.0000,-53.7083,-63.0000,-47.0000,3.9615,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,307,moderate,,quiet
1991-11-04,161.0000,11.0000,,,0.0000,,,4.2918,6.0000,-47.0000,-74.0000,-34.0000,10.3714,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,308,moderate,,G2_moderate
1991-11-05,167.0000,9.2000,,,0.0000,,,3.7499,5.6670,-61.2917,-92.0000,-40.0000,16.6928,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,309,moderate,,G1_minor
1991-11-06,184.0000,12.5000,,,0.0000,,,3.1666,5.0000,-40.5000,-57.0000,-26.0000,8.2251,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,310,moderate,,G1_minor
1991-11-07,198.0000,11.0000,,,0.0000,,,2.6250,3.3330,-27.4167,-35.0000,-15.0000,5.3805,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,311,quiet,,quiet
1991-11-08,208.0000,11.9000,,,0.0000,,,5.4169,8.6670,-75.7917,-280.0000,17.0000,85.2801,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,312,severe,,G4_severe
1991-11-09,195.0000,10.4000,,,0.0000,,,6.4165,8.3330,-222.5417,-354.0000,-132.0000,78.4147,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,313,severe,,G4_severe
1991-11-10,178.0000,8.7000,,,0.0000,,,3.5835,4.0000,-87.1250,-144.0000,-54.0000,26.9304,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,314,intense,,quiet
1991-11-11,190.0000,11.2000,,,0.0000,,,3.2500,5.0000,-36.4167,-64.0000,5.0000,22.2846,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,315,moderate,,G1_minor
1991-11-12,168.0000,11.5000,,,0.0000,,,2.2084,3.6670,-33.7083,-43.0000,-20.0000,6.0252,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,316,quiet,,quiet
1991-11-13,153.0000,12.1000,,,0.0000,,,2.6251,3.6670,-20.7917,-31.0000,-12.0000,4.2731,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,317,quiet,,quiet
1991-11-14,139.0000,14.5000,,,0.0000,,,3.2083,4.0000,-27.8750,-44.0000,-14.0000,7.6970,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,318,quiet,,quiet
1991-11-15,130.0000,8.9000,,,0.0000,,,4.0416,5.0000,-37.6250,-57.0000,-19.0000,11.2783,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,319,moderate,,G1_minor
1991-11-16,108.0000,8.2000,,,0.0000,,,3.8333,4.3330,-64.3333,-80.0000,-40.0000,9.3468,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,320,moderate,,quiet
1991-11-17,111.0000,5.9000,,,0.0000,,,3.5834,4.6670,-58.3750,-74.0000,-41.0000,8.9822,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,321,moderate,,quiet
1991-11-18,111.0000,4.1000,,,0.0000,,,4.1249,5.0000,-75.7500,-97.0000,-47.0000,13.3978,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,322,moderate,,G1_minor
1991-11-19,142.0000,7.0000,,,0.0000,,,5.2500,6.3330,-94.6667,-123.0000,-67.0000,13.3764,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,323,intense,,G2_moderate
1991-11-20,139.0000,12.3000,,,0.0000,,,3.2085,4.0000,-66.8750,-90.0000,-53.0000,8.7094,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,324,moderate,,quiet
1991-11-21,128.0000,7.5000,,,0.0000,,,5.2502,6.6670,-86.9583,-135.0000,-53.0000,27.0659,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,325,intense,,G2_moderate
1991-11-22,115.0000,10.9000,,,0.0000,,,4.9166,6.3330,-98.7500,-139.0000,-55.0000,27.4595,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,326,intense,,G2_moderate
1991-11-23,122.0000,4.8000,,,0.0000,,,4.2918,5.0000,-66.8750,-84.0000,-54.0000,8.3161,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,327,moderate,,G1_minor
1991-11-24,140.0000,12.7000,,,0.0000,,,2.9165,3.3330,-50.8333,-65.0000,-40.0000,7.3524,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,328,moderate,,quiet
1991-11-25,145.0000,7.4000,,,0.0000,,,2.4999,3.0000,-41.1667,-59.0000,-28.0000,8.4373,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,329,moderate,,quiet
1991-11-26,122.0000,7.7000,,,0.0000,,,1.7916,3.3330,-26.8333,-35.0000,-19.0000,4.6780,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,330,quiet,,quiet
1991-11-27,153.0000,13.0000,,,0.0000,,,1.8750,2.6670,-22.6667,-37.0000,-13.0000,6.9198,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,331,quiet,,quiet
1991-11-28,156.0000,6.9000,,,0.0000,,,2.1666,3.3330,-13.7917,-29.0000,-2.0000,7.9672,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,332,quiet,,quiet
1991-11-29,153.0000,10.0000,,,0.0000,,,2.8749,4.3330,-26.3333,-40.0000,-19.0000,6.5253,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,333,quiet,,quiet
1991-11-30,118.0000,6.8000,,,0.0000,,,2.6666,4.0000,-21.0417,-35.0000,-12.0000,7.1291,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,11,334,quiet,,quiet
1991-12-01,150.0000,13.4000,,,0.0000,,,2.3750,2.6670,-16.8333,-32.0000,-10.0000,4.9049,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,335,quiet,,quiet
1991-12-02,141.0000,12.6000,,,0.0000,,,3.2500,4.0000,-27.0417,-48.0000,-15.0000,9.3273,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,336,quiet,,quiet
1991-12-03,183.0000,9.6000,,,0.0000,,,2.7083,3.3330,-19.4167,-33.0000,-7.0000,8.1823,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,337,quiet,,quiet
1991-12-04,171.0000,8.7000,,,0.0000,,,2.9584,3.6670,-16.7500,-35.0000,-9.0000,6.2918,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,338,quiet,,quiet
1991-12-05,193.0000,10.1000,,,0.0000,,,2.1251,3.0000,-13.1667,-19.0000,-9.0000,3.0455,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,339,quiet,,quiet
1991-12-06,196.0000,10.9000,,,0.0000,,,1.2916,2.0000,-6.1250,-16.0000,1.0000,4.4459,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,340,quiet,,quiet
1991-12-07,227.0000,15.6000,,,0.0000,,,1.5834,2.6670,-2.4167,-18.0000,6.0000,6.2549,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,341,quiet,,quiet
1991-12-08,256.0000,15.7000,,,0.0000,,,1.8331,3.0000,-2.8333,-12.0000,7.0000,4.6966,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,342,quiet,,quiet
1991-12-09,308.0000,16.8000,,,0.0000,,,2.1667,3.3330,7.8333,-18.0000,33.0000,13.2523,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,343,quiet,,quiet
1991-12-10,312.0000,16.6000,,,0.0000,,,2.9581,4.3330,-10.9167,-34.0000,1.0000,10.2995,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,344,quiet,,quiet
1991-12-11,311.0000,17.2000,,,0.0000,,,2.7501,4.0000,-20.5000,-32.0000,-14.0000,5.2087,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,345,quiet,,quiet
1991-12-12,275.0000,16.0000,,,0.0000,,,2.7085,3.6670,-22.9167,-39.0000,0.0000,8.0753,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,346,quiet,,quiet
1991-12-13,261.0000,14.1000,,,0.0000,,,3.0000,4.0000,-19.8750,-27.0000,-7.0000,5.2611,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,347,quiet,,quiet
1991-12-14,258.0000,15.7000,,,0.0000,,,3.1250,4.0000,-22.0417,-31.0000,-16.0000,5.2127,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,348,quiet,,quiet
1991-12-15,228.0000,13.3000,,,0.0000,,,1.6250,3.0000,-17.6250,-25.0000,-10.0000,4.3018,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,349,quiet,,quiet
1991-12-16,199.0000,16.8000,,,0.0000,,,3.0416,4.6670,-21.8333,-53.0000,1.0000,16.8824,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,350,moderate,,quiet
1991-12-17,183.0000,14.2000,,,0.0000,,,4.4164,5.3330,-43.0417,-59.0000,-24.0000,9.6751,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,351,moderate,,G1_minor
1991-12-18,196.0000,15.9000,,,0.0000,,,2.5001,3.6670,-36.4583,-51.0000,-21.0000,9.2923,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,352,moderate,,quiet
1991-12-19,197.0000,5.2000,,,0.0000,,,2.5416,3.6670,-39.4167,-64.0000,-16.0000,17.3228,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,353,moderate,,quiet
1991-12-20,172.0000,7.2000,,,0.0000,,,2.1666,3.6670,-31.2917,-53.0000,-14.0000,12.6508,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,354,moderate,,quiet
1991-12-21,160.0000,9.7000,,,0.0000,,,3.9167,4.6670,-27.0000,-39.0000,-11.0000,6.6463,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,355,quiet,,quiet
1991-12-22,159.0000,14.7000,,,0.0000,,,1.5416,3.0000,-10.5417,-23.0000,17.0000,10.7257,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,356,quiet,,quiet
1991-12-23,162.0000,13.8000,,,0.0000,,,2.9166,3.6670,-19.3750,-38.0000,9.0000,11.1309,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,357,quiet,,quiet
1991-12-24,191.0000,10.7000,,,0.0000,,,2.2499,3.3330,-14.3750,-20.0000,-9.0000,2.9754,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,358,quiet,,quiet
1991-12-25,210.0000,19.2000,,,0.0000,,,1.7084,3.0000,-9.6667,-17.0000,-2.0000,4.3205,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,359,quiet,,quiet
1991-12-26,221.0000,19.2000,,,0.0000,,,2.0833,3.3330,10.9583,-11.0000,27.0000,11.2384,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,360,quiet,,quiet
1991-12-27,194.0000,16.2000,,,0.0000,,,4.2084,6.3330,-19.9583,-74.0000,23.0000,26.7736,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,361,moderate,,G2_moderate
1991-12-28,203.0000,16.3000,,,0.0000,,,3.5835,4.6670,-57.3750,-74.0000,-42.0000,10.4541,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,362,moderate,,quiet
1991-12-29,230.0000,9.4000,,,0.0000,,,3.9583,5.3330,-41.5000,-77.0000,-23.0000,15.8004,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,363,moderate,,G1_minor
1991-12-30,222.0000,14.9000,,,0.0000,,,2.9167,4.6670,-40.2083,-54.0000,-20.0000,8.6325,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,364,moderate,,quiet
1991-12-31,222.0000,14.7000,,,0.0000,,,2.1667,3.0000,-23.8750,-35.0000,-7.0000,7.6233,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991,12,365,quiet,,quiet
1992-01-01,186.0000,14.3000,,,0.0000,,,2.5834,3.6670,-9.0833,-26.0000,19.0000,14.5061,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,1,quiet,,quiet
1992-01-02,190.0000,8.2000,,,0.0000,,,3.3334,5.0000,-13.9167,-28.0000,15.0000,11.9525,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,2,quiet,,G1_minor
1992-01-03,234.0000,18.3000,,,0.0000,,,3.0834,3.6670,-26.2083,-46.0000,-8.0000,9.4867,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,3,quiet,,quiet
1992-01-04,243.0000,14.8000,,,0.0000,,,3.0416,4.0000,-24.0833,-34.0000,-12.0000,4.7815,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,4,quiet,,quiet
1992-01-05,242.0000,13.8000,,,0.0000,,,2.7081,3.3330,-20.1250,-30.0000,-8.0000,6.1737,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,5,quiet,,quiet
1992-01-06,245.0000,18.7000,,,0.0000,,,2.7499,3.3330,-18.3750,-35.0000,-7.0000,7.0761,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,6,quiet,,quiet
1992-01-07,251.0000,20.9000,,,0.0000,,,2.1249,2.6670,-15.4167,-27.0000,-8.0000,6.1355,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,7,quiet,,quiet
1992-01-08,270.0000,19.2000,,,0.0000,,,3.1250,3.6670,-28.0417,-52.0000,1.0000,16.6040,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,8,moderate,,quiet
1992-01-09,255.0000,18.2000,,,0.0000,,,1.5000,3.0000,-18.7083,-33.0000,0.0000,7.8711,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,9,quiet,,quiet
1992-01-10,242.0000,12.4000,,,0.0000,,,2.8334,3.6670,-25.7500,-41.0000,-9.0000,9.2372,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,10,quiet,,quiet
1992-01-11,205.0000,9.5000,,,0.0000,,,3.7916,5.0000,-58.3750,-95.0000,-33.0000,24.2322,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,11,moderate,,G1_minor
1992-01-12,189.0000,11.0000,,,0.0000,,,3.6249,4.3330,-41.4167,-93.0000,-6.0000,23.7284,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,12,moderate,,quiet
1992-01-13,188.0000,8.9000,,,0.0000,,,3.8335,5.0000,-54.7500,-69.0000,-26.0000,12.8748,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,13,moderate,,G1_minor
1992-01-14,143.0000,7.6000,,,0.0000,,,3.4999,4.3330,-19.1667,-39.0000,19.0000,18.9132,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,14,quiet,,quiet
1992-01-15,141.0000,7.3000,,,0.0000,,,3.0834,4.6670,-29.5417,-43.0000,-17.0000,6.4402,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,15,quiet,,quiet
1992-01-16,115.0000,4.8000,,,0.0000,,,3.6666,5.3330,-21.0417,-35.0000,-12.0000,7.3217,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,16,quiet,,G1_minor
1992-01-17,100.0000,7.0000,,,0.0000,,,2.4166,3.0000,-20.8750,-30.0000,-13.0000,4.5808,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,17,quiet,,quiet
1992-01-18,94.0000,10.8000,,,0.0000,,,1.6250,2.6670,-15.2500,-21.0000,-10.0000,3.2471,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,18,quiet,,quiet
1992-01-19,116.0000,7.9000,,,0.0000,,,1.5834,2.3330,-7.4583,-15.0000,1.0000,4.3437,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,19,quiet,,quiet
1992-01-20,152.0000,8.7000,,,0.0000,,,2.8750,3.6670,-26.6250,-37.0000,-13.0000,6.7296,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1992,1,20,quiet,,quiet
