date,ssn,ssn_std,f107,sunspot_area,new_regions,solar_mean_field,flare_C,flare_M,flare_X,flare_S,flare_xray_total,flare_optical_total,ap_planetary,kp_daily_mean,kp_daily_max,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,dst_daily_mean,dst_daily_min,dst_daily_max,dst_daily_std,dst_hours_valid,flare_event_B,flare_event_C,flare_event_M,flare_event_X,flare_event_unknown,flare_events_total,ssn_interpolated,ssn_std_interpolated,dst_daily_mean_interpolated,dst_daily_min_interpolated,dst_daily_max_interpolated,dst_daily_std_interpolated,ap_planetary_interpolated,kp_daily_mean_interpolated,kp_daily_max_interpolated,kp_1_interpolated,kp_2_interpolated,kp_3_interpolated,kp_4_interpolated,kp_5_interpolated,kp_6_interpolated,kp_7_interpolated,kp_8_interpolated,solar_mean_field_interpolated,flare_event_B_interpolated,flare_event_C_interpolated,flare_event_M_interpolated,flare_event_X_interpolated,flare_event_unknown_interpolated,flare_events_total_interpolated,year,month,day_of_year,storm_category,solar_activity_level,kp_storm_level
2008-08-05,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.88,2.00,1.00,1.00,1.00,2.00,1.00,0.00,0.00,1.00,5.17,-2.00,13.00,4.94,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,218,quiet,low,quiet
2008-08-06,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,-4.00,13.00,4.63,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,219,quiet,low,quiet
2008-08-07,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,4.00,0.88,2.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,-1.17,-4.00,3.00,2.21,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,220,quiet,low,quiet
2008-08-08,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,4.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,3.00,1.67,-4.00,8.00,3.17,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,221,quiet,low,quiet
2008-08-09,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,18.00,3.12,5.00,3.00,3.00,2.00,2.00,2.00,4.00,5.00,4.00,5.21,-19.00,39.00,17.61,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,222,quiet,low,G1_minor
2008-08-10,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,13.00,2.50,4.00,4.00,4.00,3.00,1.00,2.00,2.00,2.00,2.00,-17.04,-33.00,-10.00,5.31,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,223,quiet,low,quiet
2008-08-11,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,7.00,1.62,3.00,3.00,2.00,1.00,1.00,2.00,1.00,1.00,2.00,-12.46,-18.00,-5.00,3.45,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,224,quiet,low,quiet
2008-08-12,0.00,2.00,65.00,0,0,,0,0,0,0,0,0,6.00,1.50,3.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,-9.17,-14.00,-4.00,3.02,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,225,quiet,low,quiet
2008-08-13,0.00,2.00,65.00,0,0,,0,0,0,0,0,0,5.00,1.25,2.00,2.00,2.00,1.00,1.00,1.00,0.00,1.00,2.00,-8.50,-15.00,3.00,3.83,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,226,quiet,low,quiet
2008-08-14,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,5.00,1.25,3.00,2.00,3.00,1.00,0.00,1.00,1.00,1.00,1.00,-8.54,-17.00,4.00,5.39,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,227,quiet,low,quiet
2008-08-15,0.00,2.00,65.00,0,0,,0,0,0,0,0,0,4.00,1.00,2.00,2.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.54,-8.00,4.00,3.01,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,228,quiet,low,quiet
2008-08-16,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,5.00,1.12,3.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,3.00,2.75,-8.00,9.00,4.58,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,229,quiet,low,quiet
2008-08-17,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,7.00,2.00,3.00,3.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,-6.79,-14.00,0.00,4.17,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,230,quiet,low,quiet
2008-08-18,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,23.00,3.62,5.00,3.00,4.00,3.00,4.00,5.00,4.00,3.00,3.00,-10.21,-18.00,-3.00,4.73,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,231,quiet,low,G1_minor
2008-08-19,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,8.00,2.12,3.00,3.00,3.00,2.00,2.00,2.00,1.00,2.00,2.00,-16.21,-26.00,-7.00,5.19,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,232,quiet,low,quiet
2008-08-20,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,6.00,1.50,3.00,3.00,3.00,2.00,1.00,1.00,1.00,0.00,1.00,-9.17,-22.00,-1.00,5.91,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,233,quiet,low,quiet
2008-08-21,5.00,1.90,67.00,0,0,,0,0,0,0,0,0,4.00,1.12,3.00,0.00,0.00,1.00,3.00,1.00,1.00,1.00,2.00,-6.88,-12.00,-3.00,2.70,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,234,quiet,low,quiet
2008-08-22,5.00,3.20,68.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,-4.62,-9.00,1.00,2.67,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,235,quiet,low,quiet
2008-08-23,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,2.00,0.50,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.67,-5.00,8.00,3.45,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,236,quiet,low,quiet
2008-08-24,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,4.00,0.62,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,6.42,5.00,10.00,1.22,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,237,quiet,low,quiet
2008-08-25,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,2.00,0.25,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,-0.42,-6.00,7.00,3.52,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,238,quiet,low,quiet
2008-08-26,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.88,2.00,1.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,3.17,-2.00,9.00,3.34,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,239,quiet,low,quiet
2008-08-27,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.75,2.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,2.12,-5.00,6.00,2.74,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,240,quiet,low,quiet
2008-08-28,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,2.00,0.62,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,3.38,-2.00,8.00,2.46,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,241,quiet,low,quiet
2008-08-29,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.75,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,3.92,-1.00,11.00,3.26,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,242,quiet,low,quiet
2008-08-30,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.88,2.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.54,-2.00,6.00,2.02,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,243,quiet,low,quiet
2008-08-31,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.88,2.00,1.00,0.00,0.00,0.00,1.00,2.00,1.00,2.00,4.04,-1.00,10.00,3.13,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,8,244,quiet,low,quiet
2008-09-01,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,0.00,0.00,1.00,2.00,2.00,2.00,2.67,-5.00,8.00,3.08,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,245,quiet,low,quiet
2008-09-02,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,3.00,0.62,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,-1.29,-10.00,10.00,4.34,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,246,quiet,low,quiet
2008-09-03,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,7.00,1.88,3.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,3.00,7.54,-3.00,19.00,6.16,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,247,quiet,low,quiet
2008-09-04,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,33.00,3.75,6.00,6.00,6.00,4.00,4.00,4.00,3.00,2.00,1.00,-26.33,-51.00,5.00,11.17,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,248,moderate,low,G2_moderate
2008-09-05,0.00,2.00,65.00,0,0,,0,0,0,0,0,0,7.00,1.38,3.00,2.00,3.00,0.00,0.00,2.00,1.00,1.00,2.00,-18.38,-29.00,-7.00,5.40,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,249,quiet,low,quiet
2008-09-06,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,7.00,1.75,3.00,3.00,1.00,0.00,1.00,3.00,2.00,2.00,2.00,-9.42,-17.00,-5.00,3.16,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,250,quiet,low,quiet
2008-09-07,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,8.00,1.50,3.00,3.00,2.00,0.00,0.00,2.00,1.00,3.00,1.00,-7.17,-12.00,-2.00,2.79,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,251,quiet,low,quiet
2008-09-08,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,8.00,2.00,3.00,1.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,-9.67,-16.00,-3.00,3.37,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,252,quiet,low,quiet
2008-09-09,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,6.00,1.38,3.00,1.00,2.00,2.00,1.00,0.00,1.00,1.00,3.00,-7.42,-11.00,-3.00,1.89,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,253,quiet,low,quiet
2008-09-10,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,4.00,0.88,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,-6.29,-11.00,-1.00,2.81,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,254,quiet,low,quiet
2008-09-11,7.00,4.70,67.00,20,1,,0,0,0,0,0,0,2.00,0.50,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,-5.88,-10.00,0.00,3.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,255,quiet,low,quiet
2008-09-12,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,2.00,0.38,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,-7.08,-10.00,-3.00,2.02,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,256,quiet,low,quiet
2008-09-13,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.46,-1.00,5.00,1.87,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,257,quiet,low,quiet
2008-09-14,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,6.00,1.25,4.00,0.00,0.00,1.00,0.00,1.00,1.00,3.00,4.00,4.00,-4.00,10.00,3.69,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,258,quiet,low,quiet
2008-09-15,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,15.00,3.00,4.00,2.00,3.00,3.00,4.00,4.00,3.00,3.00,2.00,-14.33,-30.00,3.00,11.12,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,259,quiet,low,quiet
2008-09-16,0.00,2.00,69.00,0,0,,0,0,0,0,0,0,9.00,1.88,4.00,1.00,4.00,3.00,2.00,1.00,1.00,1.00,2.00,-17.00,-23.00,-6.00,4.87,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,260,quiet,low,quiet
2008-09-17,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.75,3.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,-10.38,-20.00,-3.00,5.71,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,261,quiet,low,quiet
2008-09-18,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,9.00,1.75,3.00,1.00,2.00,3.00,3.00,3.00,1.00,0.00,1.00,-18.12,-31.00,-7.00,6.70,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,262,quiet,low,quiet
2008-09-19,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,5.00,1.38,2.00,0.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,-9.21,-19.00,0.00,4.71,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,263,quiet,low,quiet
2008-09-20,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,3.00,0.62,2.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,-2.75,-11.00,4.00,4.60,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,264,quiet,low,quiet
2008-09-21,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,2.00,0.62,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.38,-12.00,4.00,3.47,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,265,quiet,low,quiet
2008-09-22,9.00,1.00,69.00,30,1,,0,0,0,0,0,0,4.00,1.00,3.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,1.00,-5.88,-24.00,1.00,6.78,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,266,quiet,low,quiet
2008-09-23,10.00,1.90,69.00,20,0,,0,0,0,0,0,0,3.00,0.75,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,-2.04,-9.00,2.00,2.88,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,267,quiet,low,quiet
2008-09-24,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,1.00,0.00,1.00,2.00,1.00,1.00,2.00,0.42,-3.00,4.00,2.23,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,268,quiet,low,quiet
2008-09-25,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,4.00,1.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,3.00,4.46,-9.00,12.00,5.77,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,269,quiet,low,quiet
2008-09-26,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,4.00,0.88,2.00,2.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,-1.08,-5.00,5.00,3.01,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,270,quiet,low,quiet
2008-09-27,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,2.00,0.62,2.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,2.75,-8.00,10.00,4.76,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,271,quiet,low,quiet
2008-09-28,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.88,2.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,1.71,-3.00,9.00,2.84,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,272,quiet,low,quiet
2008-09-29,9.00,6.70,67.00,0,0,,0,0,0,0,0,0,2.00,0.62,2.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,1.00,-0.46,-7.00,6.00,3.82,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,273,quiet,low,quiet
2008-09-30,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,4.00,0.88,3.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,3.00,5.00,-4.00,14.00,5.54,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,9,274,quiet,low,quiet
2008-10-01,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,6.00,1.62,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,0.42,-6.00,7.00,3.04,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,275,quiet,low,quiet
2008-10-02,0.00,2.00,66.00,0,0,,0,0,0,0,0,0,12.00,2.62,4.00,2.00,2.00,2.00,4.00,4.00,2.00,3.00,2.00,-11.04,-29.00,4.00,8.80,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,276,quiet,low,quiet
2008-10-03,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,13.00,2.75,3.00,3.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,-14.58,-21.00,-4.00,4.88,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,277,quiet,low,quiet
2008-10-04,10.00,6.50,67.00,10,1,,0,0,0,0,0,0,11.00,2.38,5.00,3.00,5.00,2.00,2.00,2.00,2.00,1.00,2.00,-14.71,-19.00,-11.00,1.95,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,278,quiet,low,G1_minor
2008-10-05,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,4.00,1.12,2.00,1.00,2.00,2.00,1.00,1.00,1.00,0.00,1.00,-9.42,-16.00,-2.00,4.36,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,279,quiet,low,quiet
2008-10-06,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,4.00,0.88,2.00,0.00,2.00,0.00,1.00,2.00,1.00,0.00,1.00,-7.96,-14.00,-3.00,3.28,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,280,quiet,low,quiet
2008-10-07,0.00,2.00,67.00,0,0,,0,0,0,0,0,0,3.00,0.75,2.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,-4.08,-8.00,-1.00,2.06,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,281,quiet,low,quiet
2008-10-08,0.00,2.00,68.00,0,0,,0,0,0,0,0,0,2.00,0.38,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.54,-5.00,5.00,3.66,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,282,quiet,low,quiet
2008-10-09,0.00,2.00,69.00,0,0,,0,0,0,0,0,0,2.00,0.50,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-0.04,-3.00,2.00,1.46,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,283,quiet,low,quiet
2008-10-10,10.00,7.10,69.00,10,1,,0,0,0,0,0,0,3.00,0.50,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,4.04,-3.00,9.00,3.53,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,284,quiet,low,quiet
2008-10-11,13.00,0.60,71.00,40,1,,0,0,0,0,0,0,37.00,3.75,7.00,1.00,2.00,3.00,4.00,6.00,7.00,5.00,2.00,-24.92,-54.00,12.00,22.33,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,285,moderate,low,G3_strong
2008-10-12,16.00,1.20,70.00,70,0,,0,0,0,0,0,0,13.00,2.88,4.00,4.00,3.00,3.00,3.00,3.00,2.00,2.00,3.00,-28.71,-40.00,-21.00,6.77,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,286,quiet,low,quiet
2008-10-13,13.00,0.90,71.00,40,0,,0,0,0,0,0,0,9.00,2.12,3.00,3.00,3.00,2.00,2.00,1.00,3.00,1.00,2.00,-18.92,-25.00,-15.00,3.05,24.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,2008,10,287,quiet,low,quiet
