:Product: Daily Geomagnetic Data     2004_DGD.txt
:Issued: 1800 UT 07 Jan 2005
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to SEC.Webmaster@noaa.gov
#
#                      2004 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2004 08 09    12  2 2 3 2 2 2 3 4    14  2 1 4 4 2 2 4 2    13  2 2 4 3 2 3 3 4
2004 08 10    12  4 1 2 2 3 2 3 3    28  4 2 1 4 6 5 3 3    14  4 1 2 2 3 4 3 3
2004 08 11    10  2 2 2 3 3 2 3 2    16  2 2 3 5 4 3 2 1    13  2 2 3 4 3 3 3 3
2004 08 12     6  2 2 2 1 2 1 2 2    -1  3 2 1-1 2 2 1 2     9  3 2 2 2 3 3 2 3
2004 08 13     5  2 1 1 0 1 1 3 2     6  2 2 0 1 3 1 1 2     9  2 2 2 1 3 2 3 3
2004 08 14     6  2 1 2 2 2 1 2 2     9  3 2 2 4 2 1 1 1     9  3 1 2 3 3 3 2 2
2004 08 15     3  1 1 0 0 3 0 1 0     1  1 0 0 0 1 0 0 0     7  2 1 1 2 3 3 2 2
2004 08 16     5  0 1 0 1 2 1 2 3     3  0 1 0 1 2 1 1 2     8  2 1 1 2 3 3 2 3
2004 08 17     9  3 1 1 1 3 2 2 3     7  2 1 1 1 2 3 2 2    11  3 1 1 2 3 3 4 3
2004 08 18    10  2 2 3 2 2 3 2 3    -1  2 2-1-1-1-1-1 0    13  3 2 4 3 3 3 3 3
2004 08 19     3  2 1 0 1 1 1 1 1     2  1 0 0 0 0 1 1 1     7  3 1 0 2 2 3 2 2
2004 08 20     9  2 2 2 3 3 2 2 1    26  2 2 4 5 5 5 3 2    14  3 3 3 4 3 3 3 3
2004 08 21    14  4 3 4 2 1 2 2 3    27  3 4 6 5 4 2 2 2    17  3 4 4 3 3 3 3 3
2004 08 22     8  2 2 3 2 2 2 2 2    28  3 3 6 5 4 4 1 2    13  3 3 4 4 3 3 2 2
2004 08 23    10  2 3 2 2 3 3 2 2     5  2 1 3 2 0 1 1 1     7  2 2 2 2 2 3 2 2
2004 08 24     3  2 0 1 1 1 1 1 0     4  1 0 2 2 3 1 1 0     5  2 1 1 1 2 2 2 2
2004 08 25     3  0 1 0 1 2 1 1 1     5  0 1 1 3 3 1 0 0     7  1 2 1 2 3 2 2 2
2004 08 26     4  1 0 1 1 2 1 2 2     3  1 1 0 1 1 2 1 1     7  2 1 1 1 2 3 3 3
2004 08 27     4  1 1 1 0 2 1 2 2     4  2 1 1 1 1 1 1 1     8  3 1 1 2 2 3 2 3
2004 08 28     6  1 3 2 2 1 1 1 1     7  2 1 4 3 0 1 1 0    12  2 3 4 3 3 3 3 2
2004 08 29     5  2 2 0 2 1 1 2 2     3  1 2 0 0 1 1 1 1     8  2 2 0 2 2 3 3 3
2004 08 30    27  3 2 4 4 3 3 4 6    63  3 2 5 7 6 7 5 4    34  3 2 5 5 5 4 4 5
2004 08 31    14  4 4 3 3 2 2 2 2    39  4 5 6 6 4 4 3 2    28  6 4 5 4 3 3 4 3
2004 09 01     5  3 1 1 1 1 1 1 1     8  2 2 2 3 3 2 1 1     9  3 1 2 2 2 3 3 3
2004 09 02     8  2 2 3 3 1 1 1 2     7  2 1 3 3 1 2 1 1     9  2 2 3 3 2 2 2 3
2004 09 03     1  2 1 0 0 0 0 0 0     2  2 1 1 0 0 0 1 0     3  2 1 1 0 1 2 1 1
2004 09 04     2  0 0 0 1 1 0 1 1     0  1 0 0 0 0 0 0 0     4  1 1 0 1 2 1 2 1
2004 09 05     5  1 0 2 1 1 2 3 1    14  0 1 3 4 4 4 2 1     7  1 1 2 2 2 3 3 2
2004 09 06     9  1 1 2 2 3 3 2 3    28  2 2 5 5 5 5 2 2    14  2 2 4 4 3 3 2 3
2004 09 07    11  3 3 3 3 2 1 2 2    27  2 3 6 5 5 3 1 1    16  3 4 4 4 3 3 2 2
2004 09 08     4  2 2 3 1 1 0 0 0    16  2 3 5 4 4 1 0 0     9  2 3 4 2 3 2 2 2
2004 09 09     3  0 2 0 1 1 0 1 2     2  0 1 0 2 0 0 1 1     4  1 1 0 1 2 1 2 2
2004 09 10     1  0 1 0 1 1 0 0 0     3  0 0 1 3 1 0 0 0     5  2 1 1 2 2 2 2 2
2004 09 11     1  0 0 0 0 1 0 1 1     1  0 0 0 0 2 1 0 0     6  2 0 0 1 3 2 3 2
2004 09 12     1  1 1 0 0 0 1 0 0     1  1 1 0 0 0 0 0 0     4  1 1 0 0 2 2 2 2
2004 09 13     5  0 0 0 0 0 0 3 4     3  0 0 0 0 0 0 2 3     8  2 1 0 1 2 2 3 4
2004 09 14    17  4 3 3 3 3 2 4 3    41  3 4 5 6 5 6 3 3    28  4 4 4 5 4 3 4 4
2004 09 15     9  4 2 1 1 2 2 2 2    23  4 3 3 5 5 3 2 2    14  4 3 2 3 3 3 3 2
2004 09 16    14  3 2 4 2 3 2 3 3    30  3 3 3 6 6 3 3 2    17  3 3 4 4 4 3 3 3
2004 09 17    15  4 4 3 2 2 1 3 3    26  4 4 4 4 5 4 2 3    20  5 4 4 3 3 3 3 4
2004 09 18    16  5 5 1 3 2 0 1 0    16  4 4 2 5 3 0 0 0    16  5 5 1 3 3 2 1 2
2004 09 19     4  1 0 1 1 1 1 1 3     3  1 0 1 2 1 1 1 1     5  1 1 1 1 2 2 2 3
2004 09 20     8  2 1 4 3 2 1 0 1    17  2 1 5 5 3 3 0 1    13  3 1 4 3 3 2 2 2
2004 09 21     6  1 3 1 1 2 1 2 1    12  2 4 4 3 2 2 1 1     9  2 3 3 2 2 2 2 2
2004 09 22    12  0 0 3 2 4 3 3 3    22  0 1 3 3 6 5 3 2    16  1 1 3 3 5 4 4 3
2004 09 23    10  4 4 1 1 1 1 1 2    15  4 5 1 3 2 2 2 1    12  4 4 2 2 2 2 2 2
2004 09 24     5  3 2 1 2 0 1 1 1     6  2 1 0 4 1 2 1 0     6  3 2 1 2 2 2 2 2
2004 09 25     2  0 0 0 1 2 1 1 0     7  0 0 0 4 4 1 0 0     5  0 1 0 2 2 3 2 2
2004 09 26     2  1 1 1 0 0 0 1 1     2  1 0 1 0 0 0 1 1     4  1 1 2 1 1 2 2 2
2004 09 27     2  0 0 0 0 2 1 1 0     5  1 0 0 2 3 2 1 1     5  1 1 0 1 2 2 3 1
2004 09 28     5  2 2 2 1 1 1 1 2     5  1 2 3 2 0 0 1 1     8  2 2 3 2 1 1 2 3
2004 09 29     3  1 0 1 0 2 1 1 2    -1 -1-1-1-1-1-1-1-1     5  2 1 0 1 2 2 2 2
2004 09 30     2  1 0 0 0 1 1 1 0     1  2 0 0 0 0 0 0 0     4  2 1 0 0 1 2 2 2
2004 10 01     2  0 0 0 0 1 0 2 2     1  0 0 0 0 0 0 1 1     4  1 1 1 0 1 2 2 2
2004 10 02     8  2 2 3 2 3 1 2 1    16  1 2 4 5 4 3 1 0    12  2 3 3 3 4 3 2 2
2004 10 03     7  0 1 2 2 3 2 2 2    33  0 1 4 6 6 5 3 2    15  1 2 3 4 4 3 3 3
2004 10 04     8  3 3 1 1 2 1 2 2    12  2 3 2 2 4 4 1 1    10  3 3 2 2 2 2 3 3
2004 10 05     3  2 2 1 0 1 0 0 1     4  2 2 3 1 0 0 0 1     5  2 2 2 0 1 2 2 2
2004 10 06     2  0 2 2 1 0 0 0 0     6  0 0 2 4 2 1 0 0     5  1 2 2 2 2 2 2 2
2004 10 07     4  0 1 0 0 0 3 3 0     2  0 0 1 1 2 0 0 0     4  1 2 1 1 2 2 2 2
2004 10 08     4  0 2 1 0 2 2 1 2     6  0 0 1 0 2 4 1 2     7  1 3 2 1 2 2 1 3
2004 10 09     3  2 1 1 0 1 1 1 1     4  3 1 0 2 0 1 1 1     6  3 1 0 1 1 2 2 2
2004 10 10     5  2 1 1 2 2 1 1 1     5  1 1 1 3 2 0 1 1     8  3 3 0 3 2 2 2 2
2004 10 11     9  2 4 2 1 1 1 2 3    14  1 3 3 2 5 3 1 1    11  3 3 2 1 3 3 2 3
2004 10 12     7  3 2 2 1 1 1 0 3     9  2 3 4 3 0 1 0 2    11  3 3 3 3 2 2 2 3
2004 10 13    17  3 4 4 3 3 2 3 3    52  4 5 6 5 7 5 3 2    35  4 5 5 4 5 4 3 3
2004 10 14    12  3 3 3 3 3 2 2 1    58  3 3 6 7 7 5 3 2    27  3 4 4 5 5 3 3 2
2004 10 15     6  2 2 1 2 2 1 2 1    19  2 2 3 6 4 3 0 1     9  2 3 1 3 2 2 2 2
2004 10 16     3  3 1 0 0 1 0 0 1     3  1 2 0 2 1 0 0 1     5  3 1 1 1 1 1 1 1
2004 10 17     0  0 1 0 0 0 0 0 0     0  0 0 0 1 0 0 0 0     3  0 1 1 1 1 0 1 1
2004 10 18     4  0 0 1 1 1 2 3 1     2  0 0 0 1 0 1 1 1     4  0 0 0 1 1 2 2 2
2004 10 19     3  0 1 0 1 2 1 1 1     3  0 0 0 1 2 2 1 1     4  0 1 0 1 2 2 1 1
2004 10 20     9  1 3 2 1 3 3 1 2    29  1 4 4 2 6 6 1 2    12  1 3 3 1 4 4 1 2
2004 10 21     5  2 2 2 1 1 1 1 1     6  2 3 3 2 0 0 0 0     8  2 3 3 1 2 2 2 1
2004 10 22     5  2 2 1 1 1 1 2 1     4  1 1 1 2 2 1 1 0     6  2 2 1 1 2 2 2 1
2004 10 23     1  0 0 0 0 0 1 1 1     1  0 0 0 1 0 0 1 0     4  0 0 1 1 1 2 1 1
2004 10 24     6  1 1 0 1 2 2 3 2     5  0 0 0 0 1 3 3 2     9  2 0 0 1 2 3 4 2
2004 10 25     9  2 2 3 3 3 2 1 1    15  1 2 3 5 4 2 2 1    13  2 3 3 4 3 2 2 1
2004 10 26     0  1 0 0 0 0 0 0 0     0  0 1 0 0 0 0 0 0     3  1 0 0 0 1 1 1 0
2004 10 27     2  0 0 0 0 2 1 1 1     2  0 0 0 1 1 1 1 0     3  0 0 0 1 1 2 1 2
2004 10 28     2  1 1 0 0 1 1 1 0     1  1 0 0 0 0 0 1 1     3  1 1 0 0 1 1 1 1
2004 10 29     6  0 0 0 2 3 2 3 1    16  0 0 1 5 5 2 3 1     7  0 0 1 3 3 2 3 1
2004 10 30    10  3 3 2 2 2 2 1 3    25  3 3 4 6 4 3 2 3    17  4 3 3 4 3 3 2 3
2004 10 31     7  2 2 0 2 3 2 2 2    18  2 1 1 5 5 4 1 2    10  3 2 1 2 3 2 2 3
2004 11 01     4  3 0 0 1 2 1 0 1     4  1 1 0 2 3 2 0 0     5  2 1 1 1 2 2 1 1
2004 11 02     2  1 0 0 1 1 1 1 1     5  0 0 0 3 2 2 2 1     4  1 0 0 2 1 2 2 1
2004 11 03     7  0 1 1 2 1 2 3 3    10  0 0 0 5 2 1 2 3    10  0 0 0 3 2 3 3 4
2004 11 04     5  1 2 1 1 1 1 1 3     9  2 2 4 3 1 2 0 1     7  1 2 2 1 1 3 2 2
2004 11 05     1  2 0 0 0 0 0 1 0     1  2 0 0 0 0 0 1 0     4  3 1 0 0 1 1 1 0
2004 11 06     4  0 2 1 0 1 1 3 1     0  0 0 0 0 0 0 0 0     3  0 0 0 0 1 1 1 1
2004 11 07    19  1 2 2 3 3 4 4 5    -1 -1-1-1-1-1-1-1-1    39  1 2 1 3 3 5 6 7
2004 11 08   116  9 8 7 6 3 2 3 4   114  6 7 7 9 6 3 4 4   189  9 9 9 8 6 3 4 5
2004 11 09    47  6 4 4 4 4 4 6 6   188  4 6 7 9 8 8 8 7   120  6 6 5 7 6 7 8 7
2004 11 10   101  7 7 8 7 6 4 4 3   122  6 6 8 8 7 7 5 2   181  8 8 9 9 7 6 5 4
2004 11 11    22  4 4 4 3 2 4 3 4    -1  3 5 5 5 4 4 4-1    23  4 5 4 4 2 3 2 4
2004 11 12    23  4 5 4 4 4 2 2 3    -1 -1-1-1-1-1 4 3 4    30  5 5 4 5 4 3 3 4
2004 11 13     7  2 2 3 1 2 2 1 1    12  2 2 3 4 3 3 2 1     8  2 2 4 2 2 2 1 1
2004 11 14     7  4 2 2 1 1 1 1 1     8  3 2 2 2 3 2 2 0     9  4 2 2 2 2 2 2 1
2004 11 15     2  0 0 1 0 1 1 2 0     0  0 0 0 0 0 0 0 0     3  0 0 1 0 1 1 1 0
2004 11 16     5  0 0 3 2 2 2 1 1    14  0 0 4 4 4 4 2 1     8  0 1 3 3 2 2 2 2
2004 11 17     7  1 1 3 2 1 0 2 3     9  1 1 4 4 2 0 1 0     6  1 1 3 2 1 1 1 1
2004 11 18     4  2 1 0 0 1 3 2 0     0  0 0 1 0 0 0 1 0     3  0 0 0 1 1 1 1 1
2004 11 19     3  0 2 1 0 0 1 2 1     1  0 0 0 0 0 1 1 1     4  0 2 0 0 1 2 2 2
2004 11 20    12  3 3 2 3 3 3 2 2    38  2 4 3 7 6 3 3 2    18  3 4 3 4 4 3 3 3
2004 11 21     9  2 1 2 2 3 2 3 2    32  2 1 3 6 6 5 2 3    16  2 1 3 5 4 3 2 2
2004 11 22     6  1 3 3 1 1 1 1 1     9  1 3 3 4 1 1 2 0    10  1 4 4 3 1 2 2 1
2004 11 23     4  2 1 0 1 1 2 1 2     5  1 1 2 0 0 3 1 2     5  2 1 1 1 1 2 1 2
2004 11 24     7  2 2 1 3 2 2 2 2    14  2 2 1 5 4 1 1 1     6  2 1 1 3 2 2 1 2
2004 11 25    19  4 4 3 3 3 4 2 3    33  5 5 4 5 5 4 2 2    20  4 5 3 4 4 3 2 2
2004 11 26    16  3 4 4 4 2 2 2 3    19  2 2 5 5 3 3 2 2    13  3 3 4 3 2 2 2 3
2004 11 27    10  2 2 3 2 3 3 2 2    28  2 1 5 5 5 5 3 1    10  1 2 3 2 3 3 3 2
2004 11 28    16  3 3 5 2 2 2 3 3    23  2 3 6 3 4 4 2 2    14  3 3 5 2 2 3 2 2
2004 11 29    20  3 3 3 4 3 4 3 4    16  2 2 3 3 4 4 3 3    15  3 3 3 3 3 3 3 4
2004 11 30    16  3 4 3 2 3 3 3 3    24  3 3 3 5 4 4 4 3    15  3 4 3 2 3 3 3 3
2004 12 01    11  1 3 4 2 2 2 2 3    13  2 2 4 4 3 2 2 2    13  1 3 5 2 1 2 1 2
2004 12 02     4  1 1 2 0 1 2 2 1     3  1 0 2 0 1 2 1 0     4  1 1 2 0 1 2 1 1
2004 12 03     1  0 0 0 0 1 0 1 0     1  0 0 0 0 0 0 1 1     3  0 1 1 0 1 1 1 1
2004 12 04     0  0 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 0
2004 12 05     7  0 1 4 2 1 2 1 1     2  0 0 2 1 0 1 1 0     8  0 1 4 2 1 2 2 1
2004 12 06    11  2 2 3 3 2 3 2 3    35  1 2 6 5 4 6 4 2    19  1 3 4 4 4 4 4 3
2004 12 07     9  2 3 2 2 2 2 3 1    25  3 3 3 5 5 4 4 2    15  2 5 2 3 3 3 3 2
2004 12 08     9  3 3 3 1 2 1 1 2    18  1 2 4 4 5 3 2 2    10  3 2 3 2 2 2 3 2
2004 12 09     7  3 0 1 3 2 1 2 1    13  2 1 1 5 4 2 2 1     8  2 1 1 4 2 2 2 1
2004 12 10     8  2 2 2 2 1 2 2 3    20  1 1 2 5 4 5 2 3    10  1 2 2 3 3 2 3 3
2004 12 11    11  1 0 3 2 3 3 2 4    23  1 0 3 3 6 4 4 3    15  1 1 3 2 4 3 4 4
2004 12 12    24  5 4 4 4 2 4 3 3    48  4 3 5 6 5 7 3 2    36  5 4 5 5 4 5 3 3
2004 12 13     8  3 3 3 1 2 1 1 1     7  3 3 3 2 1 1 0 0    11  4 3 3 1 1 2 1 1
2004 12 14     4  0 1 1 2 2 1 1 1    13  0 1 3 4 5 1 1 1     7  0 1 2 3 2 1 2 2
2004 12 15     3  1 1 2 0 1 1 1 1     6  1 1 3 1 1 3 1 1     6  1 1 2 1 1 2 2 2
2004 12 16     8  1 3 1 0 2 1 3 3    12  1 1 1 1 5 3 2 3    10  1 3 2 1 2 2 4 3
2004 12 17     9  3 2 2 2 2 2 2 3    29  3 5 5 4 4 5 2 3    15  3 4 4 3 2 3 2 3
2004 12 18     8  3 3 2 2 2 2 1 0    22  3 2 2 5 6 2 2 1    12  4 4 2 2 3 2 1 1
2004 12 19     1  1 0 0 0 0 0 1 1     2  1 0 1 2 0 0 0 0     4  1 0 1 1 1 2 1 1
2004 12 20     2  1 1 0 1 1 0 0 0     2  2 0 0 1 1 0 0 1     4  2 0 1 1 1 1 1 1
2004 12 21     6  1 0 2 3 2 1 1 2    18  2 0 1 6 3 4 2 2    12  2 1 3 5 2 3 2 2
2004 12 22    12  2 4 3 4 2 2 1 1    29  2 3 5 6 5 3 2 3    19  3 4 4 5 3 3 2 2
2004 12 23     5  1 2 1 1 1 2 2 1     8  3 1 0 3 2 3 1 1     6  1 2 1 1 1 2 2 2
2004 12 24     2  1 0 0 0 1 1 0 1     3  1 0 0 2 1 2 1 0     4  0 0 0 1 1 2 1 1
2004 12 25     6  2 3 2 1 1 1 1 1     8  2 3 3 3 1 1 1 1    12  3 4 4 2 1 1 2 2
2004 12 26     9  3 2 2 2 1 3 2 2    13  1 3 1 4 4 3 2 2    10  3 3 2 2 2 3 2 2
2004 12 27     6  1 2 2 1 1 1 3 2     7  1 1 3 0 0 1 3 3     7  1 1 3 1 1 1 3 2
2004 12 28    12  2 1 1 2 2 3 4 4    33  2 1 6 5 4 4 4 5    16  3 2 2 3 2 3 4 4
2004 12 29    16  3 3 2 2 4 5 1 2    29  3 4 4 6 5 4 2 1    18  4 4 3 4 4 2 2 2
2004 12 30    12  2 3 4 2 3 3 1 2    30  2 3 4 5 5 6 2 2    15  2 3 4 3 3 4 2 3
2004 12 31     5  2 1 2 2 2 1 1 1     6  1 1 2 3 3 1 1 0     8  3 1 3 2 3 2 1 1
