:Product: Daily Geomagnetic Data     1997_DGD.txt
:Created: 1900 UT 17 Dec 1998
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                        1997 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
1997 01 01     4  1 1 1 1 1 1 1 2     *  * * * * * * * *     2  1 1 0 0 0 1 1 2
1997 08 11    10  2 4 2 2 2 2 2 2     5  2 1 0 4 1 0 0 0     9  2 4 2 2 3 2 2 2
1997 08 12     7  1 1 1 2 2 1 3 3    -1 -1 0 1 3 0 0 0 1     5  1 1 1 2 1 2 2 3
1997 08 13    17  3 3 4 4 3 2 3 3     3  2 1 1 1 2 1 1 0    12  3 2 4 3 1 2 2 3
1997 08 14    18  3 5 4 2 2 2 3 3     9  2 4 4 1 0 2 1 0    17  3 5 5 2 1 2 2 3
1997 08 15     8  1 2 3 3 2 2 1 1     4  2 1 2 0 1 1 1 1     8  1 2 3 3 2 2 2 1
1997 08 16     8  3 2 3 2 2 2 1 1     6  1 1 4 3 0 0 0 0     9  3 3 3 3 2 1 2 1
1997 08 17    10  2 1 2 3 3 3 2 2     4  2 0 1 1 2 2 1 2     9  2 1 2 3 3 3 3 2
1997 08 18     8  2 2 2 2 2 3 2 1     6  1 0 1 1 4 2 1 1     6  1 1 2 2 2 3 2 2
1997 08 19     5  2 2 1 1 2 1 1 1     0  1 0 0 0 0 0 0 0     5  2 2 0 1 2 2 2 1
1997 08 20     5  1 2 2 1 1 1 2 2     3  0 2 1 2 1 0 1 2     5  1 2 2 1 2 1 2 2
1997 08 21     9  2 4 1 2 2 1 2 2    -1  2 3 0 5-1 0-1 1     9  3 4 0 2 2 2 2 3
1997 08 22     8  3 3 1 1 3 2 1 1     4  1 1 1 2 3 2 0 0     7  3 3 1 1 2 2 2 2
1997 08 23     4  2 1 0 0 1 1 2 2     0  0 0 0 0 1 0 0 0     4  1 1 0 0 1 2 1 2
1997 08 24     8  3 2 1 2 2 1 3 2     2  0 1 0 1 1 0 2 0     6  2 1 1 2 2 1 2 3
1997 08 25     4  2 2 1 1 0 0 1 1     0  1 0 1 0 0 0 0 0     4  2 1 1 2 0 1 2 1
1997 08 26     3  1 0 1 1 1 1 1 1     0  0 0 0 0 0 0 0 0     3  0 0 1 0 1 2 1 1
1997 08 27     4  1 1 2 1 1 1 1 2     0  0 0 1 0 0 0 0 0     5  0 1 3 1 1 2 1 2
1997 08 28    16  2 4 5 2 1 2 3 3    12  2 4 5 1 0 2 1 1    16  2 4 5 3 2 2 3 3
1997 08 29    15  1 3 3 4 3 3 3 3    20  1 1 3 6 4 4 2 1    15  1 3 3 5 3 3 3 3
1997 08 30    12  2 3 2 3 3 3 2 3     6  1 2 0 3 4 0 1 0    11  2 3 2 3 3 2 3 3
1997 08 31     5  1 2 1 2 2 1 2 1     0  1 0 0 1 0 0 0 0     4  1 1 1 1 1 1 1 1
1997 09 01     6  2 2 2 2 1 1 1 2     0  0 0 0 1 0 0 0 0     4  2 2 2 1 1 1 1 1
1997 09 02     5  2 2 1 1 1 0 1 3    -1  0 0-1 0 0 0 0 1     5  1 2 0 0 1 2 2 3
1997 09 03    18  3 2 3 3 3 3 3 5    12  1 0 4 1 4 1 2 4    19  3 2 3 3 3 3 4 5
1997 09 04    18  5 4 4 2 2 2 3 2    12  4 3 4 4 0 1 0 1    19  5 4 4 3 3 3 3 2
1997 09 05     6  1 2 1 1 2 2 2 2    -1  1 0 0-1 0 2 0 0     5  1 1 1 1 2 2 2 2
1997 09 06     8  1 3 2 2 3 2 2 1     4  1 2 0 3 2 0 0 0     7  1 3 1 3 3 1 1 1
1997 09 07     4  0 1 1 1 2 2 1 1     1  0 0 0 2 1 0 0 0     3  0 0 0 1 2 1 1 1
1997 09 08    12  1 0 1 1 4 3 4 3     6  0 0 0 1 4 2 3 0     9  0 0 0 1 3 2 4 3
1997 09 09    19  2 3 5 3 3 2 3 4    -1  1 2 4 3 4 3-1-1    19  2 3 4 5 3 3 3 3
1997 09 10    17  3 2 3 3 4 3 3 4    -1  1 2 4 3 4 3-1-1    19  3 2 3 3 3 3 3 3
1997 09 11     9  3 1 2 2 2 2 2 3    -1 -1-1-1-1-1-1-1 0     9  3 1 1 3 3 2 2 3
1997 09 12    13  4 3 3 3 2 2 2 2    10  3 0 4 3 2 3 1 0    15  4 3 3 3 4 2 3 2
1997 09 13     9  3 2 3 1 2 2 2 2     9  3 1 3 3 1 2 1 2    10  3 3 3 2 2 2 2 3
1997 09 14    13  2 3 3 4 3 3 2 1    15  2 1 4 4 5 2 0 1    12  3 3 3 4 3 2 2 2
1997 09 15    12  4 3 3 3 2 2 1 2    -1 -1-1-1-1-1-1-1-1    16  3 3 3 4 3 3 2 2
1997 09 16     7  2 3 3 1 1 1 1 1    -1 -1-1-1-1-1-1-1-1     9  2 3 3 1 2 2 2 2
1997 09 17     8  1 2 1 1 2 2 3 3     5  1 0 1 2 3 2 1 2     8  0 1 2 2 2 3 3 3
1997 09 18    14  4 4 3 2 3 2 2 2    16  4 4 3 3 4 2 1 2    17  4 5 4 3 3 3 2 2
1997 09 19     2  1 0 1 1 0 1 1 1     0  0 0 1 0 0 0 1 0     3  1 0 0 1 1 1 2 1
1997 09 20     7  1 1 3 3 2 1 1 1    -1  1 0 4 4 1-1 0 0     7  2 2 3 3 2 0 1 1
1997 09 21    12  1 1 3 2 1 2 4 4    10  0 0 3 3 0 4 3 3    15  1 1 3 3 2 3 4 4
1997 09 22    10  4 4 2 1 1 1 2 1     0  1 1 0 0 0 0 0 0     8  4 4 2 0 1 1 1 1
1997 09 23     5  1 1 1 1 2 1 2 2     0  1 0 0 0 0 0 1 0     4  1 1 1 0 1 2 1 2
1997 09 24     5  2 1 1 1 2 1 2 2     0  0 0 0 2 0 0 0 0     4  1 1 1 2 1 1 1 1
1997 09 25     3  0 1 1 0 2 1 2 1     0  0 0 0 0 1 0 0 0     3  0 0 0 0 1 2 2 2
1997 09 26     4  0 0 1 1 2 1 2 2     1  0 0 1 2 0 0 0 0     4  0 0 1 2 2 2 1 1
1997 09 27    11  3 1 3 2 2 3 2 3    13  0 0 5 2 3 4 1 2    13  3 1 3 3 2 4 3 3
1997 09 28    13  3 4 4 2 2 2 2 1    -1 -1-1 3 4 2 2 0 0    14  2 4 5 3 3 3 2 1
1997 09 29     9  2 2 4 2 1 1 2 2     2  0 0 3 1 0 0 1 0     9  2 3 4 3 1 2 1 1
1997 09 30     9  1 3 2 2 2 2 3 2     3  1 1 2 2 0 1 1 1     7  1 3 2 2 2 2 3 2
1997 10 01    32  4 3 5 5 5 5 3 2    67  2 3 6 7 8 5 2 0    41  3 4 5 6 5 6 3 2
1997 10 02     6  2 2 1 1 2 1 1 3     1  2 0 0 0 0 0 0 2     4  1 1 1 0 2 1 0 3
1997 10 03     7  2 2 2 2 2 2 2 1     8  1 2 3 4 2 1 1 0     7  0 2 2 3 2 2 2 1
1997 10 04     4  2 1 0 1 2 2 1 1     2  0 0 0 2 3 0 0 0     4  1 0 0 1 2 1 1 1
1997 10 05     2  1 1 0 0 0 1 1 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 1 1 0
1997 10 06     3  1 0 0 1 0 1 2 2     0  0 0 0 0 0 1 1 0     3  0 0 0 0 0 1 2 2
1997 10 07     8  2 2 2 1 2 2 2 3     9  1 0 2 3 4 3 1 1     7  1 1 2 2 2 2 2 3
1997 10 08    12  1 1 3 2 4 3 2 3    14  0 0 4 5 4 1 1 2    14  0 1 4 3 4 3 2 3
1997 10 09    19  4 4 4 2 3 3 3 3    17  2 3 5 5 2 2 1 1    19  4 4 5 5 4 2 3 2
1997 10 10    25  3 3 4 3 2 3 4 6    13  2 3 3 4 0 2 3 3    27  2 4 5 3 3 3 4 6
1997 10 11    22  6 5 4 2 1 1 1 2     8  3 3 4 2 0 0 0 0    26  6 6 4 2 1 2 1 1
1997 10 12     6  1 3 2 2 2 1 1 1     8  0 1 2 5 1 1 0 0     7  1 3 2 2 2 2 2 2
1997 10 13     9  2 2 2 4 2 1 1 2     4  2 1 2 3 2 1 0 0     7  2 2 2 4 1 1 1 1
1997 10 14     5  0 2 2 2 2 2 1 1     2  0 0 2 2 2 0 0 0     5  0 1 2 2 2 2 1 1
1997 10 15     5  0 0 0 1 1 2 2 1    -1  0 0 0 3-1 2 0 0     4  1 0 0 1 1 2 2 1
1997 10 16     6  1 2 2 1 1 2 2 2     1  0 0 1 0 0 0 1 1     3  1 0 2 1 1 1 1 1
1997 10 17     6  1 0 2 2 2 2 2 2     3  0 0 1 2 3 1 0 0     5  0 0 1 2 3 2 2 2
1997 10 18     3  1 2 2 1 1 1 0 0     0  0 0 1 1 0 0 0 0     3  1 1 2 1 0 1 0 0
1997 10 19     4  1 1 1 1 1 1 1 2     1  0 0 0 2 1 0 0 0     3  0 1 1 1 1 1 1 1
1997 10 20     5  2 1 3 1 1 1 1 1     2  0 0 3 0 1 0 0 0     6  2 1 3 1 1 2 1 1
1997 10 21     3  1 1 1 1 1 1 1 1     2  0 0 2 3 0 0 0 0     4  1 0 1 2 2 2 1 1
1997 10 22     7  3 3 1 1 1 1 2 2     0  0 0 0 0 0 0 0 0     5  2 2 1 1 2 2 2 2
1997 10 23     6  0 1 2 2 1 2 2 3     3  0 0 1 0 0 1 1 3     6  0 0 1 2 2 2 2 3
1997 10 24    18  2 3 3 4 4 3 2 4    14  1 2 4 5 3 1 1 2    25  2 3 3 5 6 3 2 3
1997 10 25    14  4 4 2 3 2 2 2 3    14  3 3 2 4 4 3 1 1    19  5 5 2 4 3 3 2 3
1997 10 26    15  4 3 1 1 3 3 3 4    12  3 1 0 0 4 5 2 1    14  4 3 0 1 3 4 3 4
1997 10 27    15  5 3 3 2 1 1 3 3     9  3 3 4 0 0 2 2 2    15  4 4 4 2 1 2 3 3
1997 10 28    11  3 3 2 2 2 2 3 3    -1  3 1 2 3-1 2 1 1    13  4 3 2 3 3 3 3 3
1997 10 29     8  3 2 3 2 1 1 1 2     9  1 2 5 3 0 1 0 1    10  3 3 4 3 2 2 2 2
1997 10 30     5  1 0 2 2 2 1 2 2     8  0 0 2 5 1 1 0 1    10  2 0 3 4 3 2 2 3
1997 10 31     5  2 2 1 0 1 1 1 1     0  0 0 0 0 0 1 0 0     4  2 1 1 0 1 2 1 1
1997 11 01     9  1 4 3 2 2 1 2 1     1  0 2 0 0 0 0 1 1     8  0 4 3 2 1 2 2 1
1997 11 02     2  0 1 0 0 0 1 1 1     0  0 0 0 0 0 0 0 0     3  1 0 0 0 1 2 2 0
1997 11 03     3  1 0 0 0 1 1 2 2     0  0 0 0 1 0 0 0 0     3  0 0 0 0 1 2 2 2
1997 11 04     7  1 2 3 1 2 2 2 2    12  1 1 3 4 5 1 1 0     9  1 3 3 2 3 3 1 2
1997 11 05     8  0 2 1 3 4 2 1 1    11  0 0 2 4 5 2 0 0     9  0 1 2 4 4 3 1 0
1997 11 06    13  1 3 2 2 2 2 2 5     7  0 3 2 1 3 3 0 2    12  0 3 3 2 2 3 3 4
1997 11 07    28  5 6 5 2 2 3 3 2    39  5 7 5 4 4 3 1 0    45  5 7 6 4 4 4 3 1
1997 11 08     6  1 2 1 1 2 3 2 1     2  0 1 0 0 1 2 1 0     4  0 1 0 1 1 2 2 1
1997 11 09    12  2 3 3 2 2 1 3 4     2  1 1 0 0 0 1 2 2     9  2 2 3 2 1 1 3 3
1997 11 10    13  4 3 4 2 2 2 1 2     9  2 3 3 2 4 0 0 1    10  3 3 4 2 2 3 1 1
1997 11 11     6  2 3 2 1 1 2 1 1    -1  0 0 3 3-1-1-1-1     6  1 3 2 2 2 2 1 1
1997 11 12     2  0 0 1 1 0 1 1 1     0  0 0 0 1 0 0 0 0     3  1 0 1 2 0 0 1 1
1997 11 13     5  1 1 1 2 1 1 2 2     2  0 0 0 1 2 1 1 0     4  0 1 1 2 1 2 2 1
1997 11 14     8  1 1 2 2 2 2 3 3     6  0 0 2 3 3 2 2 0    11  1 1 3 3 3 3 3 3
1997 11 15    10  3 3 2 1 2 2 2 3     6  0 2 3 2 3 2 1 0     7  2 3 2 2 2 2 3 2
1997 11 16     9  2 3 2 2 2 2 2 3     0  1 0 0 0 0 0 0 1     9  2 3 2 2 3 2 2 2
1997 11 17     9  3 3 2 1 1 1 2 3     3  2 1 2 0 0 1 1 1     7  3 3 2 1 1 2 2 2
1997 11 18    11  3 2 2 2 4 2 2 2    10  1 1 2 2 5 2 1 1     9  3 2 2 2 4 2 2 2
1997 11 19     4  1 1 1 1 1 2 1 1     1  0 0 0 2 0 0 0 0     3  0 0 0 1 1 2 1 1
1997 11 20     2  1 1 1 0 0 1 1 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 1 1 1 1
1997 11 21     2  0 0 0 0 0 1 1 2     1  0 0 0 1 0 0 0 0     2  0 0 0 0 0 0 1 1
1997 11 22    34  3 3 4 5 6 3 4 5    31  1 3 3 6 6 3 4 3    45  3 4 4 6 7 5 4 5
1997 11 23    52  6 6 5 5 4 2 2 3    25  3 4 4 5 5 2 3 3    60  6 7 5 6 5 3 4 3
1997 11 24     6  2 3 2 1 2 1 1 1     6  1 0 1 4 2 2 2 0     7  2 3 1 2 2 2 2 2
1997 11 25     3  1 1 1 1 1 1 1 1     0  0 0 0 0 0 0 0 0     3  1 0 0 0 1 1 1 1
1997 11 26     4  1 1 1 1 2 1 1 1     0  0 0 0 0 1 0 0 0     3  1 0 0 0 1 1 1 2
1997 11 27     2  1 1 0 0 1 0 1 0     0  0 0 0 0 0 0 0 0     2  0 1 0 0 1 1 2 0
1997 11 28     2  1 1 1 0 0 1 1 1     0  0 0 0 0 0 0 0 0     2  1 1 0 0 0 0 1 1
1997 11 29     1  0 0 0 0 0 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
1997 11 30     6  1 2 2 2 2 1 2 1     0  0 0 0 0 1 0 0 0     4  1 1 1 1 2 1 1 1
1997 12 01     3  0 1 1 0 2 1 1 2     0  0 0 0 0 1 0 0 0     3  0 0 0 0 1 1 1 2
1997 12 02     3  1 1 0 1 1 1 1 1     0  0 0 0 0 1 0 0 0     3  1 0 0 1 1 1 1 2
1997 12 03     6  2 1 2 1 2 2 1 2     7  0 0 2 5 0 1 0 0     6  2 0 2 2 3 2 1 2
1997 12 04     4  2 0 1 1 1 1 2 2     2  0 0 0 2 1 1 1 0     4  1 0 0 1 1 2 2 2
1997 12 05     7  1 2 2 2 2 2 2 2    12  0 0 5 3 4 1 1 1     8  1 2 3 2 2 3 2 3
1997 12 06     5  2 1 2 2 1 1 1 2     3  0 0 0 4 0 0 0 0     5  1 0 2 2 1 1 1 1
1997 12 07     3  1 0 0 0 2 2 0 1     0  0 0 0 2 0 0 0 0     3  0 0 0 1 1 1 1 0
1997 12 08     1  0 1 1 0 0 0 0 0    -1  0 0 0 0-1-1 0 0     2  0 0 0 0 1 2 1 0
1997 12 09     1  0 0 0 0 0 1 1 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 0 1 1 0
1997 12 10    15  0 3 2 4 4 3 3 3    23  0 3 4 6 4 3 2 3    15  0 3 3 4 4 4 2 3
1997 12 11    11  4 3 2 3 2 2 2 1    12  3 3 2 5 2 1 1 0    13  4 4 3 4 3 2 1 1
1997 12 12     2  1 1 1 0 0 1 0 0     0  0 0 0 0 0 0 0 0     2  1 1 0 0 0 1 1 0
1997 12 13     1  0 0 1 0 0 0 1 0    -1  0 0 1-1 0 0 0 0     2  0 0 0 0 1 1 1 0
1997 12 14     3  0 1 1 1 1 2 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
1997 12 15     2  1 0 0 1 1 2 1 0     1  0 0 0 2 0 2 0 0     3  0 0 0 1 1 2 1 0
1997 12 16     4  0 1 1 1 1 2 2 2    -1  0 0 0 1 4 0-1 0     3  0 0 0 0 2 1 1 2
1997 12 17     4  1 1 2 1 1 1 1 2     1  0 0 2 2 0 0 0 0     3  1 0 1 1 1 1 1 2
1997 12 18     6  2 3 2 2 1 1 1 1     4  0 4 1 0 0 0 1 1     6  1 4 2 0 0 1 1 1
1997 12 19     5  2 1 1 1 2 2 2 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 1 1 0
1997 12 20     3  1 0 1 1 1 1 1 1     2  0 0 1 1 2 0 0 0     2  0 0 1 1 1 1 1 1
1997 12 21     3  2 0 1 0 1 1 1 1     0  0 0 1 1 0 0 0 0     3  2 0 1 1 1 1 1 0
1997 12 22     2  0 0 1 1 1 1 1 1     0  0 0 0 2 0 0 0 0     2  0 0 0 1 1 1 1 1
1997 12 23     3  1 1 0 0 1 1 1 2     0  0 0 0 0 0 0 0 0     3  1 0 0 0 1 1 1 2
1997 12 24     4  2 2 1 0 1 1 1 1     1  0 1 1 0 1 0 0 0     3  2 2 1 0 1 1 1 0
1997 12 25     2  1 1 1 0 0 0 1 0     0  0 0 0 0 0 0 0 0     2  1 1 0 0 0 0 1 0
1997 12 26     2  1 0 0 0 1 0 1 1     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 1 0
1997 12 27     0  0 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 1 0
1997 12 28     1  0 0 1 0 0 0 1 1    -1  0-1 0 0 0 0 0 0     2  0 0 0 0 1 1 1 1
1997 12 29     2  1 2 0 0 0 0 1 1     0  0 0 0 0 0 0 0 0     3  0 1 0 0 0 1 1 2
1997 12 30    18  3 4 3 4 3 4 3 1    19  0 3 2 4 5 5 2 0    25  0 6 3 4 4 4 4 1
1997 12 31     3  1 1 1 1 1 1 0 1     2  2 0 1 2 0 0 1 0     4  1 1 1 1 2 1 1 0

