:Product: Daily Geomagnetic Data     2012_DGD.txt
:Issued: 1900 UTC 02 Jan 2013
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             2012 Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2012 08 10     4  0 1 1 2 2 1 2 1     1  0 2 0 0 0 0 0 0     4  1 2 1 1 1 1 1 1
2012 08 11     5  0 0 1 1 3 2 1 2     2  0 0 0 1 1 1 1 2     4  0 0 0 1 2 2 1 2
2012 08 12     7  1 1 2 1 2 2 2 3     5  1 2 2 1 2 1 1 1     7  2 2 2 1 2 2 2 3
2012 08 13     8  1 2 2 2 2 2 3 2    10  1 2 2 4 1 3 3 1     9  1 2 2 2 2 3 3 2
2012 08 14     7  2 2 1 2 3 1 2 2     9  2 2 3 3 2 3 1 1     7  2 3 2 2 2 1 1 2
2012 08 15     7  2 1 1 2 3 2 2 2     8  2 1 2 3 3 2 1 1     6  2 1 1 1 1 2 2 2
2012 08 16    10  2 2 2 2 3 3 3 2    21  3 2 3 1 5 5 4 1    11  2 2 2 2 3 3 3 3
2012 08 17    11  4 3 3 2 3 1 2 0    14  3 4 2 5 2 1 1 1    10  4 3 2 1 2 2 1 1
2012 08 18    11  0 3 2 2 2 2 4 3    18  0 3 3 5 5 1 2 2    11  1 2 2 2 2 2 4 3
2012 08 19    10  2 2 2 3 3 2 1 3    21  2 2 1 6 5 2 2 2    12  2 2 2 3 3 2 2 4
2012 08 20    11  3 3 3 2 3 2 2 2    27  3 4 4 5 6 3 1 1    12  3 3 3 2 3 2 2 2
2012 08 21     7  2 1 1 2 2 3 2 2    13  2 1 1 5 4 2 1 2     7  2 1 1 2 2 2 1 3
2012 08 22     6  1 2 1 2 3 1 1 1     8  2 1 2 2 4 1 1 1     6  1 2 2 1 2 1 1 2
2012 08 23    11  3 2 3 3 3 2 2 1    27  2 4 5 5 5 4 2 1    10  3 2 3 2 3 2 3 1
2012 08 24     9  2 3 1 3 3 2 2 1    16  2 1 4 4 5 1 2 1     9  2 3 2 2 2 2 2 2
2012 08 25    10  2 2 3 3 3 2 2 2    20  2 3 6 4 3 2 2 1    10  2 2 3 2 2 2 2 3
2012 08 26    10  1 2 2 3 3 2 3 2    16  1 2 1 3 6 2 2 2    11  1 2 2 2 4 3 3 2
2012 08 27     7  1 3 2 1 2 2 1 2     4  2 2 2 2 0 0 1 1     7  2 3 2 1 1 1 1 2
2012 08 28     3  1 0 0 2 2 1 1 0     1  1 0 0 1 1 0 0 0     4  1 1 0 1 1 1 1 1
2012 08 29     5  0 2 1 2 3 0 1 1     1  0 1 0 1 0 1 0 0     4  1 2 1 1 1 1 1 1
2012 08 30     4  0 0 1 1 3 1 1 1     1  0 0 0 0 0 0 1 1     4  1 1 1 1 1 1 1 1
2012 08 31     3  0 0 1 1 2 1 2 0     0  0 0 0 0 1 0 0-1     3  0 0 1 1 1 1 1 1
2012 09 01     8  1 2 3 2 3 2 2 1     7 -1-1 2-1-1 1 3 1     7  1 2 2 2 2 2 1 2
2012 09 02    14  3 2 3 3 3 2 2 4    48  2 5 6 5 5 6 5 4    12  2 3 3 2 2 3 3 4
2012 09 03    23  3 2 4 3 5 4 3 4    52  3 4 7 4 6 5 5 4    32  3 4 4 3 6 4 4 5
2012 09 04    14  3 3 4 2 3 2 2 3    39  4 3 6 6 5 4 4 2    13  3 3 4 2 2 2 2 3
2012 09 05    24  5 5 4 4 2 3 3 2    49  5 7 6 5 4 4 3 2    28  6 5 4 3 2 2 3 2
2012 09 06    12  4 3 1 2 2 3 3 1     8  4 3 1 1 0 2 2 1    11  4 3 1 1 1 3 3 1
2012 09 07     8  1 2 3 2 2 2 2 2    25  2 2 4 5 4 5 4 2     9  2 3 2 2 2 2 3 3
2012 09 08     7  2 2 2 2 2 2 2 2    19  2 2 3 4 5 3 3 3     8  2 2 2 2 2 2 2 2
2012 09 09     6  1 0 2 2 3 1 2 1     6  2 2 3 2 1 2 1 0     5  1 1 2 1 2 1 1 1
2012 09 10     4  1 1 2 1 2 2 1 0     2  1 0 2 1 1 0 0 0     4  1 1 1 1 2 2 1 0
2012 09 11     3  0 0 1 1 2 1 1 1     0  0 0 0 1 0 0 0 0     3  1 0 0 1 1 1 0 0
2012 09 12     5  1 1 1 2 2 1 2 2    15  1 1 1 6 3 2 1 1     6  1 1 1 2 2 1 1 2
2012 09 13     6  2 2 1 1 2 2-1 2     5  2 2 1 1 1 2 2 0     6  3 2 1 0 1 2 2 1
2012 09 14     5  1 1 1 1 2 1 2 2     4  1 1 1 1 1 2 1 1     5  1 1 0 1 2 2 1 3
2012 09 15     5  2 2 1 1 2 1 1 2     5  2 1 2 3 0 1 1 1     6  2 2 2 1 1 2 1 2
2012 09 16     7  2 2 1 2 2 1 3 2     4  0 1 1 3 0 0 2 1     7  2 2 1 2 2 1 3 2
2012 09 17     6  2 2 1 2 2 2 2 1     4  1 1 0 3 1 0 1 1     6  2 1 1 1 2 1 1 2
2012 09 18     7  2 2 2 2 3 2 1 1    15  1 1 2 5 4 3 2 2     8  2 3 2 3 2 2 1 1
2012 09 19    13  2 3 1 2 3 3 4 3    16  2 2 1 2 5 4 3 3    14  1 3 1 2 2 3 4 4
2012 09 20    10  3 2 3 2 3 2 2 2    20  3 2 3 5 5 3 2 2     9  3 2 3 2 2 2 2 2
2012 09 21     5  1 1 1 1 3 2 1 1    13  2 1 1 5 3 3 2 1     5  1 1 1 1 2 2 1 1
2012 09 22     3  1 1 1 1 1 1 1 1    12  1 2 3 5 3 1 1 1     4  1 1 1 2 1 0 0 1
2012 09 23     1  0 0 0 0 1 1 1 0     1  1 1 1 0 0 0 0 0     2  0 0 0 0 1 1 0 0
2012 09 24     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 1
2012 09 25     2  1 1 0 1 1 1 0 0     0  0 0 0 0 1 0 0 0     2  1 0 0 1 1 1 0 0
2012 09 26     6  1 1 1 1 2 1 3 2     2  0 0 0 0 1 0 2 2     6  1 1 1 1 2 1 3 2
2012 09 27     3  1 2 0 1 2 1 0 0     2  2 1 0 0 0 0 0 1     5  2 2 1 1 1 1 1 1
2012 09 28     2  0 0 0 1 1 1 1 0     0  0 0 0 0 0 0 0 0     2  1 0 0 1 1 1 0 0
2012 09 29     4  0 1 1 2 2 1 1 1     0  0 0 0 1 0 0 0 0     4  0 1 1 2 1 1 1 1
2012 09 30     9  1 1 1 3 3 2 2 3    13  1 0 0 1 3 5 2 4    10  1 1 1 3 3 3 2 4
2012 10 01    21  5 5 4 2 3 2 2 2    23  5 5 5 4 2 1 1 0    31  7 6 4 2 2 1 2 2
2012 10 02     5  2 0 0 1 3 2 1 2    11  1 0 0 5 4 1 1 2     5  2 0 1 2 2 2 2 2
2012 10 03     5  2 2 1 1 2 2 1 0     2  2 0 1 2 0 0 0 0     5  3 2 2 1 1 1 1 0
2012 10 04     3  1 0 1 1 1 2 1 0     2  0 0 1 3 0 0 0 0     3  0 0 1 1 1 1 0 0
2012 10 05     3  0 0 0 1 2 2 1 2     3  0 0 0 2 1 2 1 1     4  0 0 0 1 1 2 1 2
2012 10 06     5  2 1 1 2 2 2 1 1    14  1 1 1 4 5 3 1 2     6  2 1 1 2 2 2 1 2
2012 10 07     4  0 2 1 2 1 1 1 2     6  1 1 2 4 0 0 1 1     5  1 2 1 2 1 1 1 2
2012 10 08    21  2 3 5 5 3 2 3 3    66  2 4 8 7 5 3 4 4    35  3 4 6 6 4 2 4 4
2012 10 09    32  6 5 5 4 2 2 3 4    54  4 5 7 7 4 2 3 4    42  6 6 5 4 2 2 3 5
2012 10 10     6  2 1 2 2 2 1 2 1    22  4 2 3 5 5 3 2 2    10  3 2 2 2 2 2 3 2
2012 10 11     5  2-1-1-1 2 2 1 1     7  2 1 1 3 3 2 1 1     6  2 1 1 2 2 2 1 2
2012 10 12    12  3 4 3 1 2 2 3 1    18  3 3 3 4 5 3 2 1    12  3 4 3 2 2 3 3 1
2012 10 13    28  3 4 5 5 4 4 3 3    70  2 5 6 7 7 6 5 3    38  3 4 5 5 5 5 5 3
2012 10 14    20  5 3 3 4 3 2 3 3    33  4 4 5 6 5 2 3 3    19  5 3 3 4 3 2 3 3
2012 10 15     7  3 2 2 2 2 1 2 1    12  3 2 3 4 3 1 2 1     8  3 2 2 2 2 1 2 1
2012 10 16     5  1 1 2 1 2 2 1 1    14  2 1 4 4 4 3 1 1     5  1 1 2 1 2 1 1 1
2012 10 17     6  2 1 3 1 2 1 1 2     7  1 3 3 1 2 1 0 2     7  2 2 2 1 2 1 0 2
2012 10 18     4  2 1 0 1 2 2 1 1     3  1 1 0 3 0 1 1 0     5  2 1 0 1 1 2 1 1
2012 10 19     3  2 0 0 1 2 1 1 0     1  1 1 0 0 0 0 0 0     4  2 1 0 1 1 1 1 0
2012 10 20     3  0 0 0 1 2 1 2 1     0  0 0 0 0 0 0 0 0     3  0 0 0 1 1 1 1 0
2012 10 21     2  0 0 0 1 2 1 1 0     0  0 0 0 0 0 0 0 0     3  0 0 1 1 1 1 1 0
2012 10 22     2  1 0 0 0 1 1 2 1     0  0 0 0 0 0 0 0 1     3  1 0 0 1 0 1 1 0
2012 10 23     9  2 3 2 1 3 2 2 2    13  1 2 2 5 3 2 2 2     7  2 2 2 2 2 2 2 2
2012 10 24     3  1 2 1 1 1 1 0 0     5  1 1 2 3 2 1 0 0     4  1 2 1 1 1 1 0 0
2012 10 25     3  1 1 1 1 2 1 0 1     2  0 0 1 3 0 0 0 0     4  1 1 1 1 1 1 1 1
2012 10 26     4  0 0 2 1 2 2 1 1     2  0 0 2 1 0 2 0 0     4  0 0 2 1 1 2 1 1
2012 10 27     3  1 1 1 1 1 0 1 1     3  1 0 2 2 0 1 0 0     4  1 1 1 1 1 1 0 1
2012 10 28     3  0 0 2 1 2 1 1 0     5  0 0 2 3 3 1 0 0     3  0 0 2 1 1 1 1 0
2012 10 29     2  0 0 2 0 2 1 0 0     1  0 0 2 1 0 0 0 0     3  0 1 1 1 0 0 0 1
2012 10 30     1  1 0 0 0 1 1 0 0     1  0 0 1 0 1 0 0 0     2  1 0 0 0 1 0 0 0
2012 10 31     5  0 0 0 1 2 3 2 2     2  0 0 0 0 1 2 1 1     5  0 0 0 0 1 3 2 2
2012 11 01    17  3 3 3 4 3 4 3 2    48  2 2 3 6 6 7 4 4    17  3 2 3 4 3 4 3 3
2012 11 02     5  2 2 1 2 1 1 1 1     3  2 2 0 0 0 1 0 1     5  2 2 1 1 1 1 1 1
2012 11 03     2  0 0 0 0 2 1 1 0     1  0 0 0 0 1 2 0 0     3  0 0 0 0 1 1 1 0
2012 11 04     1  0 0 0 0 2 1 0 0     2  0 1 1 1 2 0 0 0     2  0 1 1 0 1 0 0 0
2012 11 05     2  0 0 1 1 2 1 1 0     2  0 0 1 1 1 2 0 0     2  0 0 1 0 1 1 1 0
2012 11 06     4  0 0 1 1 2 2 1 2     7  0 0 1 3 3 3 1 1     4  0 0 1 1 1 2 1 1
2012 11 07    10  2 3 1 2 3 2 3 2    10  0 1 1 1 4 3 3 3    10  2 3 1 1 2 3 4 2
2012 11 08     2  0 0 0 1 2 1 1 1     2  1 0 0 2 1 0 0 0     3  1 0 0 1 1 1 0 1
2012 11 09     1  0 0 0 0 1 1 1 0     0  0 0 0 0 1 0 0 0     2  0 0 0 0 1 1 0 0
2012 11 10     1  0 0 0 0 1 0 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 0 1 2
2012 11 11     2  1 1 0 1 2 0 0 1     2  0 0 0 1 2 1 0 0     3  1 1 0 1 1 1 0 1
2012 11 12     4  1 0 0 0 1 1 2 3     1  0 0 0 0 0 0 1 2     5  1 0 0 0 0 2 2 3
2012 11 13    10  3 3 2 2 2 3 2 2    13  3 2 2 2 4 4 2 2    15  4 3 2 3 3 4 3 3
2012 11 14    21  5 5 4 3 3 2 1 2    44  3 5 7 5 6 3 1 1    33  6 6 5 4 4 2 1 1
2012 11 15     3  1 1 0 1 1 1 1 1     1  0 0 0 2 0 0 0 0     3  1 1 0 1 0 0 1 1
2012 11 16     5  1 2 1 1 2 1 2 1     3  0 0 1 2 2 1 1 1     5  1 2 1 1 1 2 2 1
2012 11 17     7  1 3 1 2 2 1 2 2     5  1 1 1 1 3 2 2 0     7  1 2 1 2 2 2 3 1
2012 11 18     4  1 2 1 2 1 1 1 1     5  1 2 1 3 2 1 0 0     5  1 2 2 2 1 1 0 1
2012 11 19     3  1 0 2 1 2 1 1 0     8  2 0 3 3 3 3 0 0     4  1 0 2 1 2 2 0 1
2012 11 20    10  2 2 2 3 2 2 3 3    28  1 2 4 5 5 5 4 3    11  2 2 2 2 2 2 4 3
2012 11 21     7  3 2 3 2 1 1 1 1    14  2 2 5 4 2 1 1 2     7  3 2 2 2 1 1 1 1
2012 11 22     1  1 0 0 0 0 1 0 1     1  1 1 0 0 1 0 0 0     2  1 1 0 0 1 0 0 1
2012 11 23     6  0 1 1 1 1 1 1 4     5  0 0 1 3 2 0 0 3     7  0 1 1 1 0 0 1 4
2012 11 24    11  3 3 3 2 3 2 2 2    26  3 4 6 5 4 2 1 1    13  4 3 3 2 3 2 2 1
2012 11 25     4  1 2 2 0 2 1 1 1     6  0 1 1 0 4 3 1 0     4  1 1 1 0 1 1 1 1
2012 11 26     6  3 2 1 1 1 2 1 1     3  2 1 1 2 0 0 1 0     5  3 2 1 1 0 1 1 1
2012 11 27     3  1 1 1 1 1 1 1 0     2  0 0 1 1 2 0 0 0     4  1 1 1 1 1 1 1 1
2012 11 28     2  0 1 0 0 1 1 1 1     0  0 0 0 0 0 0 0 1     2  1 1 0 0 0 0 1 1
2012 11 29     2  0 1 0 1 1 1 1 0     1  0 0 0 2 0 0 0 1     3  0 1 1 1 0 1 1 1
2012 11 30     1  0 0 0 1 1 1 0 0     2  0 0 1 2 1 0 0 0     2  0 0 0 1 0 1 0 0
2012 12 01     3  1 1 0 0 1 2 2 1     1  0 0 0 0 0 1 1 0     4  1 1 0 0 0 1 2 2
2012 12 02     8  2 3 3 3 2 0 1 0    13  1 2 5 3 4 1 0 0     7  2 2 3 2 2 1 0 1
2012 12 03     3  0 1 1 1 1 1 1 2     4  0 0 2 3 2 1 0 0     4  1 1 1 1 1 1 1 2
2012 12 04     5  1 2 2 1 1-1 2-1     2  0 2 2 0 0 0 0 0     3  1 2 2 1 0 0 1 0
2012 12 05     4  2 1 0 3 2 0 0 1     0  0 0 0 0 0 0 0 0     2  1 0 0 1 0 0 1 1
2012 12 06     2  1 2 0 0 1 0 1 0     0  0 0 0 0 1 0 0 0     1  0 0 0 0 0 0 1 0
2012 12 07     1  1 1 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2012 12 08     1  1 1 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     1  0 1 0 0 0 0 0 0
2012 12 09     3  0 2 0 0 1 0 1 2     2  0 0 0 0 2 1 1 1     4  0 1 0 0 0 1 1 2
2012 12 10     3  2 1 1 0 1 0 1 1     4  1 0 1 3 2 0 0 0     3  2 1 0 1 1 0 1 0
2012 12 11     2  2 1 0 0 0 1 1 1     0  0 0 1 0 0 0 0 0     2  1 1 0 0 0 0 1 1
2012 12 12     3  1 0 1 1 1 1 1 1     1  0 0 0 0 2 1 0 0     2  0 0 1 0 1 1 0 0
2012 12 13     2  1 1 0 0 1 1 0 1     0  0 0 0 0 0 0 0 0     3  1 1 0 0 0 1 0 0
2012 12 14     4  1 2 1 1 1 0 1 2     0  0 0 0 0 0 0 0 1     3  1 1 1 0 0 0 1 2
2012 12 15     7  1 3 1 2 2 1 2 2    11  0 1 2 3 5 2 1 1     7  2 2 1 2 2 2 2 2
2012 12 16     5  1 0 2 2 2 2 1 1    11  1 0 3 4 4 2 1 1     5  2 0 2 2 2 2 1 1
2012 12 17     9  2 3 2 3 3 2 1 1    21  1 3 4 4 6 3 1 0    10  2 2 3 3 4 2 1 0
2012 12 18     5  1 2 2 2 1 2 1 1    10  0 1 2 4 3 4 0 1     6  1 2 2 2 2 2 1 1
2012 12 19     4  1 2 1 1 2 2 1 0     3  0 2 1 2 2 0 1 0     4  1 2 1 1 1 0 1 1
2012 12 20     7  1 2 2 1 2 3 2 1    18  0 0 2 5 5 4 2 1     6  0 2 2 2 2 3 2 1
2012 12 21     3  2 0 1 1 1 1 1 0     3  0 1 1 3 1 1 0 0     4  2 1 1 1 1 1 0 0
2012 12 22     1  0 0 0 0 1 1 0 0     1  0 0 0 2 0 0 0 0     1  0 0 0 1 0 0 0 0
2012 12 23     2  0 1 0 0 1 1 1 0     1  0 0 0 1 1 1 0 0     2  0 0 0 0 0 1 0 0
2012 12 24     2  0 0 0 0 1 2 1 1     1  0 0 0 0 0 2 1 0     3  0 0 0 0 1 2 1 1
2012 12 25     2  0 0 0 1 1 0 1 1     0  0 0 0 1 0 0 0 0     3  1 1 0 1 1 0 0 1
2012 12 26     2  0 1 1 1 1 1 0 0     1  0 0 0 0 2 0 0 0     3  0 2 1 1 1 0 0 0
2012 12 27     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2012 12 28     2  0 0 0 0 1 1 1 1     0  0 0 0 0 1 0 0 0     2  0 0 0 0 0 0 1 0
2012 12 29     3  0 1 1 1 1 1 1 1     1  0 0 1 1 0 0 0 0     3  0 1 1 1 0 0 0 1
2012 12 30     4  0 0 1 1 2 2 2 1     4  0 0 0 3 2 1 1 0     4  1 0 0 1 2 2 2 0
2012 12 31     1  0 0 0 0 0 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 1 1
