:Product: Daily Geomagnetic Data     1996_DGD.txt
:Issued: 1428 UT 22 Jul 1997
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                        1996 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
07 Aug 96       5  1-2-2-1-1-1-2-2     *  0-0-0-2-1-1-*-0     5  1-2-2-1-1-2-2-1
08 Aug 96       5  2-2-1-1-1-1-2-2     1  1-1-0-1-0-0-0-1     5  2-2-1-1-1-2-2-2
09 Aug 96       8  2-1-0-2-3-2-2-3     2  1-0-0-1-2-1-0-0     5  2-0-0-1-2-2-2-3
10 Aug 96       6  2-3-1-1-2-1-1-1     2  1-2-0-1-0-0-0-1     5  2-2-1-0-1-1-1-1
11 Aug 96       5  2-1-2-1-1-1-2-2     1  1-1-1-0-0-0-1-0     5  2-1-2-0-1-2-2-2
12 Aug 96       6  2-2-1-2-2-1-2-2     2  1-1-2-1-0-0-0-1     5  1-2-2-2-2-2-1-2
13 Aug 96       8  3-3-1-2-2-1-2-2     2  2-1-0-2-0-0-0-0     6  2-2-1-2-2-2-1-2
14 Aug 96      13  2-2-2-2-4-3-3-3     5  0-0-1-3-3-2-1-0    11  2-2-2-3-4-3-3-3
15 Aug 96      11  3-2-2-4-2-2-2-2     2  0-1-2-2-1-1-0-0     7  2-2-2-3-2-2-2-2
16 Aug 96      14  3-2-3-3-3-3-3-3     5  1-0-1-2-3-2-2-1     9  2-1-3-2-2-3-3-2
17 Aug 96      13  4-3-2-3-3-2-2-2     6  3-0-3-2-3-0-0-0    11  4-3-3-3-3-2-2-2
18 Aug 96       6  2-1-2-2-2-2-1-2     3  1-0-0-3-1-1-0-0     5  1-1-0-3-2-2-1-1
19 Aug 96       7  2-2-2-2-2-1-2-2     *  1-1-0-2-1-0-0-1     4  2-1-1-2-1-1-1-2
20 Aug 96       8  2-2-3-2-2-2-2-2     3  2-0-2-1-2-1-0-0     7  2-3-3-2-2-2-2-2
21 Aug 96       5  0-2-1-2-2-1-2-2     2  0-0-0-3-1-0-1-0     5  0-2-1-2-2-2-2-2
22 Aug 96       5  2-1-0-1-2-2-1-2     2  0-0-0-0-3-1-0-1     5  1-1-1-1-1-2-2-2
23 Aug 96      13  2-3-4-3-3-1-3-2    10  1-4-4-2-3-1-0-0    15  2-4-5-4-3-1-2-2
24 Aug 96      12  3-2-3-3-3-2-2-3     6  1-2-3-2-2-2-1-1     8  2-2-3-2-1-2-2-3
25 Aug 96      18  4-3-4-3-3-3-3-3    10  0-1-4-4-3-2-1-1    15  4-3-4-4-3-3-2-2
26 Aug 96      13  2-3-4-3-2-2-3-2     *  1-2-6-1-*-1-0-1    13  3-4-4-3-1-1-3-2
27 Aug 96      16  4-4-3-3-1-2-3-3    12  2-0-4-5-1-3-0-1    14  3-3-4-3-2-3-3-3
28 Aug 96      17  3-3-3-4-4-3-2-3    10  1-1-2-4-4-1-1-2    14  3-3-3-3-3-3-4-3
29 Aug 96      27  3-5-5-3-3-3-3-5    29  3-4-5-6-5-2-2-2    36  4-6-6-5-4-3-3-4
30 Aug 96      17  5-3-4-2-2-2-2-3     5  2-2-3-1-1-2-0-0    14  5-3-4-1-1-2-2-3
31 Aug 96      13  3-3-4-3-2-3-2-1     8  1-3-3-4-1-1-1-0    14  3-3-4-4-3-2-2-2
01 Sep 96       6  3-1-1-2-1-1-2-1     3  1-1-1-3-0-0-0-0     5  2-1-1-3-1-1-1-1
02 Sep 96       5  1-2-2-2-2-1-1-1     4  1-0-0-4-2-0-0-0     5  1-2-2-2-2-2-1-1
03 Sep 96       3  0-1-1-1-1-1-1-1     1  0-0-0-3-0-0-0-0     4  1-2-1-2-1-1-1-2
04 Sep 96       9  0-1-1-1-3-3-2-4     *  0-0-0-0-*-1-1-2     9  1-1-1-2-2-4-2-4
05 Sep 96       7  2-2-2-1-2-2-2-2     4  3-1-0-1-1-1-1-1     6  2-2-2-1-1-2-2-2
06 Sep 96       6  2-1-1-2-2-2-1-2     2  1-1-2-1-1-0-0-1     6  2-1-1-2-1-2-1-3
07 Sep 96       8  2-3-3-2-1-1-2-2     *  1-*-5-3-0-0-1-1    10  3-3-4-3-1-2-2-2
08 Sep 96       6  2-3-1-1-2-1-2-1     *  0-0-0-0-*-*-*-*     8  2-3-0-2-1-2-3-3
09 Sep 96       7  1-1-1-2-1-1-2-4     *  *-*-0-4-1-*-0-2     8  1-2-0-3-2-1-2-4
10 Sep 96      34  5-5-5-5-4-3-4-2    11  4-3-3-3-3-1-0-1    28  5-5-5-5-4-3-3-2
11 Sep 96      20  4-4-4-3-3-2-3-4    19  2-3-3-5-5-2-1-3    19  3-4-4-4-3-3-3-3
12 Sep 96      25  4-3-5-3-4-4-3-4     *  *-*-*-*-*-*-*-*    21  4-4-4-3-3-3-2-3
13 Sep 96      14  4-2-2-3-2-2-4-3     *  *-*-*-*-*-*-2-1    19  4-3-2-3-3-2-3-3
14 Sep 96      12  4-3-3-3-2-2-2-1    14  2-3-4-5-2-1-0-2    11  3-3-3-3-2-2-2-2
15 Sep 96      15  2-2-4-3-3-2-4-3     9  1-1-3-4-1-1-3-1    16  2-2-3-3-4-2-4-4
16 Sep 96      18  3-4-5-2-3-3-2-2    11  3-1-3-4-4-1-0-0    19  3-4-5-3-3-4-2-2
17 Sep 96       8  3-2-1-1-2-2-2-3     *  1-0-*-*-0-1-2-2     6  3-2-0-2-1-2-1-2
18 Sep 96      17  4-2-3-4-3-3-3-3    23  2-1-5-6-3-4-2-1    18  4-1-3-5-5-3-3-3
19 Sep 96      12  1-1-2-3-2-4-4-2     *  1-*-*-5-2-6-3-1    12  1-0-2-3-3-4-3-2
20 Sep 96      37  5-5-5-5-4-3-3-5     *  2-3-*-4-4-2-2-2    31  4-4-5-5-4-3-2-4
21 Sep 96      24  5-4-4-4-3-3-3-3    25  3-4-5-4-5-4-1-2    24  5-5-4-4-3-4-3-3
22 Sep 96      22  4-3-5-3-4-4-2-2    34  2-3-6-6-6-2-0-1    22  4-3-5-3-4-4-2-2
23 Sep 96      22  3-4-3-5-4-3-3-3    21  2-3-5-4-5-3-2-1    25  3-5-4-5-4-4-2-3
24 Sep 96       9  3-2-2-3-2-2-2-2     *  0-2-3-2-3-0-0-0     7  3-2-2-3-2-2-2-2
25 Sep 96      10  1-3-3-3-2-2-2-2     *  0-1-4-6-3-1-1-1    10  1-3-3-4-3-2-1-2
26 Sep 96      24  3-4-3-3-3-4-5-4    16  1-2-2-5-3-4-3-2    23  3-4-4-3-3-3-5-4
27 Sep 96      18  4-4-4-3-3-2-2-3     *  2-3-4-5-3-1-0-1    13  4-4-4-4-3-2-1-2
28 Sep 96      19  2-5-5-2-3-2-3-1     *  1-4-5-4-4-2-0-0    17  1-5-5-2-3-3-2-1
29 Sep 96       8  2-3-3-1-2-1-2-1     *  1-2-3-1-0-0-1-0     8  2-3-3-2-1-2-2-1
30 Sep 96       5  1-2-1-2-2-2-1-0     *  0-1-0-0-0-1-1-0     5  0-2-1-1-2-2-2-1
01 Oct 96       3  2-2-1-0-0-0-1-2     0  0-0-0-0-0-0-0-1     4  2-1-0-0-1-2-2-2
02 Oct 96      13  1-3-3-2-3-3-3-3     4  0-0-2-0-3-1-1-2     9  1-2-3-2-3-3-2-3
03 Oct 96      12  2-3-3-2-2-3-3-3     9  2-3-4-0-2-3-1-1    13  2-3-4-2-2-3-3-3
04 Oct 96       6  1-2-1-1-2-2-2-2     3  0-0-0-1-3-1-1-1     5  2-1-1-1-2-2-2-1
05 Oct 96       3  1-1-1-1-0-1-1-1     0  0-0-0-2-0-0-0-0     3  1-1-1-1-1-0-1-1
06 Oct 96       3  2-1-2-1-1-1-0-0     0  1-0-1-0-0-0-0-0     3  1-0-1-0-1-2-1-0
07 Oct 96       4  1-1-0-1-2-1-2-2     2  0-0-0-3-0-0-1-0     4  0-0-0-1-1-2-2-1
08 Oct 96       9  2-2-2-1-2-2-3-3     *  0-0-2-1-3-*-2-1     6  1-1-2-2-1-2-3-2
09 Oct 96      17  3-4-4-3-2-3-3-3    16  2-3-5-4-3-2-2-1    18  2-5-5-3-2-2-3-3
10 Oct 96      10  3-4-2-2-2-2-1-2     *  1-0-1-*-3-1-0-0     7  2-4-1-1-2-2-2-1
11 Oct 96       7  2-2-1-1-2-2-3-1     *  1-*-2-2-5-2-1-0     7  1-2-1-1-3-3-3-1
12 Oct 96      16  3-4-3-2-3-3-3-3    15  0-3-0-6-3-1-2-1    13  2-4-2-3-4-3-2-3
13 Oct 96      16  3-4-4-4-1-2-2-3    11  1-3-4-4-1-2-1-2    19  3-5-4-5-2-2-2-3
14 Oct 96      12  4-3-2-3-3-2-1-1     8  2-2-1-4-3-1-1-1    11  4-3-2-4-2-2-1-1
15 Oct 96       5  2-2-2-1-1-1-1-1     1  0-0-3-0-0-0-0-0     5  2-2-2-2-1-1-1-1
16 Oct 96       8  2-1-3-2-3-2-2-1     8  0-0-2-4-4-2-0-0     8  1-1-3-2-3-2-1-0
17 Oct 96       6  1-1-1-1-1-2-2-3     2  0-0-0-2-1-0-0-2     6  3-1-0-1-2-2-2-3
18 Oct 96      25  5-5-4-3-3-2-3-4    24  4-5-5-5-1-2-2-2    21  5-5-4-3-3-2-2-3
19 Oct 96      33  4-4-4-4-5-5-3-5    34  5-3-3-6-6-2-2-4    31  5-4-4-4-5-5-3-4
20 Oct 96      14  3-4-4-2-3-2-2-2     8  2-3-3-3-2-1-1-0    15  4-5-4-2-2-2-1-2
21 Oct 96       8  3-2-2-2-1-2-2-2     7  1-1-3-3-2-1-1-2     7  2-2-3-3-2-2-1-1
22 Oct 96      25  3-3-3-3-3-3-4-6    21  2-3-4-5-4-3-2-4    28  3-4-4-5-4-3-3-5
23 Oct 96      31  7-5-3-3-2-2-2-2    17  5-4-3-4-1-3-1-1    35  7-6-4-5-2-2-2-2
24 Oct 96      10  3-3-3-2-2-2-2-2    12  1-2-3-3-4-4-0-1    11  3-3-3-3-2-3-2-1
25 Oct 96       6  1-1-3-2-2-1-2-1    13  1-2-5-4-3-1-0-1     8  1-2-4-3-2-2-1-1
26 Oct 96       5  3-1-2-1-1-2-0-1     *  0-*-2-2-1-0-0-0     5  3-1-2-1-1-1-1-1
27 Oct 96       5  1-1-2-3-2-0-1-1     0  0-0-1-0-0-0-0-1     4  0-1-1-2-1-1-2-2
28 Oct 96      13  3-2-3-2-2-2-3-4    16  2-4-3-5-3-2-2-2    10  3-2-3-3-2-2-3-3
29 Oct 96      15  4-3-2-2-3-3-3-3    16  2-1-2-5-5-2-2-2    11  3-3-2-3-2-3-2-3
30 Oct 96      11  2-1-2-2-2-3-3-4     8  2-1-1-1-3-4-1-2    10  2-1-1-2-2-4-3-3
31 Oct 96      10  4-2-3-2-1-1-2-2     4  2-1-3-1-2-1-0-0     8  4-2-2-3-1-3-1-2
01 Nov 96       2  1-1-0-0-1-1-1-1     0  1-0-0-0-0-0-0-0     2  1-0-0-0-0-1-0-1
02 Nov 96       2  0-1-1-0-0-1-1-0     0  0-0-0-0-0-0-0-0     2  0-1-1-0-0-0-0-1
03 Nov 96       2  0-0-0-0-0-1-1-2     0  0-0-0-0-0-0-0-1     2  0-0-0-0-1-1-1-2
04 Nov 96       9  3-2-2-2-3-2-2-2    14  1-0-4-5-4-1-1-1     9  3-1-2-3-3-2-2-2
05 Nov 96       5  1-2-2-1-1-1-2-1     5  0-2-3-3-1-0-0-0     6  1-2-3-2-1-2-1-1
06 Nov 96       7  2-3-2-2-1-1-1-2     *  1-1-3-*-0-0-0-0     7  2-3-3-3-0-1-1-2
07 Nov 96       5  1-2-2-2-1-1-1-2     2  0-0-3-0-0-1-0-1     5  1-3-3-2-1-1-0-1
08 Nov 96       4  1-2-1-2-1-1-1-1     3  0-0-4-1-0-0-0-0     4  1-2-2-2-0-1-0-0
09 Nov 96      12  2-3-2-3-3-2-3-3     8  0-1-2-5-2-0-1-0    11  1-3-3-3-4-2-3-2
10 Nov 96       7  2-2-2-2-2-2-2-1     2  0-1-1-2-2-1-0-0     6  2-2-2-3-2-1-1-0
11 Nov 96       4  1-2-1-1-0-2-2-1     0  0-0-0-1-0-0-0-0     3  0-1-1-0-0-2-2-1
12 Nov 96       9  3-2-3-2-2-2-1-2     6  0-1-4-3-1-0-0-0     8  3-2-4-3-2-1-0-1
13 Nov 96      12  1-2-1-2-2-3-4-4    12  0-1-0-4-4-1-4-3    11  1-2-1-3-2-3-4-3
14 Nov 96      14  4-1-1-3-3-3-3-3    13  2-1-1-5-4-2-2-1    12  4-1-0-4-2-3-3-2
15 Nov 96      13  2-2-2-4-4-3-2-1    16  1-2-2-5-5-3-1-0    11  2-1-2-4-4-3-2-0
16 Nov 96       5  1-1-2-2-2-1-2-1     2  0-0-2-2-2-0-0-0     3  1-1-4-3-1-1-1-0
17 Nov 96      12  2-2-3-3-1-2-4-3     4  0-1-3-2-0-0-2-2    12  2-1-3-4-2-1-4-3
18 Nov 96      14  4-4-3-2-3-2-2-1    14  3-2-4-5-3-1-1-0    12  3-4-3-3-2-3-1-1
19 Nov 96      11  3-3-3-2-2-2-2-3     5  1-0-2-2-3-1-1-1     8  3-3-3-1-2-2-1-2
20 Nov 96       7  1-2-1-2-1-2-2-3     2  1-1-0-2-0-0-1-2     6  1-2-2-2-1-2-2-3
21 Nov 96       5  3-2-1-1-0-1-1-1     *  1-1-0-0-*-0-*-0     5  3-1-1-0-1-1-1-1
22 Nov 96       4  2-1-1-1-1-2-1-1     1  0-0-0-1-2-0-0-0     3  2-1-1-1-1-1-1-0
23 Nov 96       3  0-2-1-1-0-1-1-1     1  0-1-0-1-1-0-1-0     3  0-1-2-1-1-1-1-0
24 Nov 96       9  0-0-2-3-2-2-2-4     5  0-0-2-3-2-2-0-2     8  0-0-2-3-3-3-2-3
25 Nov 96       5  2-2-2-2-1-1-1-1     3  2-2-2-1-1-0-0-0     4  2-2-2-2-1-1-1-0
26 Nov 96       5  1-1-1-1-2-2-2-2     6  0-0-1-0-5-1-0-0     4  1-0-1-1-3-2-1-2
27 Nov 96       8  3-3-2-2-1-1-1-2     3  2-1-2-2-0-0-0-0     8  3-3-2-2-1-1-1-1
28 Nov 96       6  2-3-1-2-2-1-1-1     *  1-0-0-4-3-1-0-*     5  2-3-0-3-2-2-1-0
29 Nov 96       4  1-1-0-1-1-2-2-2     *  *-0-0-3-2-2-1-0     4  1-0-0-1-2-2-2-1
30 Nov 96       2  1-0-1-0-0-0-1-1     0  0-0-0-0-0-0-0-0     2  0-0-0-0-0-0-1-1
01 Dec 96       2  1-1-0-0-1-1-0-1     1  0-0-0-2-0-0-0-0     2  0-0-0-1-0-1-0-1
02 Dec 96       9  1-2-1-2-0-4-3-2     3  0-2-0-0-0-3-2-0     8  1-2-0-1-1-4-3-2
03 Dec 96       7  3-2-2-2-2-2-1-1     *  *-0-0-2-3-0-0-0     5  3-2-1-2-1-2-1-1
04 Dec 96       9  2-1-2-1-2-3-3-3     4  0-0-1-2-3-2-0-2     7  1-0-1-1-2-3-3-3
05 Dec 96       2  1-0-1-0-1-0-1-1     *  0-0-*-*-0-0-*-*     2  1-0-1-1-0-0-1-0
06 Dec 96       2  0-0-0-0-1-1-1-1     *  *-0-*-0-0-0-0-*     1  0-0-0-0-0-1-1-0
07 Dec 96       5  1-1-2-1-1-1-2-2     *  0-*-*-*-*-*-*-*     4  0-1-3-1-1-1-2-1
08 Dec 96       3  1-0-1-1-1-1-1-1     *  *-*-*-*-*-*-*-*     3  0-0-1-1-0-0-0-1
09 Dec 96      10  0-0-1-1-1-2-3-5     *  *-*-*-*-*-*-*-*     7  0-0-0-1-1-2-1-4
10 Dec 96      21  4-3-4-4-3-4-3-3     *  *-*-*-*-*-*-2-1    18  3-3-4-4-4-3-3-3
11 Dec 96      13  4-2-3-3-2-2-3-2     *  2-1-4-7-6-4-3-2    10  4-1-3-3-2-2-2-2
12 Dec 96       9  2-3-3-2-2-2-2-1     *  0-2-5-7-6-5-1-0     8  1-3-3-3-2-2-1-1
13 Dec 96       5  2-2-2-1-1-2-1-0     *  1-1-4-7-6-4-1-0     6  1-2-3-0-1-1-1-2
14 Dec 96       4  0-0-1-2-2-1-2-2     *  0-0-4-7-6-5-2-1     5  0-0-1-2-2-2-3-5
15 Dec 96      10  2-3-2-2-2-2-3-3     *  2-1-4-7-7-5-3-3    10  2-1-2-3-3-3-3-3
16 Dec 96      11  3-2-3-3-2-2-2-3     *  3-1-4-7-6-5-2-1    10  3-2-3-3-2-1-2-3
17 Dec 96      11  2-3-3-2-2-3-3-1    40  3-2-4-7-6-5-2-0     8  2-2-3-3-1-3-2-1
18 Dec 96       6  2-2-2-1-1-2-2-1    35  1-2-4-7-6-4-1-0     5  0-2-2-1-0-2-1-1
19 Dec 96       1  0-0-0-0-0-1-1-0     0  0-0-0-0-0-0-0-0     2  1-0-0-0-0-1-0-1
20 Dec 96       2  0-1-1-2-0-0-0-1     0  0-0-1-0-0-0-0-0     2  0-0-1-0-0-1-1-1
21 Dec 96       5  0-2-1-2-1-2-2-2     2  0-0-0-1-1-2-1-0     4  0-1-1-1-1-2-2-2
22 Dec 96       7  2-1-0-1-2-3-2-3     5  0-0-0-1-4-2-1-2     6  0-0-0-1-3-2-2-3
23 Dec 96       9  4-3-2-2-1-1-1-1     4  3-1-3-1-0-0-0-0    10  4-4-2-2-1-1-1-0
24 Dec 96       5  1-2-1-1-1-3-1-1     0  0-0-0-0-0-1-0-0     3  0-1-0-0-1-2-1-1
25 Dec 96       6  2-2-2-2-2-1-1-1     5  0-0-3-4-0-1-0-0     6  1-1-3-3-3-1-0-1
26 Dec 96       4  1-1-0-1-1-2-2-2     0  0-0-0-0-0-0-0-0     3  2-0-0-1-1-1-1-1
27 Dec 96       3  1-1-0-0-1-2-1-1     0  0-0-0-0-0-0-0-0     1  1-0-0-0-0-0-0-0
28 Dec 96       3  1-0-1-2-1-2-1-0     4  0-0-2-4-0-0-0-0     4  2-0-1-3-0-1-1-0
29 Dec 96       4  0-1-1-0-1-1-1-3     0  0-0-0-0-0-0-0-1     3  1-0-1-0-0-0-1-2
30 Dec 96       9  3-2-2-2-3-2-2-2     *  2-0-1-1-3-*-0-1     8  3-2-1-2-3-2-1-2
31 Dec 96       5  1-2-1-1-2-1-2-2     0  0-0-0-2-0-0-0-0     4  1-1-1-1-1-1-2-1
