:Product: Daily Geomagnetic Data 2001_DGD.txt
:Issued: 1800 UT 07 Jan 2002
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                          2001 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2001 08 10     6  3 2 2 1 1 0 2 2    -1  3-1 2-1-1 0 1 1    11  3 2 2 2 3 3 4 3
2001 08 11     2  2 1 0 0 0 1 0 1    -1  2 0 0-1 0 0 0 1     6  3 0 1 2 2 2 2 2
2001 08 12    11  1 2 1 3 2 2 3 4    10  1 1 1 2 1 2 2 5    14  2 2 2 3 3 4 3 4
2001 08 13    15  3 5 3 2 3 2 2 2    31  5 5 3 5 5 3 3 2    19  4 5 3 3 3 3 3 3
2001 08 14    10  2 2 1 3 3 2 3 2    24  3 2 2 6 5 4 2 1    12  3 2 2 3 3 3 3 3
2001 08 15     4  1 2 1 0 1 2 1 2     6  2 3 2 1 1 1 2 1     9  2 3 3 2 2 3 3 2
2001 08 16     3  1 1 0 1 1 0 1 2     2  1 0 0 2 1 1 0 1     8  2 1 0 2 3 3 3 2
2001 08 17    27  1 0 3 3 4 4 5 6    60  0 1 1 4 7 7 7 4    29  1 1 2 4 5 5 6 5
2001 08 18    13  2 3 3 1 3 2 3 4    30  7 3 3 1 3 3 2 4    14  3 3 3 2 3 4 3 3
2001 08 19     8  0 3 3 3 1 1 3 0     7  0 3 3 2 2 1 2 1    12  1 3 3 3 3 3 3 3
2001 08 20     6  1 0 1 3 2 1 1 3     4  1 1 0 2 2 1 2 1    10  2 1 1 3 3 3 3 2
2001 08 21    12  2 2 1 3 2 3 4 3    11  1 2 1 4 2 4 2 1    14  2 1 2 3 3 4 4 2
2001 08 22    14  1 2 3 3 3 3 3 4    22  2 2 3 5 5 4 3 3    17  2 2 3 4 4 4 4 4
2001 08 23     7  3 2 2 0 2 2 2 2    14  3 2 4 0 4 1 1 4    12  3 2 4 2 3 3 3 2
2001 08 24     5  1 1 0 1 3 3 0 0     1  1 2 0 0 0 0 0 0     4  1 1 1 1 2 2 2 1
2001 08 25    10  0 1 1 1 3 3 4 3    10  0 1 3 4 1 2 3 2    10  1 1 1 2 3 4 4 3
2001 08 26     9  2 2 2 2 2 2 3 3    20  3 2 5 4 5 1 2 1    12  3 1 3 3 3 3 3 3
2001 08 27    14  2 4 1 1 2 3 4 4    -1  2 5 1 3 4-1-1-1    12  2 3 1 1 3 3 4 4
2001 08 28     6  3 2 2 1 1 1 2 1    16  4 3 3 3 5 1 1 0    15  4 3 3 3 3 4 3 2
2001 08 29     5  1 2 3 2 1 1 1 0    16  2 2 2 5 5 1 1 1     9  2 2 3 3 2 3 2 2
2001 08 30     8  1 2 2 2 2 3 2 2    -1  1 1 4-1-1-1-1 1    13  2 2 3 3 3 4 3 2
2001 08 31    11  3 3 2 3 2 3 1 2    22  1 2 4 6 5 2 1 1    16  3 3 4 4 3 4 3 3
2001 09 01     4  2 2 2 1 1 1 0 0     5  2 2 1 3 1 1 0 0     8  2 1 2 2 3 3 3 2
2001 09 02     2  0 0 0 1 2 1 1 1     5  0 0 0 2 2 3 1 2     7  1 0 0 2 3 3 3 3
2001 09 03    12  2 2 3 2 3 3 3 3    21  2 2 4 4 5 4 3 2    17  3 2 3 4 4 4 3 4
2001 09 04    11  3 4 3 2 2 2 1 1    29  2 4 6 5 5 3 2 1    20  3 4 4 3 4 4 3 3
2001 09 05     6  3 1 2 1 2 2 2 0    13  3 1 1 0 4 5 2 1    10  3 1 2 2 3 3 3 2
2001 09 06     3  1 0 2 1 1 1 0 1     8  2 1 2 4 2 1 1 1     8  2 0 2 2 3 3 3 3
2001 09 07     4  0 1 0 2 0 1 2 3     2  0 0 0 0 0 1 1 2     6  1 0 1 1 3 3 1 3
2001 09 08     5  2 1 1 1 3 1 1 0     6  1 2 2 2 3 2 0 0     7  3 2 2 2 2 3 2 2
2001 09 09     7  2 1 1 2 3 3 2 1     3  1 0 1 3 1 0 0 0     7  2 1 1 2 2 3 3 2
2001 09 10     5  2 1 1 1 1 3 1 1    -1  1-1-1-1-1 0 0 0     5  2 1 1 1 2 3 2 2
2001 09 11    12  1 2 1 1 4 4 3 3    14  0 4 5 0 3 2 2 2     9  1 0 0 1 3 4 3 3
2001 09 12     9  2 2 4 2 2 1 2 2    31  2 6 6 3 5 2 2 2    13  2 3 4 3 3 3 3 2
2001 09 13    11  2 4 4 2 2 1 2 1    25  2 5 5 5 3 4 2 0    18  3 4 5 4 3 3 3 1
2001 09 14     8  3 2 1 1 3 1 1 3     6  3 2 1 0 2 1 0 3    10  3 1 1 2 3 3 2 4
2001 09 15    10  2 2 1 3 2 3 3 2    -1 -1-1-1-1-1-1-1-1    15  3 2 2 3 4 4 3 3
2001 09 16     7  2 1 1 1 3 3 2 2    -1 -1-1-1-1-1-1-1-1     8  2 1 1 1 3 3 3 2
2001 09 17     6  1 2 3 1 1 2 1 1    16  2 2 3 5 4 1 3 1    10  1 2 3 3 3 3 3 3
2001 09 18     7  2 1 0 0 1 2 4 2     7  2 2 0 0 1 2 4 1     8  2 2 1 1 2 2 4 2
2001 09 19     8  3 3 2 1 2 1 3 1     7  3 3 2 2 1 1 2 0     8  3 3 2 2 2 2 3 1
2001 09 20     7  1 1 2 2 1 2 3 3     3  1 0 0 3 1 0 0 1     5  1 1 1 2 2 2 2 2
2001 09 21     3  2 0 0 1 1 1 1 2     1  1 0 0 0 0 0 0 1     5  1 0 0 2 2 2 2 2
2001 09 22     6  2 1 2 2 3 2 0 0    17  2 0 3 5 5 3 0 0    10  2 1 3 4 4 3 2 1
2001 09 23    18  0 3 4 3 4 4 3 3    51  0 3 7 4 6 6 5 3    27  0 3 5 4 5 5 5 4
2001 09 24     5  3 2 1 1 1 1 1 1     4  3 1 1 0 1 1 1 1     6  3 1 1 2 2 2 2 1
2001 09 25    17  1 2 2 0 3 0 4 6    23  1 2 2 2 0 0 6 6    18  1 2 2 1 1 2 5 6
2001 09 26    13  5 2 3 2 2 2 2 2    35  5 5 6 5 4 2 3 2    24  5 4 5 4 3 3 2 2
2001 09 27     9  1 1 1 2 2 3 4 2    19  2 2 2 5 3 5 3 2    10  1 1 1 3 3 3 3 3
2001 09 28    10  2 2 3 1 2 3 2 3    28  2 2 5 3 5 5 4 4    13  2 2 3 3 3 3 3 3
2001 09 29    19  3 2 2 4 2 3 4 5    46  4 4 4 6 6 4 5 5    21  3 3 3 4 3 4 3 5
2001 09 30    15  3 2 1 2 3 3 4 4    25  5 3 2 3 4 5 4 3    17  4 3 2 2 3 4 4 4
2001 10 01    25  4 4 4 4 4 2 2 5    50  4 5 6 6 6 5 3 4    50  4 5 6 6 5 4 3 5
2001 10 02    24  3 4 4 4 3 3 3 5    82  3 4 8 6 4 7 6 5    43  4 5 5 5 4 4 5 5
2001 10 03    26  3 2 4 4 5 4 4 4    58  5 3 5 7 6 6 4 4    53  4 3 5 7 6 6 4 4
2001 10 04     9  3 1 3 3 2 2 2 1    36  4 1 6 5 5 3 3 5    19  4 1 5 4 3 4 3 2
2001 10 05    10  1 1 1 3 3 3 3 2    -1  1 0 1 4-1 2 3 1     9  1 1 1 3 2 3 3 2
2001 10 06     6  2 3 2 2 1 1 1 1    11  1 1 3 5 3 0 0 0     8  2 2 2 2 3 2 2 2
2001 10 07     1  0 0 0 0 2 0 0 1     1  1 0 0 1 0 0 0 1     4  0 0 0 1 2 2 2 2
2001 10 08    11  2 2 3 2 3 3 2 3    -1  2 1 3 3 5 4 2-1    15  2 3 3 3 4 4 2 4
2001 10 09    16  4 3 2 3 4 4 2 2    -1  3 2-1-1-1 5 3 2    15  3 2 3 4 4 4 2 2
2001 10 10     6  1 2 2 2 2 2 1 1    20  1 1 3 3 6 4 3 1     8  1 3 2 2 3 2 2 1
2001 10 11    13  2 3 1 1 1 4 4 3    55  4 4 4 3 5 7 7 3    17  2 3 2 1 3 5 5 4
2001 10 12    18  4 5 3 3 3 2 2 2    39  4 5 3 6 6 4 4 2    27  5 6 3 4 4 3 3 3
2001 10 13     9  3 3 2 2 2 2 2 1    19  3 3 5 5 3 2 1 1    10  3 3 3 3 2 2 2 1
2001 10 14     6  1 1 2 2 2 2 2 2    12  1 1 4 4 3 2 2 2     9  1 2 3 2 2 2 3 3
2001 10 15     9  3 4 2 1 2 2 1 1    11  3 4 4 2 1 1 1 1    11  3 4 3 2 2 3 2 2
2001 10 16     6  3 1 1 1 2 2 2 1    13  2 1 2 4 5 2 1 1     8  3 2 2 2 3 3 2 1
2001 10 17     2  2 1 1 0 1 0 0 1     3  0 1 1 3 0 0 0 0     4  2 1 1 1 2 2 2 1
2001 10 18     2  1 0 0 0 1 2 1 1     1  0 0 0 0 1 1 1 0     4  0 0 0 1 2 3 2 1
2001 10 19     6  0 1 1 1 2 3 2 2    14  0 0 2 2 4 5 3 2     8  0 1 2 2 3 3 2 3
2001 10 20     8  0 3 1 3 2 2 2 2    21  1 2 2 6 4 4 3 1    10  1 3 2 4 3 3 2 2
2001 10 21    29  1 2 2 1 2 5 6 6    67  2 3 3 3 4 7 8 6    40  2 3 3 2 3 6 6 7
2001 10 22    33  5 4 3 4 4 5 5 4    93  5 4 6 7 6 8 6 5    66  6 5 4 6 5 7 6 5
2001 10 23    10  4 4 2 1 2 1 1 0    26  7 4 3 1 3 2 1 0    15  4 5 3 2 2 2 2 1
2001 10 24     4  2 1 1 1 2 2 1 1     0  0 0 0 1 0 0 0 0     3  1 0 0 1 1 2 1 1
2001 10 25     5  0 0 3 1 2 2 1 1     2  0 0 1 1 0 1 2 1     7  0 0 2 2 2 3 3 2
2001 10 26     6  0 0 1 1 1 4 2 2     4  1 0 2 3 0 0 1 1     5  1 0 2 2 1 2 2 2
2001 10 27     6  1 2 1 1 3 2 1 2    -1  1 3 1 3 4-1-1-1     6  1 2 1 2 3 2 2 2
2001 10 28    34  1 6 5 5 4 3 3 3    -1 -1-1-1-1-1-1-1-1    41  2 6 6 6 5 4 4 3
2001 10 29    18  3 3 4 3 4 3 3 3    -1 -1-1-1-1-1 2 3 3    16  3 3 4 3 4 3 3 3
2001 10 30     6  2 3 3 1 1 0 0 1    10  2 2 4 3 2 2 1 1     8  2 3 3 2 2 2 2 2
2001 10 31     8  2 1 1 0 3 2 3 3     9  0 0 1 1 4 3 3 2     9  1 1 2 0 3 3 3 3
2001 11 01    15  4 4 4 2 3 2 2 1    32  3 5 5 4 6 4 2 1    25  4 4 5 4 5 4 3 2
2001 11 02     6  1 1 2 0 4 1 0 1     8  1 1 1 0 5 1 0 0     6  1 1 1 0 3 2 2 2
2001 11 03     1  1 1 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     3  0 0 0 0 1 2 2 1
2001 11 04     4  0 0 2 3 1 2 1 0    17  0 0 3 5 5 3 2 0     7  0 0 2 3 3 3 2 1
2001 11 05    12  0 0 1 2 4 3 4 3    11  0 0 0 2 3 4 4 3    13  0 0 1 2 3 4 5 4
2001 11 06    60  7 7 5 3 4 5 4 4   101  8 7 6 6 6 6 6 4   112  8 8 7 5 6 7 5 5
2001 11 07    11  4 3 1 2 2 1 2 3    26  5 5 1 5 4 3 3 1    15  5 4 1 3 2 2 2 3
2001 11 08     3  2 1 2 1 0 1 1 0    10  2 2 4 4 1 1 1 1     5  2 1 2 2 1 2 2 1
2001 11 09     2  1 1 0 1 1 1 1 0     2  1 0 0 1 0 1 1 2     4  1 0 0 0 1 2 2 2
2001 11 10     5  1 1 0 2 2 2 2 2    -1  1 0 0-1-1-1-1-1     6  1 1 0 0 2 2 3 3
2001 11 11     5  2 2 1 2 2 1 1 1    -1 -1-1-1-1-1-1-1-1     4  2 1 0 2 1 2 2 1
2001 11 12     1  1 0 0 0 2 0 0 0    -1 -1-1-1-1-1-1-1-1     2  1 0 0 0 1 2 1 1
2001 11 13     4  1 2 1 1 2 2 1 1    -1 -1-1-1-1-1 0 1 0     3  1 0 0 0 1 2 2 2
2001 11 14     3  1 1 1 0 2 1 1 0     0  0 0 1 0 0 0 0 0     3  0 0 1 0 1 1 2 1
2001 11 15     5  0 0 0 0 1 3 3 2    12  0 0 0 3 1 4 5 1     7  0 0 0 1 1 4 4 2
2001 11 16     4  1 2 2 2 2 1 0 0    11  1 1 2 3 4 4 1 0     8  2 2 3 2 3 3 1 1
2001 11 17     9  1 1 1 2 2 2 4 3    -1  0 1 3 4 5 3 3-1    11  2 3 3 3 4 3 3 3
2001 11 18     7  1 2 1 2 2 2 1 3    12  1 1 2 3 4 4 2 1     7  2 2 2 2 2 3 2 2
2001 11 19    10  2 2 1 3 3 2 3 2    32  3 2 3 5 6 5 4 3    16  3 2 2 3 3 3 4 4
2001 11 20     8  3 3 4 1 0 0 0 0    11  2 4 5 2 0 0 0 0     8  3 3 4 1 1 1 1 0
2001 11 21     2  0 0 2 1 1 0 0 1    10  0 0 2 4 5 1 0 0     6  1 1 3 1 1 2 2 1
2001 11 22     8  1 2 2 2 2 2 3 2    -1  0 2 2-1 2 2 2 1     8  1 2 2 3 2 2 3 2
2001 11 23    11  2 1 2 2 3 4 1 3    23  3 2 3 4 5 5 2 3    12  3 2 2 2 3 3 3 3
2001 11 24    76  3 5 8 6 7 5 2 4    -1  3 5 7 7-1-1-1-1   108  3 5 9 7 8 7 3 4
2001 11 25     6  1 2 2 2 2 2 1 1    -1 -1-1-1-1-1-1-1-1     8  3 2 2 3 2 3 2 2
2001 11 26     4  1 0 3 1 1 1 0 1    -1 -1-1-1-1-1 1 1 2     5  2 1 3 1 1 2 1 1
2001 11 27     1  1 0 0 0 0 1 0 1     2  0 0 0 0 0 2 1 1     2  1 0 0 0 0 2 1 1
2001 11 28     3  1 0 0 0 1 3 0 1     0  0 0 0 0 0 1 0 0     3  1 0 0 0 0 2 2 1
2001 11 29     1  1 0 1 0 1 0 0 0     1  0 0 1 0 0 0 1 0     3  2 1 1 1 1 1 1 0
2001 11 30     2  1 0 0 0 1 1 1 1    -1 -1 0 0 0 0 0 0 0     3  1 0 0 1 1 1 2 2
2001 12 01     6  1 0 2 1 2 3 2 2     3  0 0 3 1 1 0 0 0     7  1 1 3 2 3 2 1 3
2001 12 02     6  1 0 1 1 3 3 1 1     1  0 0 0 0 0 1 2 0     4  1 0 0 1 2 3 2 1
2001 12 03     6  0 1 0 1 2 1 3 3     4  0 0 0 0 1 2 3 2     7  1 1 0 1 2 2 3 3
2001 12 04     6  3 1 1 1 2 1 2 2    10  2 1 1 4 4 2 1 1     6  3 2 1 2 2 2 2 2
2001 12 05     7  3 2 1 2 1 2 2 2    11  2 2 3 4 1 3 2 1     8  3 2 2 3 2 2 3 2
2001 12 06    10  2 1 1 3 3 2 3 3    -1 -1-1-1-1-1-1-1-1     8  2 1 1 3 2 3 3 3
2001 12 07     7  2 1 1 1 3 2 3 2    -1 -1-1-1-1-1-1-1-1     5  2 1 0 1 2 2 2 2
2001 12 08     7  2 1 2 2 2 2 2 2     7  1 0 2 3 4 1 0 0     5  2 0 2 2 2 2 2 1
2001 12 09     1  0 0 0 1 0 0 0 1    -1  0 0 0 2-1-1 0 0     3  2 0 0 1 1 1 2 1
2001 12 10     3  0 0 2 1 2 2 1 1     3  0 0 2 1 3 0 0 0     4  1 1 2 1 2 2 1 1
2001 12 11     3  1 2 0 1 1 1 1 1    -1  0 0 1 2 0 1-1-1     4  1 1 0 1 1 2 2 2
2001 12 12     8  1 2 2 4 1 1 1 2    -1  1 1 3 6 4 3 2-1    12  2 2 2 5 3 2 3 3
2001 12 13     4  2 1 0 0 3 2 0 0    -1  1 2 2 0 0 0-1 0     4  2 1 1 0 2 1 1 1
2001 12 14     4  0 1 0 1 2 2 1 2     7  0 1 0 3 3 2 3 1     4  1 1 0 1 2 2 2 2
2001 12 15    10  2 3 3 3 3 2 1 2    13  2 1 3 5 4 1 0 1    11  3 3 3 3 3 2 2 2
2001 12 16     8  2 3 3 3 2 1 1 0    13  1 2 4 4 4 2 2 0    10  2 3 3 3 3 2 2 2
2001 12 17     9  1 2 2 3 3 2 2 2    -1  1 2 5 6 5 6 4-1    15  2 3 3 4 4 4 3 2
2001 12 18     7  3 1 2 2 2 2 2 1    24  2 2 2 6 4 2 5 2     8  3 1 2 3 3 2 2 2
2001 12 19     5  2 1 2 2 1 1 2 1    12  2 1 3 5 2 3 1 0     9  3 1 3 3 2 3 2 2
2001 12 20     2  0 0 1 1 2 1 1 0     7  1 0 1 4 3 1 1 0     5  1 0 1 2 2 3 2 1
2001 12 21     9  1 2 1 2 3 3 3 2    22  1 1 2 4 3 6 4 3    11  1 2 2 2 3 4 4 3
2001 12 22     6  2 2 2 2 0 0 2 3    13  2 1 4 5 2 1 2 0     8  2 2 3 3 2 2 2 1
2001 12 23     5  0 0 2 2 2 2 1 2    16  0 1 3 5 4 4 1 1     7  2 1 2 3 2 2 2 3
2001 12 24    13  1 3 4 3 3 3 2 2    36  0 3 6 4 6 5 4 2    19  3 3 5 4 4 4 3 2
2001 12 25    11  2 2 2 3 3 3 2 3    -1 -1-1-1-1-1-1-1-1     8  3 2 1 3 2 2 1 3
2001 12 26    10  2 1 1 1 3 4 3 2    -1 -1-1-1-1-1-1-1-1     7  2 0 0 1 2 3 3 2
2001 12 27    10  2 1 2 2 3 3 3 2    -1 -1-1-1-1-1-1-1-1     6  2 1 1 2 2 3 3 1
2001 12 28     9  1 0 2 2 3 3 3 3    -1 -1-1-1-1-1-1-1-1     5  1 0 1 2 2 2 2 2
2001 12 29    13  2 4 2 2 2 4 2 3    -1 -1-1-1-1-1-1-1-1    10  2 4 2 2 2 3 3 2
2001 12 30    15  3 3 3 2 2 2 4 4    -1 -1-1-1-1-1-1-1-1    17  3 4 4 2 3 2 4 4
2001 12 31    12  4 3 1 2 2 3 2 3    -1 -1-1-1-1-1-1-1-1    11  3 3 2 2 2 3 3 4
