:Product: Daily Geomagnetic Data     2000_DGD.txt
:Issued: 1800 UT 07 Jan 2001
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                         2000 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2000 08 08     7  1 1 3 2 2 2 2 2    -1  2 1 3 2-1 2 1 1     9  2 2 3 2 2 2 3 2
2000 08 09    -1  1 2 1-1-1 1 1 3    -1  2 2 1-1-1 0 1 2     7  2 2 1 2 2 2 2 3
2000 08 10    16  1 3 4 3 4 2 3 3    29  2 4 5 5 5 4 3 3    23  2 3 4 4 5 3 3 5
2000 08 11    39  5 5 5 4 4 2 4 6    72  5 7 7 6 5 4 5 5    60  6 6 7 6 4 4 4 5
2000 08 12    55  4 6 6 5 6 6 4 3   110  5 7 6 7 7 8 6 3   109  5 7 8 7 7 7 5 4
2000 08 13    16  4 5 3 2 2 1 2 3    14  3 5 3 1 2 1 1 3    16  4 5 3 2 2 3 2 3
2000 08 14    11  1 1 1 1 2 2 3 5     9  1 1 0 1 2 4 3 3    12  2 2 2 2 3 3 3 4
2000 08 15     9  3 4 1 2 1 2 2 1    18  3 4 2 5 2 1 2 4    12  4 4 2 3 2 3 2 2
2000 08 16     9  2 3 3 1 2 1 2 3    11  2 2 3 3 4 2 1 1    11  2 3 3 2 3 3 2 3
2000 08 17     9  2 3 2 2 2 1 2 3    15  2 2 5 5 1 1 1 1    11  2 4 4 4 2 3 3 2
2000 08 18     3  2 2 0 1 1 0 1 1    -1  1 1 0 0 3-1-1 0     6  2 2 2 2 2 2 2 2
2000 08 19     3  1 1 0 0 2 2 1 1     2  1 1 0 0 0 1 1 1     6  2 1 1 2 2 3 2 2
2000 08 20     3  0 0 0 1 1 2 2 1     2  0 0 0 1 0 2 2 0     7  2 1 1 2 2 3 2 2
2000 08 21     9  1 3 2 3 1 1 2 3    18  1 4 4 5 3 3 2 1    12  2 3 3 4 2 3 2 3
2000 08 22     3  2 2 1 1 1 0 0 1     3  3 2 0 0 0 0 0 1     5  2 2 1 1 1 2 2 2
2000 08 23     5  0 0 1 3 2 2 1 2     9  0 0 1 4 4 3 1 0    11  1 1 2 4 4 4 2 2
2000 08 24     7  3 3 2 1 2 1 1 1     8  2 3 2 1 3 1 1 1    10  3 3 2 2 2 2 2 2
2000 08 25     3  0 1 0 1 1 1 2 1     2  0 1 0 0 0 1 1 1     7  1 1 1 2 2 2 2 2
2000 08 26     4  0 1 2 2 2 1 1 1     8  1 1 3 3 3 1 1 1     9  1 2 3 2 3 3 3 1
2000 08 27     7  1 1 1 1 3 1 2 3    10  1 1 1 1 4 4 2 1     9  2 2 1 1 3 3 2 3
2000 08 28    17  3 1 2 3 4 4 3 4    36  1 1 2 5 5 6 6 3    21  2 2 2 4 4 4 4 5
2000 08 29    21  5 4 4 3 3 3 3 2    58  4 5 7 6 4 6 5 3    31  5 5 5 4 4 4 4 3
2000 08 30    12  4 3 2 2 2 2 2 3    21  3 2 3 6 4 2 2 2    13  3 3 3 3 3 3 2 3
2000 08 31    12  3 3 2 3 3 2 2 3    26  3 2 3 6 5 4 2 2    15  4 3 3 4 3 3 3 3
2000 09 01    12  3 2 4 3 3 1 2 2    29  3 3 6 6 3 2 3 2    17  3 3 4 4 3 3 3 3
2000 09 02    18  4 4 4 3 4 2 1 2    40  4 4 6 6 5 5 1 2    23  4 3 4 5 4 3 3 3
2000 09 03     6  1 3 1 1 1 1 2 2     5  1 3 0 0 1 2 2 2     9  2 3 1 2 2 2 3 3
2000 09 04    11  1 1 2 1 2 2 4 4    10  2 1 2 3 2 2 4 2    14  1 1 2 2 2 4 5 4
2000 09 05     8  1 1 1 1 2 4 2 2     6  2 1 1 0 2 3 2 1     8  2 2 2 2 2 3 3 3
2000 09 06    11  2 0 0 2 2 3 4 4     8  2 0 1 0 2 3 3 3    11  2 1 2 1 2 3 3 4
2000 09 07    12  3 3 3 2 3 2 2 3    25  3 2 4 6 4 4 2 2    16  3 3 4 3 3 3 3 3
2000 09 08    14  3 2 3 3 4 3 2 3    27  2 0 4 4 6 4 4 3    21  3 3 3 5 4 4 3 3
2000 09 09     6  3 2 2 2 2 1 0 0     4  3 2 1 1 1 1 0 0     7  3 2 2 2 2 2 1 2
2000 09 10     2  0 0 1 1 1 1 1 1     4  0 1 0 3 2 1 1 1     5  1 1 1 2 2 2 2 2
2000 09 11     3  0 0 0 1 2 2 1 2     2  0 0 0 0 1 2 1 0     5  1 0 1 2 2 2 2 2
2000 09 12    11  2 3 2 3 3 1 2 3    30  2 2 2 6 5 5 4 3    20  2 3 2 5 5 3 4 4
2000 09 13     8  3 4 1 1 1 1 1 1    11  3 4 1 4 2 2 1 0    10  3 4 2 2 2 3 2 2
2000 09 14     3  1 2 2 1 1 1 0 0    -1 -1 3-1 3 0 1 0-1     6  1 3 2 2 2 2 1 1
2000 09 15    13  1 4 1 1 3 2 3 4    23  4 2 4 4 4 4 3 4    10  1 3 1 1 2 2 3 4
2000 09 16    14  2 2 3 2 2 1 3 5    38  3 1 5 5 5 5 5 5    21  4 2 4 4 3 3 3 5
2000 09 17    32  5 4 2 2 3 4 5 6    59  4 5 2 3 6 4 4 8    40  4 4 2 3 4 4 5 7
2000 09 18    28  5 4 4 4 4 5 2 3    41  6 4 3 4 4 7 2 2    45  7 5 4 5 5 5 3 3
2000 09 19    15  3 2 2 3 5 2 2 3    43  3 5 3 6 6 4 5 4    27  3 3 3 5 6 4 3 4
2000 09 20    12  4 4 0 2 3 1 2 2    20  3 4 1 3 6 2 2 2    13  4 4 1 2 3 2 3 2
2000 09 21     7  2 2 1 2 3 1 2 2    19  2 3 5 5 3 2 2 1     9  2 2 2 3 3 3 2 2
2000 09 22     6  2 2 2 1 2 1 2 1    10  2 4 2 3 3 1 1 1     7  3 2 2 2 3 2 2 2
2000 09 23     6  2 3 1 1 2 1 1 2    13  2 4 1 4 1 1 1 4     7  2 3 1 1 2 2 2 2
2000 09 24     9  1 1 1 1 2 3 4 3    -1 -1-1-1-1-1-1-1-1    10  1 0 1 2 3 3 4 3
2000 09 25    13  2 2 3 3 3 2 3 4    30  2 1 5 6 4 5 3 3    16  2 2 3 4 4 3 3 4
2000 09 26    17  4 4 3 3 3 2 3 3    37  3 3 5 6 6 4 3 3    21  4 4 4 4 4 4 3 3
2000 09 27     8  3 2 2 2 2 1 2 2    13  3 2 3 5 2 2 2 1    11  3 3 3 3 3 2 2 2
2000 09 28     9  2 4 2 3 2 2 0 0    20  2 3 2 5 5 4 1 1    12  2 4 2 3 4 3 2 1
2000 09 29     5  2 2 1 2 2 1 1 1     6  1 1 0 3 3 2 1 1     7  3 2 1 2 2 2 2 2
2000 09 30    25  3 3 4 5 4 3 4 4    69  2 4 7 7 6 5 4 6    45  3 4 6 6 5 5 5 5
2000 10 01     9  4 3 3 1 1 1 1 1    17  4 3 3 5 3 2 2 1    13  4 4 3 3 2 3 2 2
2000 10 02     6  1 1 1 1 2 3 2 2    20  1 1 2 4 3 6 3 2    11  1 2 2 2 3 4 3 3
2000 10 03    19  4 4 4 3 4 3 1 2    51  4 6 6 6 6 5 2 2    37  4 5 5 5 6 4 1 3
2000 10 04    25  2 3 5 5 4 3 3 4    78  2 2 6 6 7 7 7 4    45  1 3 5 5 6 5 4 5
2000 10 05    58  5 6 7 6 5 5 2 3   105  4 5 5 8 8 7 5 5    96  5 7 7 7 7 6 4 4
2000 10 06     3  1 1 0 0 1 1 2 1     5  3 1 2 2 2 0 1 0     6  2 1 1 2 2 3 2 2
2000 10 07     6  1 2 2 2 3 1 1 0     9  0 1 3 4 3 2 1 0     7  2 1 1 2 2 3 2 2
2000 10 08     1  0 1 0 0 0 0 0 2     0  0 0 0 0 0 0 0 0     5  1 1 1 1 2 2 2 3
2000 10 09     2  0 0 0 0 1 1 1 1     8  1 1 0 0 1 1 4 4     5  1 1 1 1 2 2 2 2
2000 10 10     7  1 1 3 3 2 1 1 1    14  0 2 4 5 3 2 1 1    12  2 2 4 4 3 3 3 2
2000 10 11    13  4 4 2 2 3 2 2 1    20  2 4 3 3 6 2 2 1    14  3 4 3 2 4 2 2 2
2000 10 12     5  2 1 1 1 2 1 0 3     7  1 1 2 3 2 2 1 2     8  3 1 2 2 2 3 2 3
2000 10 13    22  5 5 3 3 3 3 3 1    20  5 5 2 2 3 3 3 1    27  5 6 3 3 3 4 3 3
2000 10 14    27  3 3 4 4 5 4 4 4    -1  3 6-1-1-1-1-1-1    42  3 3 5 6 6 5 4 4
2000 10 15     9  1 2 1 1 3 3 3 3    -1 -1-1-1-1-1-1-1-1     8  2 2 1 1 2 3 3 3
2000 10 16    11  4 2 1 2 2 3 3 2    -1 -1-1-1-1-1-1 2 2     8  4 2 1 1 2 2 2 2
2000 10 17     8  3 2 1 2 3 1 2 2     8  3 2 1 3 2 2 2 2     9  3 3 1 3 2 2 3 2
2000 10 18     6  2 2 1 2 2 1 1 2    11  2 2 1 4 4 2 2 1     8  2 2 1 3 3 2 2 2
2000 10 19     9  3 2 3 1 3 1 1 2    10  1 2 4 3 3 2 1 1     9  3 3 3 2 3 2 2 2
2000 10 20     2  1 1 0 1 0 0 1 0    -1  0 0 0-1-1 0 1 0     4  1 1 0 1 2 2 1 2
2000 10 21     5  1 0 0 1 3 3 1 0     3  0 0 0 0 3 1 1 0     4  1 0 0 1 2 2 2 1
2000 10 22     7  0 0 1 2 3 3 2 2    35  0 0 0 4 6 6 6 3    13  1 1 1 3 4 4 4 3
2000 10 23    13  4 3 4 2 3 1 2 1    23  3 4 4 6 4 1 1 1    15  4 3 4 4 3 2 2 2
2000 10 24    10  3 1 2 3 4 1 1 1    32  1 1 6 6 6 2 1 1    11  2 2 3 4 3 2 2 2
2000 10 25     9  0 1 3 3 4 2 2 1    -1  0 1 4 5 6 1-1 0     8  1 0 2 3 3 2 2 2
2000 10 26     9  2 2 3 3 3 2 1 2    17  1 3 4 4 5 2 1 1     7  2 2 2 3 2 2 1 2
2000 10 27     3  2 0 1 1 1 1 1 1     6  3 0 1 3 3 0 1 0     5  2 0 2 2 2 2 1 1
2000 10 28    17  0 1 2 4 4 3 2 5    32  0 0 2 6 7 2 2 3    19  2 0 3 5 4 3 3 5
2000 10 29    24  5 5 3 5 3 3 2 1    41  2 6 4 5 5 6 4 2    26  5 5 4 4 4 3 3 2
2000 10 30    -1  5 2 3 3 2 1-1 0    -1  3 3 1 5 3 3-1 0    13  5 3 2 4 1 3 2 1
2000 10 31     8  3 2 2 1 1 3 2 2    15  1 1 3 5 2 3 3 3    11  3 2 2 3 2 4 3 3
2000 11 01     4  2 2 1 0 0 1 1 2     7  3 2 3 0 2 2 1 1     6  2 2 2 1 2 2 2 2
2000 11 02     1  1 0 0 0 1 0 1 0    -1  2 0 0 0-1 0 0 0     4  2 1 0 1 1 2 2 1
2000 11 03     5  0 0 0 2 3 2 2 2     8  0 0 0 0 4 2 4 1     5  0 0 1 2 2 2 2 2
2000 11 04    17  3 4 3 3 3 3 4 2    30  1 5 4 6 4 3 4 3    23  2 5 4 4 4 4 4 3
2000 11 05     8  3 2 1 0 3 2 2 2    20  3 3 1 4 4 5 3 2    10  3 3 1 1 3 3 3 3
2000 11 06    28  3 3 3 5 4 4 5 4   102  3 4 5 7 8 8 6 4    42  3 4 3 6 6 5 6 4
2000 11 07    29  5 5 5 4 3 2 4 3    40  3 5 6 5 5 4 5 1    39  5 5 6 6 4 4 4 2
2000 11 08    14  1 3 4 4 3 3 1 2    -1 -1-1-1-1-1-1-1-1    15  2 3 4 4 3 3 1 3
2000 11 09    10  3 1 1 1 3 3 2 3    21  2 2 1 3 5 5 4 3    11  3 1 1 1 3 3 3 3
2000 11 10    29  4 3 5 6 5 3 3 2    37  3 4 5 6 4 5 5 3    41  4 3 6 6 6 4 3 3
2000 11 11    11  2 3 2 2 2 3 3 3    32  3 3 2 6 5 5 4 3    12  2 3 2 3 3 3 3 3
2000 11 12    20  3 5 4 4 3 3 2 2    44  3 4 6 6 5 6 3 2    21  3 5 4 4 3 4 2 2
2000 11 13     5  1 3 0 1 2 1 2 1    10  1 1 0 3 4 3 2 2     8  1 3 1 2 2 3 3 3
2000 11 14     4  2 3 0 1 0 1 0 1     3  1 2 0 1 2 1 1 0     5  1 2 0 1 2 2 2 2
2000 11 15     3  1 1 0 1 1 1 1 1     3  1 1 2 0 1 0 1 1     5  1 1 2 1 2 2 2 2
2000 11 16     1  1 0 0 0 0 0 0 1    -1  0 0 4 0 0 0 0-1     4  1 0 1 1 2 1 2 3
2000 11 17     3  1 1 1 2 2 1 0 0    -1 -1-1-1-1-1-1 0 0     4  1 0 1 2 2 2 1 1
2000 11 18     4  0 0 0 0 2 2 2 2     2  0 0 0 0 0 1 1 2     6  0 0 1 1 2 2 3 3
2000 11 19     7  1 2 2 2 2 1 3 2    16  1 1 4 6 2 1 0 1     7  1 2 2 3 2 2 2 2
2000 11 20     7  1 1 4 2 2 2 1 0    16  0 1 3 4 4 5 2 0     9  1 1 3 2 3 3 3 1
2000 11 21     7  2 2 2 2 2 2 2 1    -1  3 1 4-1 3 4 3 1     9  3 2 2 2 3 3 3 2
2000 11 22     7  1 2 2 2 3 2 1 1    17  2 0 1 4 5 5 1 1     7  2 1 1 2 3 3 2 2
2000 11 23     4  0 2 0 2 2 1 1 0    10  1 2 1 4 4 2 2 0     7  1 3 1 2 3 3 2 1
2000 11 24     9  0 2 1 3 1 3 3 3     8  0 1 2 3 1 1 2 4     9  1 2 2 2 1 3 3 3
2000 11 25     4  3 2 0 0 0 1 2 0     3  2 2 0 0 0 1 1 1     7  3 3 0 1 1 2 3 2
2000 11 26    19  1 2 3 2 4 4 3 5    28  0 0 4 3 4 6 4 5    22  1 1 3 2 4 4 5 5
2000 11 27    27  5 5 5 4 3 2 3 2    51  5 5 7 6 4 4 4 2    38  6 5 6 4 4 3 3 4
2000 11 28    18  3 3 4 4 4 2 2 3    65  2 5 7 6 7 5 4 4    37  3 3 6 5 6 6 4 4
2000 11 29    32  5 6 5 3 4 3 2 3    62  5 6 7 5 6 5 4 4    52  5 7 6 5 6 4 2 3
2000 11 30     4  0 1 1 2 2 1 1 1     8  1 1 2 3 2 3 2 1     6  1 1 2 2 2 3 2 2
2000 12 01     3  2 1 0 2 1 1 0 0    12  1 1 0 3 5 4 1 0     6  2 2 0 2 2 3 2 2
2000 12 02     3  0 0 1 1 2 2 1 1     6  0 0 1 1 3 4 1 0     4  1 0 1 2 2 2 2 2
2000 12 03     7  0 1 3 1 3 1 3 0    22  0 0 4 4 5 5 4 0    12  1 1 3 3 4 4 3 1
2000 12 04     8  1 2 2 2 1 1 1 4    14  0 3 3 5 4 0 1 1    10  2 3 3 3 2 2 3 2
2000 12 05     4  1 1 0 1 3 1 1 1    -1  1 1 1-1-1-1 1 0     4  1 1 1 1 2 2 2 1
2000 12 06     6  1 1 2 1 2 2 2 2    10  0 0 3 2 4 4 1 1     7  0 1 3 2 2 3 2 2
2000 12 07     8  2 2 3 2 2 1 1 3    24  2 3 3 5 5 4 3 3    13  2 3 3 3 4 3 2 3
2000 12 08    11  3 3 2 3 3 2 2 2    28  2 2 4 3 6 5 4 3    17  4 4 3 3 4 4 3 2
2000 12 09    13  2 3 3 2 3 3 3 3    -1  4 3-1-1-1-1-1-1    16  3 4 3 3 3 3 3 4
2000 12 10     9  3 2 2 3 2 2 2 2    -1 -1-1-1-1-1-1-1-1     9  3 3 2 3 2 3 2 2
2000 12 11     7  3 2 2 2 2 1 2 2    -1 -1-1-1-1-1-1 1 1     7  3 2 2 2 2 2 2 2
2000 12 12     3  1 0 0 1 1 1 2 1     7  0 1 0 4 3 1 1 1     5  1 1 1 2 2 2 2 1
2000 12 13     4  3 1 1 1 1 1 0 1    -1  1 1 0 1 4-1 0 1     4  2 1 0 1 2 2 2 1
2000 12 14     2  0 0 0 1 2 1 1 1     6  3 0 0 2 4 0 0 0     4  1 0 0 1 2 2 2 2
2000 12 15     3  1 1 1 1 1 0 0 2     2  1 0 0 2 1 0 0 0     3  0 0 0 1 2 2 1 1
2000 12 16     4  0 1 1 1 2 2 0 2     1  0 0 0 0 1 0 1 1     4  0 0 0 1 2 3 1 2
2000 12 17     6  1 1 1 1 3 2 2 1    15  0 2 2 3 5 4 3 1     8  1 2 1 2 3 3 3 1
2000 12 18     7  1 3 2 2 2 2 1 2    13  1 2 2 5 3 3 2 1    10  2 3 3 3 2 3 2 3
2000 12 19     2  2 1 0 1 1 1 0 0     8  4 0 1 4 2 0 1 0     5  2 1 1 2 2 3 3 1
2000 12 20     2  0 0 1 1 1 1 1 1    -1  0-1-1-1-1-1-1-1     4  1 0 1 2 2 2 2 1
2000 12 21     5  0 1 0 3 2 2 1 2     2  0 0 0 2 2 2 0 0     5  0 0 0 3 2 2 2 1
2000 12 22     6  0 1 1 1 1 0 2 4     5  0 0 2 1 2 2 1 3     7  1 1 1 2 1 3 2 3
2000 12 23    12  3 5 2 2 2 1 1 2    22  3 5 4 5 3 3 2 1    20  4 5 4 4 4 3 2 2
2000 12 24     4  2 2 0 0 2 1 2 1     2  0 2 0 0 0 1 2 0     5  1 2 1 1 2 2 2 2
2000 12 25     6  2 1 1 2 3 2 1 2    10  0 0 0 0 5 4 0 1     6  1 1 0 1 3 3 1 2
2000 12 26     4  1 1 1 1 1 2 1 2     4  0 0 2 3 0 0 1 1     4  1 1 0 1 1 2 2 2
2000 12 27     7  2 1 1 1 3 2 2 2    12  1 0 1 3 4 4 3 1     7  1 1 1 1 3 3 3 1
2000 12 28     4  1 1 1 1 3 1 1 0     6  1 0 2 3 3 2 1 0     5  2 1 1 2 3 1 1 0
2000 12 29     6  2 3 2 0 1 2 1 1     7  0 2 3 3 1 2 1 1     6  1 3 2 2 1 1 2 2
2000 12 30     4  2 1 1 2 2 0 0 1     3  0 0 0 2 3 0 1 0     2  1 0 0 1 1 1 1 1
2000 12 31     1  0 0 0 2 1 1 0 0     1  0 0 0 2 0 0 0 0     2  1 0 0 1 1 0 1 0
