:Product: Daily Geomagnetic Data     2010_DGD.txt
:Issued: 1900 UT 07 Jan 2011
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                   2010 Daily Geomagnetic Data
#

                 Middle Latitude        High Latitude            Estimated
               - Fredericksburg -     ---- College ----      --- Planetary ---
   Date        A     K-indices        A     K-indices        A     K-indices
2010 08 11     9  4 2 4 1 0 2 0 1    16  3 3 5 3 3 3 1 0    10  3 3 3 2 2 1 1 1
2010 08 12     3  1 1 1 1 1 0 1 1     5  0 1 2 2 3 0 1 1     4  2 2 1 1 1 0 0 1
2010 08 13     3  1 2 0 1 1 1 1 1     1  1 1 0 0 0 0 0 0     4  1 2 0 1 1 1 1 1
2010 08 14     2  1 0 0 0 1 1 1 1     2  1 0 0 1 1 0 1 1     3  1 0 0 1 1 1 1 2
2010 08 15     5  2 2 0 1 2 1 2 2     4  1 1 0 1 3 0 1 1     5  2 2 0 1 1 1 1 2
2010 08 16     4  2 2 1 1 1 1 1 1     8  1 2 2 3 3 2 1 1     7  2 3 1 2 2 2 2 2
2010 08 17     3  1 1 1 0 1 1 1 1     3  1 1 1 1 2 1 0 1     5  1 1 1 1 2 1 2 2
2010 08 18     3  1 3 1 0 1 0 0 0     3  1 2 1 1 2 0 0 0     5  2 2 1 1 2 1 2 1
2010 08 19     3  0 1 1 2 2 1 0 0     2  1 1 1 2 0 0 0 0     5  1 2 1 2 0 1 2 1
2010 08 20     1  0 0 0 0 1 1 0 1     2  1 0 0 1 2 0 1 0     4  1 0 0 0 2 2 2 2
2010 08 21     3  0 1 1 1 1 1 1 1     0  0 0 0 0 0 0 0 0     3  1 1 0 0 2 1 1 1
2010 08 22     0  0 0 0 0 0 0 0 0     0  0 0 0 0 1 0 0 0     4  1 0 0 0 1 2 2 2
2010 08 23     5  0 0 0 1 1 1 1 4     2  0 0 0 0 1 1 1 1     7  1 0 0 0 1 2 2 4
2010 08 24    13  3 3 2 2 3 2 2 4    47  3 5 5 6 7 4 2 2    18  4 4 3 3 4 3 2 4
2010 08 25    15  4 5 2 2 2 2 2 2    31  4 4 3 6 5 4 2 3    20  5 5 2 3 3 2 2 3
2010 08 26    11  3 2 3 1 2 1 4 2    18  4 3 4 5 3 2 1 0    11  3 4 3 2 2 2 2 2
2010 08 27    10  2 2 3 3 2 2 1 3    20  2 3 3 6 3 3 1 2    14  2 3 3 4 3 3 2 4
2010 08 28     5  3 1 2 1 1 1 1 1    15  3 2 3 5 4 1 1 1     7  3 2 3 1 2 1 1 2
2010 08 29     2  1 0 1 0 0 0 1 1     1  1 0 1 0 0 0 0 1     2  2 0 1 0 0 0 0 1
2010 08 30     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 1     2  1 0 0 0 0 0 0 1
2010 08 31     2  0 0 0 1 2 1 1 1     1  0 0 0 0 0 1 1 0     2  1 0 0 0 1 0 1 1
2010 09 01     3  0 1 0 1 1 1 2 1     3  1 1 0 0 0 1 2 2     4  1 0 0 0 0 2 2 2
2010 09 02     5  2 1 2 2 1 2 1 1    12  2 2 3 5 1 3 0 0     8  2 2 2 3 1 2 2 2
2010 09 03     3  3 0 0 0 1 0 1 0     1  0 0 0 1 0 0 0 0     4  1 0 0 0 1 2 3 2
2010 09 04     0  0 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     3  1 0 0 0 1 1 2 1
2010 09 05     4  0 0 0 1 0 1 2 3     1  0 0 0 0 0 0 1 2     4  0 0 0 0 0 1 1 3
2010 09 06     6  1 3 2 2 1 1 1 2     8  2 4 2 2 2 1 0 1     8  2 3 1 1 1 1 2 2
2010 09 07     7  2 2 2 2 2 2 2 2    10  2 2 1 4 3 2 2 2     9  2 2 1 3 2 3 2 2
2010 09 08     8  2 3 1 2 3 2 2 1    21  2 2 1 3 6 5 2 0    10  2 3 0 2 3 3 2 2
2010 09 09     4  1 0 0 1 2 3 1 1     6  1 0 0 1 4 3 0 1     4  1 0 0 1 2 2 0 2
2010 09 10     2  1 1 0 1 0 1 0 0     1  2 0 0 0 0 0 0 0     2  1 1 0 0 0 0 0 0
2010 09 11     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 0 1 1
2010 09 12     1  0 0 1 0 0 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2010 09 13     1  0 0 0 0 1 2 0 0     1  0 0 0 1 0 1 0 0     2  0 0 0 0 1 2 0 1
2010 09 14     7  1 1 3 2 1 1 3 2     8  1 2 3 2 2 2 2 2     9  1 2 3 2 1 2 3 3
2010 09 15     4  3 1 2 2 1 0 0 0    -1  3 1 2 2 0 0-1-1     7  4 1 2 2 1 1 1 1
2010 09 16     5  0 1 0 0 2 2 3 2     2 -1-1-1-1-1-1-1 2     6  1 0 1 0 1 3 3 2
2010 09 17     7  2 3 3 1 2 1 1 1    12  2 2 4 4 3 1 1 1     8  2 3 3 2 2 2 2 1
2010 09 18     2  2 1 1 1 1 0 0 0     3  2 1 2 2 0 0 0 0     4  3 1 1 1 1 1 0 1
2010 09 19     2  1 1 0 1 0 1 1 1     3  1 1 1 2 2 0 0 0     4  1 1 0 1 1 1 1 1
2010 09 20     3  0 2 0 0 1 1 2 0     1  0 0 0 1 0 0 1 0     4  0 2 0 1 0 1 2 1
2010 09 21     5  1 2 2 1 1 0 3 0     5  1 1 2 4 0 0 0 1     6  2 2 2 1 1 1 2 1
2010 09 22     1  1 0 0 0 0 1 0 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 0 1 2
2010 09 23     6  1 2 2 2 2 1 2 1     3  1 0 1 2 1 1 1 1     5  2 1 1 1 1 1 1 1
2010 09 24     9  1 2 3 1 2 3 2 3    17  1 2 4 4 4 4 2 2    13  1 3 3 3 3 3 2 3
2010 09 25     5  2 3 2 1 2 1 0 0     8  3 2 3 3 1 1 0 1     7  3 3 2 1 1 1 1 1
2010 09 26     8  2 1 1 1 3 2 3 2     8  0 0 2 0 4 4 1 1     6  1 1 2 1 2 2 2 2
2010 09 27     5  2 0 1 1 2 2 2 2     5  1 1 1 0 2 3 2 1     6  1 0 0 0 2 2 3 2
2010 09 28     7  2 1 3 2 2 2 2 1    22  1 2 6 5 4 2 1 0     7  1 1 3 2 2 2 2 1
2010 09 29     2  1 2 1 0 1 0 0 0     3  1 1 1 1 2 1 0 0     5  1 3 1 0 2 1 1 1
2010 09 30     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 0 0 1
2010 10 01     0  0 1 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     3  1 0 0 0 2 1 1 1
2010 10 02     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 2 1 1 1
2010 10 03     1  1 1 0 1 0 0 0 0     0  0 0 0 1 0 0 0 0     3  1 0 0 1 1 1 0 1
2010 10 04     2  0 0 0 0 1 1 1 1     0  0 0 0 0 1 0 0 0     3  0 0 0 0 2 1 1 2
2010 10 05     6  1 2 3 2 2 1 1 0    12  2 0 4 4 4 2 0 0     6  1 2 3 2 1 2 1 1
2010 10 06     5  1 0 2 2 3 1 1 1    13  0 0 3 4 5 2 1 0     8  1 0 2 2 3 2 3 1
2010 10 07     2  1 1 1 0 1 1 0 1    10  0 0 4 4 4 0 0 0     4  1 2 1 1 1 1 0 1
2010 10 08     3  2 1 0 1 1 1 0 1     5  3 1 1 3 0 0 1 0     4  3 1 1 1 0 1 0 1
2010 10 09     3  1 1 1 1 1 2 1 0     4  0 0 0 4 0 1 1 0     4  1 1 1 1 1 1 0 1
2010 10 10     1  0 0 0 0 1 0 0 1     3  0 0 0 2 3 0 0 1     2  0 0 0 0 1 0 0 1
2010 10 11    10  1 2 2 3 4 2 2 2    49  0 0 4 6 6 7 5 3    20  1 2 3 4 5 4 3 2
2010 10 12     7  3 2 2 1 2 1 1 2    15  2 3 3 3 4 4 1 2    10  3 3 3 1 2 3 2 2
2010 10 13     3  1 1 1 1 0 1 1 1     4  2 1 1 2 2 1 0 0     4  2 1 2 1 1 1 1 1
2010 10 14     0  1 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 0 0 1
2010 10 15     3  0 1 0 1 1 1 1 2     3  0 0 0 1 3 0 1 0     5  0 1 0 1 1 1 3 1
2010 10 16     3  1 1 1 0 1 1 2 1     5  1 0 1 0 2 3 1 2     6  1 2 1 0 1 1 3 2
2010 10 17    10  2 3 4 2 1 1 2 2    22  2 2 6 5 4 1 1 1    11  2 3 4 3 1 0 2 3
2010 10 18     3  2 0 0 1 0 0 1 2     4  1 0 1 3 1 0 1 2     5  2 0 0 1 1 1 2 3
2010 10 19     7  2 2 2 1 2 1 3 1     7  2 3 3 3 1 0 0 1     5  2 2 2 1 1 0 0 2
2010 10 20     3  2 0 0 1 2 0 1 0     5  1 1 0 1 4 0 0 0     4  2 0 0 1 2 0 1 1
2010 10 21     1  1 0 0 0 1 1 0 0     2  1 0 0 0 2 1 0 0     3  1 0 0 0 2 1 1 1
2010 10 22     4  0 1 2 1 1 1 2 2     5  0 0 3 2 2 1 1 1     6  0 1 2 1 1 2 2 3
2010 10 23    16  4 2 3 3 3 3 2 4    40  2 3 4 6 7 4 2 3    23  3 2 4 4 5 4 2 4
2010 10 24    10  3 3 2 2 2 2 3 1    24  3 4 3 5 5 3 3 2    14  3 4 2 3 3 2 4 1
2010 10 25     4  1 1 1 1 2 1 2 1     9  1 1 2 3 4 2 1 2     6  2 1 1 1 2 1 3 1
2010 10 26     6  3 1 2 2 1 1 2 1     7  2 1 2 2 1 2 3 2     8  3 2 2 2 1 2 2 2
2010 10 27     3  0 1 1 1 1 1 2 1     2  1 1 0 1 1 0 1 0     4  1 1 1 0 1 0 2 2
2010 10 28     2  0 0 0 1 1 1 1 0     4  1 0 0 3 2 1 1 0     3  0 0 0 0 1 1 1 1
2010 10 29     2  1 1 1 0 1 0 0 0     2  1 0 0 0 2 2 0 0     3  1 1 0 0 1 2 0 0
2010 10 30     2  0 0 0 1 1 1 0 1     0  0 0 0 0 0 1 0 0     2  0 0 0 1 1 2 0 0
2010 10 31     4  0 2 1 2 2 1 1 1     1  0 0 0 0 1 0 1 0     3  0 2 0 1 2 0 0 1
2010 11 01     2  0 0 1 0 2 0 1 0     0  0 0 0 0 0 0 0 0     2  0 1 1 0 1 0 0 1
2010 11 02     1  0 0 1 1 1 0 0 0     2  0 0 2 2 1 0 0 0     2  0 0 1 1 1 1 0 0
2010 11 03     2  1 1 1 1 1 0 1 0     6  0 0 2 2 4 1 1 0     4  1 1 1 1 1 1 1 1
2010 11 04     2  1 1 0 1 1 1 0 1     7  0 0 1 4 4 0 0 0     3  1 1 0 1 2 0 0 1
2010 11 05     2  0 0 1 1 1 2 1 0     4  0 0 2 3 2 0 0 0     2  0 0 1 1 1 1 0 0
2010 11 06     1  0 0 0 0 0 2 0 0     0  0 0 0 1 0 0 0 0     1  0 0 0 0 0 1 0 1
2010 11 07     1  1 0 0 0 1 0 1 0     1  0 0 0 0 0 0 1 1     1  1 0 0 0 0 0 1 0
2010 11 08     2  0 0 1 1 2 1 1 0     3  0 0 0 1 3 1 1 0     3  0 0 1 0 2 2 1 1
2010 11 09     1  0 2 0 0 0 0 0 0     1  0 0 1 1 1 0 0 0     3  1 2 1 1 0 0 0 0
2010 11 10     3  0 0 0 0 0 1 2 3     1  0 0 1 0 0 0 1 1     4  0 0 0 0 0 1 2 3
2010 11 11    12  3 2 1 3 3 2 1 4    24  1 0 2 5 6 4 3 3    15  3 1 2 3 4 3 2 4
2010 11 12     9  3 3 2 3 2 1 1 2    24  3 3 3 6 5 2 1 2    15  4 3 3 4 3 2 2 2
2010 11 13     4  1 1 1 1 1 1 2 1     6  1 0 1 3 3 1 1 2     8  2 0 1 1 2 2 3 3
2010 11 14     5  1 2 1 1 1 2 2 2     6  1 0 0 2 1 3 3 2     7  1 2 0 0 1 3 3 3
2010 11 15     5  1 3 1 2 1 1 0 2     8  2 1 3 4 2 0 0 2     7  2 3 1 2 1 1 1 3
2010 11 16     4  3 0 0 1 1 2 1 1     8  2 1 0 3 4 3 0 0     6  3 1 0 1 2 3 1 1
2010 11 17     3  1 2 1 1 1 1 0 0     2  0 2 1 0 0 0 1 0     4  1 3 1 0 1 1 0 1
2010 11 18     4  0 2 1 2 2 1 1 0     4  0 2 1 3 1 1 1 0     5  1 2 1 1 1 1 2 1
2010 11 19     2  1 1 0 1 1 0 0 0     1  0 0 1 1 0 0 0 0     2  1 1 0 0 1 1 0 0
2010 11 20     2  0 0 2 1 1 0 0 0     1  0 0 1 0 1 0 0 0     2  0 0 1 0 0 0 0 0
2010 11 21     2  1 0 0 2 1 0 1 1     5  0 0 0 4 2 1 1 0     3  1 0 0 2 1 0 0 1
2010 11 22     4  0 1 1 2 2 2 1 1     6  0 0 1 4 3 1 1 0     4  1 1 1 2 2 1 0 1
2010 11 23     7  1 1 3 1 1 3 2 1    10  0 1 3 1 3 4 2 2     8  2 1 3 1 1 3 3 2
2010 11 24     3  0 1 1 1 1 1 2 1     7  1 0 2 3 3 1 2 1     4  1 1 1 1 1 1 2 2
2010 11 25     2  0 1 1 1 1 0 1 0     3  0 1 1 2 2 0 0 0     4  1 2 1 1 1 1 1 0
2010 11 26     0  0 0 0 0 0 0 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 1 1 1 1
2010 11 27     5  0 0 0 0 1 2 3 3     4  0 0 0 0 0 1 3 3    12  0 0 0 0 1 1 6 4
2010 11 28     7  2 3 2 1 1 2 2 1     7  3 3 1 0 2 2 1 2     6  2 2 1 0 1 2 3 1
2010 11 29     2  0 0 1 1 1 0 1 1     4  0 0 2 3 2 0 0 0     3  0 0 1 1 1 1 1 0
2010 11 30     2  1 1 0 1 1 1 1 0     3  0 0 0 3 0 2 1 1     3  0 1 0 1 1 1 1 0
2010 12 01     1  0 0 0 0 0 1 1 0     1  0 0 1 0 0 0 1 0     2  1 0 0 0 0 0 1 1
2010 12 02     1  1 1 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     3  2 1 0 0 1 0 0 0
2010 12 03     0  0 1 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 1 0 0 0 0 0 0
2010 12 04     1  0 0 0 0 0 1 1 0     0  0 0 1 0 0 0 0 0     1  0 0 1 0 0 0 0 0
2010 12 05     0  0 0 0 0 0 0 0 1     0  0 0 0 1 0 0 0 0     1  0 0 0 0 0 0 0 1
2010 12 06     3  0 1 1 0 1 2 2 0     2  0 0 0 2 0 1 1 0     2  0 0 0 1 1 1 1 1
2010 12 07     3  0 0 1 1 2 2 1 1     3  0 0 0 1 3 1 1 1     4  1 0 1 0 2 1 1 1
2010 12 08     3  1 1 0 0 1 2 2 0     6  1 0 1 1 2 3 2 2     3  1 1 0 0 1 0 3 1
2010 12 09     0  0 0 1 0 0 0 0 0     1  1 0 2 0 0 0 0 0     2  1 1 1 0 0 0 0 1
2010 12 10     0  0 0 0 0 0 0 0 0     1  0 0 0 2 0 0 0 0     0  0 0 0 0 0 0 0 0
2010 12 11     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2010 12 12     3  0 0 0 0 2 2 1 2     2  0 0 0 0 0 2 2 1     4  0 0 0 0 1 3 1 2
2010 12 13     5  2 2 1 0 1 1 2 2     7  2 1 3 2 2 1 1 2     5  2 2 2 0 0 0 2 2
2010 12 14    10  1 2 2 2 2 3 3 3    19  2 1 2 4 5 4 3 3    11  1 2 2 3 3 3 2 3
2010 12 15     8  3 4 1 1 2 1 1 0    11  3 2 2 2 4 3 1 1     9  3 4 1 1 1 1 1 1
2010 12 16     4  2 1 2 1 0 2 1 0     4  1 1 3 1 0 1 2 0     5  2 1 2 1 0 1 1 1
2010 12 17     2  2 1 0 0 1 1 1 0     4  1 1 0 0 1 2 3 1     3  2 1 0 0 1 1 1 1
2010 12 18     2  0 1 0 0 1 1 1 0     3  0 1 0 0 3 1 0 0     2  1 1 0 0 1 0 0 1
2010 12 19     2  1 1 0 0 0 0 0 2     0  0 0 0 0 0 0 0 1     1  1 0 0 0 0 0 0 2
2010 12 20     6  1 3 1 2 1 1 2 2    17  0 2 4 5 4 3 2 2     8  1 3 2 2 2 2 2 3
2010 12 21     1  0 0 0 0 0 1 1 0     1  0 0 0 1 1 0 0 0     1  0 1 0 0 1 0 0 0
2010 12 22     1  0 0 0 0 1 2 0 0     0  0 0 0 1 0 0 0 0     0  0 0 0 0 0 0 0 0
2010 12 23     1  0 0 0 0 0 2 0 1     1  0 0 0 2 0 0 0 0     0  0 0 0 0 0 0 0 0
2010 12 24     3  1 2 1 0 1 2 0 0     3  0 0 2 2 2 1 0 0     3  1 2 1 0 1 1 0 0
2010 12 25     4  1 1 2 1 0 2 1 1     4  0 0 2 2 2 2 1 0     5  1 2 2 1 1 2 1 1
2010 12 26     2  1 0 1 0 1 1 1 1     1  0 0 1 1 1 0 0 0     2  1 0 1 0 0 0 0 1
2010 12 27     1  1 0 0 0 0 0 0 1     1  0 1 0 0 0 0 0 1     2  1 0 0 0 0 0 0 1
2010 12 28     8  0 0 0 1 4 3 3 1    40  0 0 0 2 7 7 4 1    13  0 0 0 1 5 4 3 1
2010 12 29     3  2 1 1 0 1 1 1 0     4  0 0 1 2 3 0 1 0     3  1 0 1 0 1 1 1 0
2010 12 30     4  0 0 1 2 2 2 2 0     6  0 0 1 2 2 4 1 0     5  0 0 1 1 1 3 2 1
2010 12 31     2  0 0 1 1 1 1 0 0     9  0 1 3 4 3 3 0 0     4  1 1 1 2 1 2 0 0
