:Product: Daily Geomagnetic Data     2008_DGD.txt
:Issued: 1800 UT 07 Jan 2009
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2008 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2008 08 09    16  2 3 3 1 2 3 3 5    18  1 3 2 3 4 5 3 3    18  3 3 2 2 2 4 5 4
2008 08 10     9  3 3 2 2 1 2 2 2    19  4 5 2 3 3 4 2 2    13  4 4 3 1 2 2 2 2
2008 08 11     6  3 2 1 1 2 1 1 2     7  2 2 1 2 4 1 1 0     7  3 2 1 1 2 1 1 2
2008 08 12     6  2 2 2 1 1 3 1 1     7  2 2 2 2 3 2 1 0     6  3 2 2 1 1 1 1 1
2008 08 13     3  2 1 0 1 1 0 1 1     2  1 1 0 1 1 0 0 1     5  2 2 1 1 1 0 1 2
2008 08 14     4  2 3 1 1 1 0 1 0     6  2 4 0 0 1 1 1 1     5  2 3 1 0 1 1 1 1
2008 08 15     3  2 2 0 0 1 1 0 1     2  2 1 1 0 0 0 0 0     4  2 2 0 0 1 1 1 1
2008 08 16     4  0 1 1 1 0 1 2 3     2  1 0 2 0 0 0 0 1     5  1 0 1 1 1 1 1 3
2008 08 17     5  3 1 1 2 1 1 0 1    10  3 1 2 4 4 1 0 0     7  3 2 1 2 2 2 2 2
2008 08 18    15  2 3 3 3 4 2 3 3    40  2 3 4 6 7 4 3 2    23  3 4 3 4 5 4 3 3
2008 08 19     7  2 2 3 2 2 1 1 2    20  3 2 4 6 3 2 1 1     8  3 3 2 2 2 1 2 2
2008 08 20     5  3 1 2 1 1 1 1 1     4  2 2 1 1 2 1 0 1     6  3 3 2 1 1 1 0 1
2008 08 21     4  0 0 1 3 1 0 1 2     4  0 0 1 4 1 0 0 0     4  0 0 1 3 1 1 1 2
2008 08 22     2  1 1 2 1 0 0 0 0     4  1 0 2 3 1 0 0 0     4  1 1 1 1 1 1 1 2
2008 08 23     2  1 1 0 0 1 0 0 1     0  0 0 0 0 1 0 0 0     2  1 1 0 0 1 0 0 1
2008 08 24     2  0 0 1 0 1 0 1 1     1  0 0 2 1 0 0 0 0     4  0 1 1 0 1 0 1 1
2008 08 25     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 0 0 1
2008 08 26     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 1 0     3  1 0 0 0 2 1 1 2
2008 08 27     2  1 2 0 1 1 0 1 0     1  1 1 0 0 0 0 0 0     3  1 2 0 0 1 1 0 1
2008 08 28     2  0 1 0 0 1 0 1 1     1  1 1 0 0 0 0 0 0     2  1 1 0 0 0 1 1 1
2008 08 29     2  0 1 1 1 1 1 0 1     2  1 0 0 0 0 1 1 1     3  1 1 0 0 1 1 1 1
2008 08 30     2  1 0 0 1 1 1 0 0     0  0 0 0 1 0 0 0 0     3  1 0 0 1 1 1 1 2
2008 08 31     2  0 0 1 1 1 1 1 1     0  0 0 0 0 0 0 1 0     3  1 0 0 0 1 2 1 2
2008 09 01     2  1 1 0 0 1 0 1 0     2  1 2 0 0 0 0 1 0     4  1 1 0 0 1 2 2 2
2008 09 02     2  1 0 1 1 1 0 1 1     4  0 0 1 3 2 0 0 1     3  1 0 0 1 1 0 1 1
2008 09 03     7  0 2 3 2 2 2 2 2     5  0 1 2 3 0 2 1 1     7  1 2 2 2 1 2 2 3
2008 09 04    17  4 5 3 3 3 2 2 1    50  5 5 6 6 6 5 2 2    33  6 6 4 4 4 3 2 1
2008 09 05     7  2 3 1 2 2 1 1 2     9  2 3 1 2 4 1 1 1     7  2 3 0 0 2 1 1 2
2008 09 06     7  3 1 1 2 2 1 2 2     9  2 2 0 3 4 2 1 1     7  3 1 0 1 3 2 2 2
2008 09 07     7  3 2 1 0 2 2 3 1     7  2 1 0 2 4 1 2 1     8  3 2 0 0 2 1 3 1
2008 09 08     9  2 3 3 2 2 2 2 1    15  2 2 4 5 3 2 2 1     8  1 3 2 2 2 2 2 2
2008 09 09     4  1 2 2 1 1 0 1 2     3  1 2 2 1 0 0 0 1     6  1 2 2 1 0 1 1 3
2008 09 10     2  1 1 1 0 0 1 1 0     2  1 1 1 1 0 1 0 0     4  1 1 0 1 1 1 1 1
2008 09 11     1  0 1 0 0 0 0 0 1     1  1 1 0 0 0 0 0 0     2  0 1 0 0 0 0 1 2
2008 09 12     0  0 0 0 0 0 0 0 0     0  1 0 0 0 0 0 0 0     2  1 0 0 0 1 0 0 1
2008 09 13     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 09 14     4  0 0 2 1 0 0 2 3     3  0 0 1 1 0 0 2 2     6  0 0 1 0 1 1 3 4
2008 09 15    11  2 2 3 4 2 2 2 2    29  3 3 6 5 5 3 2 1    15  2 3 3 4 4 3 3 2
2008 09 16     7  0 3 3 2 1 1 2 1    15  1 2 5 5 2 1 1 1     9  1 4 3 2 1 1 1 2
2008 09 17     3  2 3 0 0 0 0 0 1     1  1 1 0 0 0 0 0 0     3  2 3 0 0 0 0 0 1
2008 09 18     5  2 2 2 2 2 1 0 0    21  1 2 6 5 4 1 0 0     9  1 2 3 3 3 1 0 1
2008 09 19     3  0 2 2 2 0 1 1 0     8  0 1 3 4 3 1 1 0     5  0 1 2 2 2 1 1 2
2008 09 20     1  2 1 0 0 0 0 0 0     1  1 1 0 0 0 0 0 0     3  2 2 0 0 0 1 0 0
2008 09 21     1  0 0 0 0 1 0 0 1     1  0 0 0 0 0 1 1 0     2  1 0 0 0 1 1 0 2
2008 09 22     2  2 2 0 0 0 0 0 1     1  2 1 0 0 0 0 0 0     4  3 3 0 0 0 1 0 1
2008 09 23     2  0 0 2 1 1 0 0 0     1  0 0 1 1 1 0 0 0     3  0 0 1 1 1 1 1 1
2008 09 24     1  0 1 0 1 0 0 0 1     2  0 0 1 2 2 0 0 0     4  1 1 0 1 2 1 1 2
2008 09 25     1  0 0 0 0 0 0 1 2     1  0 0 0 0 0 0 1 1     4  0 0 0 0 1 1 3 3
2008 09 26     2  2 1 0 0 1 0 0 0     1  1 1 0 0 0 0 0 0     4  2 1 0 0 1 1 1 1
2008 09 27     1  0 0 0 0 0 1 1 1     0  0 0 0 0 0 0 1 0     2  0 0 0 0 1 1 2 1
2008 09 28     2  0 1 1 0 2 1 0 0     3  0 0 0 2 3 0 0 0     3  0 1 1 1 2 1 0 1
2008 09 29     2  0 1 1 1 1 0 0 0     3  0 0 2 3 1 0 0 0     2  0 0 2 1 1 0 0 1
2008 09 30     3  0 0 0 0 2 1 2 2     1  0 0 0 0 0 1 1 1     4  0 0 0 0 1 2 1 3
2008 10 01     7  2 1 2 2 2 2 2 2     8  2 1 3 1 3 2 2 1     6  1 1 2 1 2 2 2 2
2008 10 02    11  2 2 2 3 3 2 3 3    26  2 2 2 6 6 3 2 2    12  2 2 2 4 4 2 3 2
2008 10 03    10  3 2 2 3 2 2 2 3    32  3 2 5 6 6 3 2 2    13  3 3 3 3 3 2 2 3
2008 10 04     8  2 4 2 2 2 1 1 1    17  3 4 2 5 4 1 1 2    11  3 5 2 2 2 2 1 2
2008 10 05     3  0 1 2 0 1 2 1 1     4  1 1 2 1 2 0 1 1     4  1 2 2 1 1 1 0 1
2008 10 06     3  1 3 0 0 0 1 0 1     3  1 1 1 3 0 0 0 1     4  0 2 0 1 2 1 0 1
2008 10 07     1  0 0 0 0 1 1 1 0     1  0 0 0 0 0 1 1 0     3  0 0 0 0 2 2 1 1
2008 10 08     2  1 1 0 0 2 1 0 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 1 0 0 1
2008 10 09     1  0 0 0 0 1 0 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 1
2008 10 10     2  0 0 0 1 2 1 0 1     2  0 0 1 2 1 0 0 0     3  0 0 0 1 1 1 0 1
2008 10 11    20  1 3 3 3 4 5 4 2    40  1 1 5 5 6 6 5 2    37  1 2 3 4 6 7 5 2
2008 10 12    10  4 2 3 2 2 2 1 2    26  3 2 5 5 5 4 2 2    13  4 3 3 3 3 2 2 3
2008 10 13     7  2 3 2 2 1 1 2 2    15  2 2 5 5 2 1 1 1     9  3 3 2 2 1 3 1 2
2008 10 14     3  0 0 1 2 2 1 1 1     7  0 0 3 4 2 1 1 0     4  1 0 1 2 2 1 1 1
2008 10 15     7  2 3 3 1 1 2 1 1    15  1 3 4 4 4 2 0 1     8  2 3 3 2 1 2 1 2
2008 10 16     5  1 1 1 3 1 1 1 1     5  0 0 3 3 1 1 0 0     4  2 1 1 2 1 0 0 1
2008 10 17     1  0 1 0 0 1 0 0 0     1  0 0 0 1 2 0 0 0     2  0 1 0 0 2 1 0 0
2008 10 18     1  0 0 0 0 1 0 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2008 10 19     5  1 1 0 2 2 1 2 2     6  0 0 1 3 3 2 2 1     6  1 1 0 1 2 2 3 2
2008 10 20     2  1 0 0 0 1 1 1 1     1  1 0 0 0 0 1 0 1     2  2 0 0 0 1 1 0 1
2008 10 21     3  1 1 0 1 1 1 1 1     3  2 1 1 2 1 0 0 0     3  1 2 0 1 1 1 0 1
2008 10 22     5  0 0 0 1 1 2 3 3     5  0 0 0 0 2 3 3 1     5  0 0 0 0 1 2 3 3
2008 10 23     3  1 1 2 1 0 1 1 0     0  0 0 0 0 0 0 0 0     3  1 1 2 0 0 1 0 0
2008 10 24     0  0 1 0 0 0 0 0 0     0  0 1 0 0 0 0 0 0     2  0 0 0 0 1 1 0 1
2008 10 25     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 0 0 1
2008 10 26     3  1 2 1 0 2 1 0 1     3  0 0 0 2 2 2 0 1     4  0 2 1 1 1 1 0 1
2008 10 27     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 0
2008 10 28     5  0 0 2 2 1 2 2 2     2  0 0 0 1 0 1 2 0     4  0 0 1 1 1 2 2 2
2008 10 29    16  2 3 4 1 4 3 3 3    19  1 3 5 2 4 4 3 2    11  2 2 4 1 2 2 3 3
2008 10 30    11  3 2 2 2 2 4 2 2    18  3 2 2 5 4 4 2 1    11  3 2 2 3 2 4 3 2
2008 10 31     5  1 2 1 1 0 1 3 1     7  2 2 3 2 1 1 1 2     6  1 3 2 1 1 1 1 2
2008 11 01     0  1 0 0 0 0 0 0 0     0  1 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 1
2008 11 02     2  0 0 0 1 2 1 1 1     4  0 0 0 3 3 0 0 1     2  0 0 0 1 1 0 0 1
2008 11 03     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 1     1  0 0 0 0 0 0 0 0
2008 11 04     1  1 0 0 0 0 1 1 0     0  0 0 0 0 0 0 1 0     1  1 0 0 0 0 0 0 0
2008 11 05     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 11 06     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2008 11 07     7  0 2 2 2 2 1 2 3    13  0 0 3 5 2 1 1 4     8  0 1 2 2 2 1 2 4
2008 11 08    11  4 3 3 2 2 2 2 1    30  4 3 5 6 5 3 2 1    14  4 3 3 4 3 1 1 1
2008 11 09    10  4 3 3 2 1 1 1 2    15  2 4 3 5 2 2 1 2    12  4 3 3 2 1 1 2 2
2008 11 10     3  1 2 1 1 1 1 0 1     4  0 1 3 1 2 1 0 0     3  1 2 1 1 1 1 0 0
2008 11 11     1  0 1 0 1 1 0 0 0     0  0 0 0 1 0 0 0 0     1  0 1 0 1 0 0 0 0
2008 11 12     4  0 0 1 1 1 0 3 1     2  0 0 2 1 1 0 1 0     2  0 0 1 1 1 0 0 1
2008 11 13     2  0 1 0 0 1 2 0 0     0  0 0 0 1 0 0 0 0     1  1 0 0 0 0 0 0 0
2008 11 14     1  0 0 0 0 0 2 0 1     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2008 11 15     3  1 1 0 0 0 0 2 2     1  0 1 0 0 0 0 1 1     6  2 2 0 1 2 2 2 2
2008 11 16     7  3 4 1 1 1 0 1 1    11  3 4 2 2 4 1 1 0     8  4 4 1 0 1 0 0 1
2008 11 17     2  2 1 0 0 0 0 1 0     1  0 1 0 0 0 0 1 0     2  2 1 0 0 0 0 0 0
2008 11 18     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 1 0     1  0 0 0 0 0 0 0 0
2008 11 19     1  0 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 1 0
2008 11 20     1  0 1 0 0 2 0 1 2     0  0 0 0 0 0 0 1 0     2  0 1 0 0 0 1 1 1
2008 11 21     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2008 11 22     0  0 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 0
2008 11 23     1  1 2 0 0 0 0 0 0     1  0 1 0 1 0 0 0 0     3  1 2 0 0 0 1 1 0
2008 11 24     2  0 0 0 0 0 0 0 3     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 11 25    11  3 3 3 2 3 2 2 2    17  1 3 5 2 5 2 1 1    10  3 3 3 2 3 2 2 2
2008 11 26    11  4 4 2 1 1 1 2 2    11  2 3 4 3 1 2 1 2     8  2 3 2 1 1 1 1 2
2008 11 27     5  2 1 1 1 1 1 2 2     6  2 1 2 2 2 1 2 2     7  3 2 1 1 2 0 2 2
2008 11 28     3  0 2 1 0 0 1 0 2     1  0 1 0 0 0 0 1 1     4  1 2 0 0 0 0 1 2
2008 11 29     2  0 1 1 1 0 1 0 0     1  0 0 1 2 0 0 0 0     2  0 0 1 1 1 0 0 1
2008 11 30     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 0
2008 12 01     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 12 02     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 12 03     4  1 1 1 1 1 1 1 2     4  0 0 0 0 2 3 1 1     4  0 1 1 0 1 2 1 2
2008 12 04     4  1 2 1 2 2 1 0 0    20  1 3 2 6 5 2 1 0     6  1 3 1 2 2 1 0 1
2008 12 05     7  1 1 1 3 2 2 1 3    24  0 1 5 6 3 4 3 2    10  1 1 2 4 2 3 2 1
2008 12 06    14  4 4 3 2 2 3 2 1    26  3 3 4 6 4 4 3 1     7  2 3 3 3 0 2 1 0
2008 12 07     6  1 2 1 3 2 2 1 0    11  1 2 1 5 3 2 2 0     6  0 2 1 3 2 2 1 1
2008 12 08     1  1 1 0 0 0 0 0 0     1  1 0 0 2 0 0 0 0     5  0 1 1 1 2 3 2 0
2008 12 09     1  0 0 0 0 0 1 1 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 12 10     2  0 0 0 0 1 1 1 2     2  0 0 0 1 1 0 1 1     2  0 0 0 0 1 1 0 2
2008 12 11     4  1 1 1 1 1 2 1 1     4  0 0 1 1 2 2 1 0     3  1 1 1 1 1 1 0 1
2008 12 12     2  1 0 0 1 2 1 0 1     3  0 0 0 2 3 0 0 0     2  1 0 0 1 1 1 0 1
2008 12 13     1  1 1 0 0 0 0 0 0     0  0 0 0 0 1 0 0 0     1  1 1 0 0 0 0 0 0
2008 12 14     1  1 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     0  1 0 0 0 0 0 0 0
2008 12 15     1  1 1 0 0 0 0 0 1     0  0 0 0 1 0 0 0 0     1  1 0 0 0 0 0 0 1
2008 12 16     4  1 1 0 1 1 1 2 2     2  0 0 0 1 1 1 1 1     4  0 1 1 0 1 0 1 2
2008 12 17     3  2 2 1 0 1 1 1 0     6  1 1 2 1 3 3 0 0     5  2 2 1 0 1 2 1 1
2008 12 18     0  0 0 0 0 0 0 0 0     0  0 0 0 0 1 0 0 0     1  0 0 0 0 0 0 1 1
2008 12 19     2  0 0 0 2 1 1 0 1     3  0 0 1 2 2 1 0 0     3  0 0 1 1 1 1 0 1
2008 12 20     2  0 0 1 1 1 0 1 0     3  0 0 1 1 2 2 0 0     2  1 0 0 0 1 0 0 1
2008 12 21     1  1 1 1 0 0 0 0 0     0  0 0 0 0 0 0 0 0     2  1 0 1 0 0 0 0 0
2008 12 22     3  0 1 0 0 0 3 1 1     4  0 0 0 0 0 3 3 1     4  0 1 0 0 0 3 2 1
2008 12 23     8  1 3 1 2 2 2 2 3    11  1 3 1 3 3 4 2 2     9  2 3 1 2 2 2 3 2
2008 12 24     5  2 2 2 2 1 1 1 0     5  2 1 2 3 1 1 0 0     5  2 3 1 2 1 1 1 1
2008 12 25     2  0 0 0 1 1 1 1 1     3  0 0 0 1 3 1 1 1     3  0 0 0 1 2 1 1 1
2008 12 26     2  1 1 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 0
2008 12 27     1  1 0 0 0 0 0 1 1     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 1
2008 12 28     1  1 0 0 0 0 1 0 0     1  0 0 0 2 1 0 0 0     2  1 0 0 0 1 1 0 0
2008 12 29     1  0 0 0 0 0 1 1 0     0  0 0 0 1 0 0 0 0     0  0 0 0 0 0 0 0 0
2008 12 30     1  0 0 0 0 0 1 0 1     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 2
2008 12 31     8  3 2 3 2 2 2 1 1    13  1 3 3 5 2 2 1 2    10  3 3 3 3 2 1 2 2
