:Product: Daily Geomagnetic Data     2011_DGD.txt
:Issued: 1900 UT 05 Jan 2011
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                   2011 Daily Geomagnetic Data
#

                 Middle Latitude        High Latitude            Estimated
               - Fredericksburg -     ---- College ----      --- Planetary ---
   Date        A     K-indices        A     K-indices        A     K-indices
2011 08 11     3  1 1 1 1 1 0 1 2     3  1 1 2 1 1 0 1 1     6  1 1 1 1 1 1 2 3
2011 08 12     3  1 2 1 1 1 1 1 1     4  1 1 0 3 2 1 1 0     5  1 2 1 2 1 1 2 2
2011 08 13     4  1 2 1 0 1 1 1 2     2  1 1 1 0 0 0 0 1     5  1 2 1 0 1 1 1 3
2011 08 14     8  2 2 2 2 2 2 2 3    10  2 2 3 2 1 3 3 2     9  2 2 2 2 1 2 2 3
2011 08 15     9  4 2 1 2 1 1 2 3    10  4 2 1 3 2 2 2 2    13  4 3 1 2 2 3 3 3
2011 08 16     6  2 2 2 2 2 1 1 1    12  2 3 3 4 4 1 1 0     8  2 2 2 2 3 1 2 2
2011 08 17     6  2 1 2 1 1 1 2 1     8  2 1 2 3 4 1 1 0     6  3 1 2 1 2 1 1 1
2011 08 18     1  0 0 0 0 1 1 1 0     2  1 0 0 0 1 1 1 0     3  1 0 0 0 1 1 2 1
2011 08 19     1  0 0 0 0 1 0 1 1     1  0 1 0 0 0 0 0 1     2  0 0 0 0 0 0 0 1
2011 08 20     4  1 1 0 0 2 0 2 3     3  1 2 0 0 0 1 1 2     5  1 1 0 0 2 1 2 3
2011 08 21     3  1 0 0 1 1 1 2 1    -1 -1-1-1 0 0 2 2-1     3  1 0 0 0 2 1 2 1
2011 08 22     5  2 1 2 1 0 1 2 2    -1  2 1 3-1-1-1 2-1     7  2 0 2 0 1 2 3 3
2011 08 23     8  2 0 1 2 2 2 3 3    -1  1 1 1 1 2 2 3-1     9  3 0 1 1 2 2 4 3
2011 08 24     5  3 1 0 2 2 1 0 2     5  3 1 1 1 2 2 0 1     6  3 1 0 1 2 2 0 2
2011 08 25     4  1 0 0 1 2 2 2 1     8  2 1 1 3 3 3 1 1     4  2 0 0 1 2 1 2 2
2011 08 26     3  0 0 0 1 1 1 2 2     1  0 0 0 0 0 1 1 1     3  1 0 0 0 1 1 2 2
2011 08 27     3  2 0 1 0 1 1 2 1    -1 -1-1 1 1-1 3 3-1     5  2 0 0 0 2 2 2 2
2011 08 28     4  1 1 1 2 0 1 2 2     0  1-1 0-1 1 1-1 1     6  2 1 1 2 2 1 2 2
2011 08 29     7  2 1 3 3 1 1 1 2    12  3 1 5 4 1 1 0 0     9  3 0 3 3 2 2 3 2
2011 08 30     2  1 0 0 1 2 1 1 0     3  0 1 0 2 3 0 0 0     4  1 0 0 1 2 1 2 1
2011 08 31     1  0 0 1 0 0 0 0 1     1  1 0 2 0 0 0 0 0     2  0 0 1 0 1 1 0 1
2011 09 01     1  1 1 0 0 0 0 0 0     1  1 1 0 0 0 0 0 0     3  1 1 0 0 1 1 1 1
2011 09 02     1  0 1 0 1 0 0 0 1     1  0 0 0 1 0 0 0 1     3  0 2 0 0 1 1 1 1
2011 09 03     9  2 3 2 3 3 2 1 1    22  3 3 2 6 4 4 0 1    13  3 3 2 3 2 3 3 3
2011 09 04     7  2 3 1 1 2 2 2 1    13  2 2 3 2 4 4 2 1     8  2 3 2 1 2 2 3 2
2011 09 05     4  1 0 1 1 1 2 2 1     5  1 0 2 1 2 2 2 1     6  2 0 1 0 2 2 2 2
2011 09 06     5  1 2 2 2 1 1 1 2    18  2 3 5 4 4 2 1 2     7  1 2 2 2 2 1 1 2
2011 09 07     5  3 1 1 1 1 1 1 1     6  2 1 1 3 3 1 1 1     6  3 1 1 1 2 1 1 2
2011 09 08     2  1 1 1 1 0 0 0 0     3  1 2 1 0 0 2 0 0     4  1 2 0 0 0 1 1 1
2011 09 09    13  0 1 0 1 4 4 3 4    22  0 0 0 1 3 6 5 4    36  1 1 0 0 5 7 5 5
2011 09 10    20  4 3 3 3 2 3 3 5    28  5 4 5 4 3 4 3 3    33  5 5 4 4 3 4 3 5
2011 09 11     8  3 2 1 1 3 1 1 3    14  3 2 1 2 5 3 2 2     9  3 2 1 1 3 2 1 3
2011 09 12    17  4 3 3 3 3 3 3 3    34  3 4 3 6 5 5 4 3    27  4 4 4 4 3 4 4 5
2011 09 13    11  3 4 3 2 2 1 1 2    28  4 5 6 4 4 1 2 2    17  4 4 4 3 2 1 1 3
2011 09 14     5  3 0 1 2 1 1 1 1     6  2 2 2 2 2 1 1 1     4  2 1 1 1 1 1 1 2
2011 09 15     4  1 1 1 1 1 1 2 2     4  1 1 2 1 1 1 1 1     5  1 2 1 1 1 1 2 2
2011 09 16     2  0 0 0 1 1 1 1 0     1  1 0 0 0 0 1 0 0     2  1 0 0 0 1 1 0 1
2011 09 17    14  0 3 3 3 4 3 3 2    57  1 2 4 6 7 7 5 2    32  0 3 3 4 6 6 4 3
2011 09 18     5  2 1 0 2 2 1 1 2    10  2 2 0 4 4 1 0 2     5  2 1 0 1 2 1 1 3
2011 09 19     2  0 0 1 0 1 1 1 0     1  0 0 0 0 0 1 1 0     3  1 0 1 0 1 1 1 1
2011 09 20     6  0 3 1 1 2 2 1 2     5  0 1 3 2 2 0 1 1     6  1 3 2 2 2 0 2 2
2011 09 21     2  0 0 1 1 1 1 0 2     7  0 0 0 3 4 2 1 1     5  0 1 1 1 2 2 2 2
2011 09 22     2  1 0 0 1 1 1 1 1     1  0 0 0 0 0 1 1 0     3  1 0 0 0 1 0 1 2
2011 09 23     2  1 0 0 0 0 1 1 1    -1  0 1 0 0 0 0 0 0     3  1 0 0 0 1 1 1 1
2011 09 24     3  0 0 0 2 2 1 1 1     4  0 0 0 2 3 1 1 1     4  0 0 0 1 2 1 2 2
2011 09 25     4  0 1 0 2 1 3 1 1     2  0 0 0 1 1 1 1 0     4  1 0 0 2 1 2 1 2
2011 09 26    20  2 0 1 1 3 4 6 4    51  1 0 0 3 7 7 6 4    67  1 0 0 1 5 8 8 4
2011 09 27    22  6 3 3 2 3 1 3 4    42  5 4 5 6 6 2 3 4    30  7 4 4 3 4 2 3 4
2011 09 28    13  4 3 4 2 3 2 1 1    44  4 5 7 5 5 4 1 2    24  3 4 5 5 5 3 1 2
2011 09 29    16  5 4 3 1 3 2 2 1    28  5 5 5 4 4 3 2 2    15  4 4 3 3 4 1 1 1
2011 09 30     5  2 0 0 0 1 1 3 3     4  2 1 0 1 0 1 2 2     8  1 0 0 0 1 1 4 4
2011 10 01    12  4 3 2 2 2 2 2 3    23  3 4 5 5 4 2 2 2    11  4 3 2 2 1 2 2 3
2011 10 02     7  1 2 3 2 1 3 1 1    21  1 2 5 5 4 4 0 2     7  1 2 3 2 1 3 0 1
2011 10 03     3  0 0 1 1 2 1 1 1    11  0 0 4 4 3 3 1 1     4  0 0 1 1 1 1 1 1
2011 10 04     4  1 0 2 1 2 2 1 0    10  1 0 4 4 2 3 1 0     4  1 0 2 1 2 2 0 0
2011 10 05    12  1 2 2 3 3 3 3 3    32  1 1 1 6 6 6 2 1    14  1 2 2 3 3 4 3 3
2011 10 06     6  1 2 1 1 2 2 2 2    10  2 2 1 1 4 4 1 1     5  1 2 1 1 1 2 2 2
2011 10 07     4  2 2 2 1 1 0 1 1    14  1 2 5 5 0 0 2 0     4  2 2 2 1 0 0 1 1
2011 10 08     5  0 1 2 0 1 1 3 2     6  0 0 2 3 1 2 2 2     6  1 1 2 0 1 1 3 2
2011 10 09     8  3 3 2 2 1 2 1 2    13  3 3 4 4 3 1 1 0     8  3 3 2 2 1 2 1 2
2011 10 10     2  0 2 1 0 1 0 0 0     1  0 1 0 0 0 1 1 0     2  1 2 0 0 0 0 0 0
2011 10 11     3  0 0 1 0 2 2 1 1     1  0 0 0 0 1 1 1 0     3  0 0 1 0 1 2 1 0
2011 10 12     4  1 2 2 1 1 1 1 0     8  0 0 5 1 1 1 1 1     4  1 2 2 0 0 1 1 1
2011 10 13     3  1 2 1 1 1 0 1 0     4  0 1 3 2 2 1 0 0     3  1 2 1 0 0 1 0 0
2011 10 14     1  0 0 0 0 1 0 1 0    -1  0 0 0 0 0 0 1 0     2  0 0 0 0 0 0 1 0
2011 10 15     4  2 1 0 1 2 2 1 1     8  2 2 0 1 4 3 1 1     4  2 1 0 0 1 2 0 1
2011 10 16     7  2 3 1 0 3 1 1 2     7  1 2 0 2 4 1 1 2     6  2 3 1 0 2 1 1 2
2011 10 17     2  2 1 0 0 1 1 0 1     2  2 1 1 1 0 0 0 0     3  2 1 0 0 1 0 0 1
2011 10 18     5  2 2 2 0 2 2 1 1     2  1 1 1 0 1 1 1 1     4  2 1 2 0 1 1 1 0
2011 10 19     5  2 2 1 2 2 0 1 1     5  1 1 0 4 2 0 0 1     4  1 2 0 2 2 0 1 1
2011 10 20     3  2 1 1 0 1 1 2 0     2  1 0 1 0 0 0 2 1     4  2 1 1 1 1 1 2 0
2011 10 21     5  2 2 2 1 1 1 1 1     3  1 3 1 0 0 0 0 0     4  2 2 1 1 0 1 1 1
2011 10 22     2  1 1 0 0 2 0 0 1     0  0 0 0 0 0 0 0 0     3  1 1 0 1 1 0 0 0
2011 10 23     2  0 0 0 1 2 1 1 1     1  0 0 0 2 0 0 0 0     3  0 0 0 1 1 1 1 1
2011 10 24    16  2 0 1 1 1 1 4 6     9  0 0 1 2 0 0 3 5    23  2 1 2 1 0 1 5 7
2011 10 25    27  4 5 6 4 3 2 2 2    26  5 4 6 4 3 2 1 1    26  6 5 5 3 3 2 2 2
2011 10 26     4  1 1 1 1 2 2 1 1     3  1 1 1 2 0 1 1 1     4  1 1 1 0 1 2 1 1
2011 10 27     4  1 2 2 1 2 1 1 0     4  1 1 2 2 2 1 0 0     4  1 2 2 1 1 1 0 1
2011 10 28     1  0 0 0 1 1 0 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 0 0
2011 10 29     2  0 0 0 1 2 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 1 1 0 1 0
2011 10 30     4  0 0 0 2 2 2 2 2    17  0 1 0 5 4 5 1 1     6  0 1 1 2 2 3 1 2
2011 10 31     9  4 1 1 1 2 2 2 3     6  1 0 1 3 3 1 1 2     8  3 1 1 1 1 1 2 3
2011 11 01    14  4 2 3 4 3 2 2 2    49  3 2 6 7 5 6 3 1    15  3 2 3 4 3 3 2 2
2011 11 02     7  2 2 2 3 2 2 1 1    27  1 2 5 5 6 4 1 0     9  2 2 3 3 3 2 1 1
2011 11 03     3  1 1 0 1 1 1 2 0     1  1 0 0 1 0 0 0 0     4  1 1 0 1 0 1 2 0
2011 11 04     3  0 0 1 1 2 2 1 1     8  0 0 1 4 4 1 1 0     4  0 0 1 1 1 1 1 1
2011 11 05     3  1 1 1 1 1 1 1 0     5  2 1 2 2 3 0 0 0     4  1 1 1 1 1 0 1 0
2011 11 06     3  0 0 0 1 2 2 1 2     0  0 0 0 0 0 1 0 0     3  0 0 0 1 1 2 0 2
2011 11 07     4  0 2 1 1 1 2 1 1     1  0 1 0 0 2 0 0 0     5  0 2 1 1 1 2 1 1
2011 11 08     6  2 2 2 2 2 2 1 1    17  0 1 5 2 5 4 1 0     6  2 2 2 2 2 2 1 1
2011 11 09     2  0 0 0 1 1 2 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 0
2011 11 10     3  0 0 0 1 2 2 2 1     0  0 0 0 1 0 0 0 0     3  0 0 0 1 1 1 2 1
2011 11 11     3  0 1 1 1 2 1 1 0     2  0 0 1 2 1 0 0 0     4  0 1 1 2 1 1 1 0
2011 11 12     3  0 0 1 1 2 2 1 0     2  0 0 0 1 0 2 1 0     3  0 0 1 1 1 2 1 0
2011 11 13     2  0 0 0 1 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 1 1 1 1 0 1
2011 11 14     3  0 1 0 1 2 2 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 1 1 1 0 0
2011 11 15     7  0 1 3 3 2 2 1 1     6  0 0 2 3 3 2 1 0     6  0 1 2 2 2 2 1 1
2011 11 16     3  1 1 1 1 1 1 1 0     1  1 1 0 0 0 0 0 0     4  1 1 0 1 1 1 1 0
2011 11 17     2  0 0 2 0 1 1 1 0     1  0 0 2 0 0 0 1 0     4  1 1 2 1 1 1 1 1
2011 11 18     1  0 1 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  0 1 0 0 1 0 0 0
2011 11 19     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2011 11 20     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
2011 11 21     5  0 1 1 1 2 1 2 3     4  0 0 2 2 2 2 1 1     5  0 1 1 1 0 1 1 3
2011 11 22     7  2 2 1 2 3 2 1 1    15  1 1 3 3 5 4 1 1     7  3 2 2 2 2 2 1 2
2011 11 23     4  2 2 1 1 1 1 1 1     3  1 1 1 1 2 1 0 1     5  2 2 1 1 1 1 1 2
2011 11 24     4  1 0 0 1 2 2 2 2    11  1 0 0 4 5 0 2 1     6  1 1 0 1 3 1 2 2
2011 11 25     3  2 1 1 0 1 1 1 1     1  1 1 1 0 0 0 0 0     4  2 2 1 0 0 1 1 1
2011 11 26     4  1 0 1 1 2 2 2 1     1  0 0 0 1 0 0 1 1     4  1 1 0 1 1 1 1 1
2011 11 27     5  0 1 2 2 2 2 2 1    11  2 0 4 3 3 3 2 0     5  1 1 2 2 1 2 1 0
2011 11 28     7  0 0 0 0 1 1 1 5     1  0 0 0 0 1 0 0 2     5  0 0 0 0 1 0 0 4
2011 11 29     9  3 3 2 2 1 1 3 2    12  3 2 4 4 1 1 2 2    10  3 3 3 2 1 2 3 2
2011 11 30     9  3 1 0 3 3 2 2 2    30  2 0 0 6 5 5 5 2    11  3 1 0 3 3 2 3 2
2011 12 01     7  3 2 2 2 2 1 2 1    10  2 2 2 4 4 0 1 1     6  3 2 2 2 1 1 1 1
2011 12 02     4  1 0 2 1 0 1 2 2     2  0 0 1 0 1 0 1 2     5  1 0 1 1 0 1 2 2
2011 12 03     7  2 0 2 3 1 2 2 2    15  2 0 4 5 3 1 3 1     7  2 1 2 3 1 1 3 2
2011 12 04     4  2 1 1 2 2 1 1 0     6  2 2 2 3 2 2 0 0     4  2 1 1 1 1 1 0 0
2011 12 05     4  0 1 0 0 2 2 2 2     0  0 0 0 0 0 0 0 0     3  0 1 0 0 1 0 1 1
2011 12 06     0  0 0 0 0 0 0 1 0     0  0 0 0 0 0 1 0 0     1  0 0 0 0 0 0 0 0
2011 12 07     1  0 0 0 0 1 1 0 1     0  0 0 0 0 0 0 0 0     2  0 0 0 1 0 0 0 1
2011 12 08     2  1 1 0 0 2 1 1 0     1  0 0 0 0 2 0 0 0     2  0 0 0 0 1 0 1 0
2011 12 09     3  0 0 1 2 2 1 1 1     6  0 0 1 2 4 2 0 0     4  0 0 1 1 1 1 1 1
2011 12 10     6  2 1 2 2 1 1 2 2     6  1 0 3 3 1 1 1 1     7  2 2 2 2 1 1 2 3
2011 12 11     5  1 0 2 2 2 2 2 1     8  1 0 1 2 4 3 2 0     6  2 1 1 2 2 2 2 1
2011 12 12     4  1 0 1 1 1 2 2 1     4  0 0 1 2 1 2 2 1     5  1 0 1 1 1 2 2 2
2011 12 13     5  1 1 1 2 2 1 2 1     5  1 0 1 3 3 0 1 0     4  1 1 1 1 2 0 1 1
2011 12 14     2  1 1 0 0 1 1 2 0     0  0 0 0 0 0 0 0 0     3  1 1 0 0 0 0 1 1
2011 12 15     2  0 1 1 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 0 1 0
2011 12 16     2  1 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2011 12 17     2  0 0 0 0 2 1 2 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 1 0
2011 12 18     3  0 0 0 2 2 2 1 1     2  0 0 0 3 0 0 0 0     2  0 0 0 1 0 0 1 1
2011 12 19     6  1 2 1 1 2 2 2 2     5  0 0 2 1 2 1 3 2     6  1 2 1 1 1 2 3 2
2011 12 20     5  2 1 1 1 2 2 2 1     2  0 1 1 2 0 0 1 0     5  2 1 1 1 1 1 2 1
2011 12 21     5  0 1 0 1 2 2 2 3     5  0 0 0 3 3 1 1 1     5  1 1 0 1 1 2 2 2
2011 12 22     4  2 1 0 0 2 2 1 1     2  2 1 0 1 0 0 0 0     4  2 1 0 0 0 1 1 1
2011 12 23     2  0 0 0 1 0 2 2 0     0  0 0 0 0 0 0 0 0     2  1 1 0 1 0 0 1 0
2011 12 24     2  0 0 0 0 2 2 1 0     0  0 0 0 0 0 0 0 0     3  0 0 0 1 1 1 1 1
2011 12 25     3  1 1 1 0 2 0 2 0     0  0 0 0 0 0 0 0 0     3  1 1 1 0 0 0 1 0
2011 12 26     2  0 0 0 0 2 1 2 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 0
2011 12 27     2  0 0 0 0 2 2 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
2011 12 28     4  0 1 0 1 2 2 2 1     0  0 0 0 0 0 1 0 0     4  0 0 0 1 2 2 2 1
2011 12 29     7  0 2 2 3 2 2 2 2     3  0 0 2 2 2 0 1 1     7  1 2 2 3 1 1 2 2
2011 12 30     5  0 1 1 1 2 2 2 2     2  0 0 0 0 0 2 2 1     6  1 1 1 1 1 2 2 2
2011 12 31     5  1 1 1 2 2 2 1 1     5  1 1 3 3 0 0 0 0     4  1 1 1 2 1 1 1 1
