:Product: Daily Geomagnetic Data     2006_DGD.txt
:Issued: 1800 UT 07 Jan 2007
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to SEC.Webmaster@noaa.gov
# 
#                         2006 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2006 08 10     4  1 1 0 0 1 1 1 2     2  1 1 0 0 1 0 1 2     5  1 1 0 0 1 2 0 3
2006 08 11     3  1 1 1 1 1 2 0 1     8  2 2 1 3 3 2 1 1     6  2 1 2 1 2 2 2 2
2006 08 12     4  2 2 1 1 1 1 1 1    10  2 2 3 3 3 3 0 1     8  2 3 2 2 1 2 1 1
2006 08 13     2  2 0 0 0 1 1 1 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 1 1 1 1
2006 08 14     2  0 0 1 0 2 1 1 0     1  0 0 0 0 2 0 0 1     4  1 0 1 1 1 1 1 1
2006 08 15     2  1 1 1 0 0 1 1 1     1  0 0 1 1 0 0 0 0     3  1 0 0 0 0 1 1 1
2006 08 16     2  1 0 0 1 1 0 1 1     0  1 0 0 0 0 0 0 0     3  1 1 0 1 1 0 1 1
2006 08 17     4  0 0 2 1 2 1 2 1     2  0 0 2 0 0 1 1 1     5  1 0 2 1 1 1 2 2
2006 08 18     9  2 3 2 2 2 1 2 3    13  2 4 3 4 3 1 1 1    12  2 4 2 2 2 3 2 3
2006 08 19    21  2 1 1 2 5 4 4 5    61  2 2 0 4 7 8 5 3    38  2 1 1 2 6 6 6 5
2006 08 20    14  4 5 2 1 2 2 2 1    12  4 4 2 1 2 3 2 1    24  5 6 2 0 2 4 3 2
2006 08 21    10  1 3 2 2 2 2 3 3    24  2 2 4 4 5 3 3 5    13  2 4 2 2 2 3 3 4
2006 08 22    17  3 1 5 4 3 3 2 2    42  3 2 6 7 5 4 3 1    17  3 3 3 4 4 4 4 2
2006 08 23     4  2 2 3 0 1 0 1 0     5  2 2 3 0 0 0 2 0     7  2 3 3 0 1 1 1 2
2006 08 24     4  3 1 0 0 1 1 1 1     3  1 1 1 0 2 2 1 1     5  3 1 0 1 1 1 1 2
2006 08 25     0  0 0 0 1 0 0 0 0     1  0 1 0 1 0 0 0 0     2  1 1 0 1 1 1 0 1
2006 08 26     2  0 1 1 0 0 0 2 1     1  0 0 1 0 0 0 1 1     3  1 1 1 0 0 0 2 2
2006 08 27    12  1 1 2 2 3 3 4 3    27  2 1 2 5 5 6 3 2    18  2 1 1 3 4 5 4 3
2006 08 28     9  4 2 2 1 2 1 2 2    13  3 3 3 3 3 2 3 2    11  4 3 2 2 2 2 3 2
2006 08 29     9  3 2 2 3 2 2 2 2    21  2 2 5 6 3 2 1 0     9  2 2 3 4 1 2 2 2
2006 08 30     5  1 1 2 2 1 1 2 1    14  1 1 5 5 2 1 0 0     6  1 1 3 2 1 1 1 2
2006 08 31     6  1 1 3 0 2 2 2 2     9  1 1 2 2 2 4 3 1     8  1 1 2 1 1 3 3 3
2006 09 01     8  2 0 1 2 2 2 2 4    26  3 2 3 3 5 6 3 3    13  3 1 2 2 3 3 4 3
2006 09 02     6  3 1 1 1 1 1 2 2    10  3 2 0 3 4 2 2 1     7  3 1 1 1 1 1 3 3
2006 09 03     6  2 3 2 1 1 1 1 1     5  2 2 2 2 1 1 0 1     6  2 3 1 1 1 1 1 2
2006 09 04    15  3 5 4 2 2 2 2 1    30  3 5 5 5 5 3 3 1    23  4 6 4 3 3 3 3 2
2006 09 05     7  3 2 2 2 2 2 1 1    24  3 2 5 6 3 3 2 1     8  3 2 3 2 1 2 2 2
2006 09 06     6  2 2 2 2 2 1 2 1    16  2 1 2 5 4 4 1 2     7  2 2 1 2 2 2 2 2
2006 09 07     5  1 2 3 1 1 2 1 0    17  2 2 5 2 5 3 0 0     8  1 1 1 1 2 2 2 1
2006 09 08     4  2 2 2 1 1 1 0 1     4  1 3 3 0 0 0 0 0     4  1 2 1 0 1 1 0 2
2006 09 09     1  1 1 0 0 0 0 1 0     1  1 1 0 1 0 0 0 0     2  1 1 0 0 0 0 0 1
2006 09 10     5  1 2 1 1 2 1 2 2     5  1 1 2 3 0 2 1 1     6  1 2 1 1 1 2 1 2
2006 09 11     7  2 2 3 3 2 1 0 1    11  2 2 3 4 4 1 0 1     8  3 3 3 2 2 1 0 1
2006 09 12     2  1 0 1 1 1 0 1 1     3  1 0 2 2 0 1 1 0     4  1 0 2 1 1 1 1 1
2006 09 13     3  1 2 1 2 1 1 0 0     8  0 3 4 2 3 0 0 0     6  1 3 2 1 1 1 0 1
2006 09 14     4  1 3 2 1 1 1 0 0     5  1 2 2 3 2 0 0 0     6  1 3 2 2 1 1 1 1
2006 09 15     0  0 0 0 0 0 0 0 0     0  1 0 0 0 0 0 0 0     3  1 0 0 0 1 0 2 2
2006 09 16     1  0 0 0 0 1 1 1 0     1  1 1 0 0 0 1 0 0     3  0 0 0 0 1 1 2 2
2006 09 17     9  0 1 3 3 3 1 3 2    27  1 1 3 6 6 1 3 3    16  1 1 2 4 4 1 4 3
2006 09 18    16  4 4 3 3 2 2 3 3    34  3 4 6 6 4 3 3 3    24  5 5 3 3 3 2 5 3
2006 09 19     8  3 3 3 1 1 1 1 1    19  3 3 5 5 3 2 1 1    12  4 3 4 2 2 2 2 2
2006 09 20     3  2 2 1 0 0 1 0 0     1  1 0 2 0 0 0 0 0     5  2 2 1 1 1 1 1 1
2006 09 21     2  0 1 0 1 1 1 1 0     2  0 0 1 2 1 0 0 0     4  0 1 1 1 0 1 2 2
2006 09 22     1  0 1 0 0 0 0 1 0     0  0 0 0 1 0 0 0 0     3  0 1 0 0 1 2 2 1
2006 09 23     7  0 1 1 1 1 1 3 4     8  0 0 2 3 3 1 2 3     9  0 1 2 1 1 1 3 4
2006 09 24    15  4 4 3 3 3 2 2 2    29  4 5 4 6 4 3 1 1    23  5 5 4 5 3 2 2 2
2006 09 25     6  1 2 1 3 2 1 1 2    19  2 1 2 6 5 1 1 1     6  1 2 1 3 2 0 1 2
2006 09 26     5  2 2 1 1 1 1 1 2     6  1 3 2 1 2 1 1 2     6  2 3 2 0 1 1 1 2
2006 09 27     2  2 1 0 0 1 1 0 0     2  2 1 0 2 0 0 0 0     4  3 2 0 1 1 0 0 1
2006 09 28     2  0 0 1 1 1 1 1 1     1  0 0 0 2 1 0 0 0     2  0 0 1 1 1 0 0 1
2006 09 29     3  0 1 0 0 1 2 2 1     2  0 0 2 1 0 0 1 0     3  1 1 1 0 0 1 2 1
2006 09 30     9  1 3 2 3 2 2 2 2    18  0 3 4 6 3 1 1 1    12  0 3 3 4 2 2 1 3
2006 10 01    14  4 4 3 3 3 2 1 1    37  4 4 5 6 6 4 1 1    25  5 5 4 4 3 3 1 3
2006 10 02     6  2 2 3 1 2 1 1 1    13  2 2 4 4 3 2 2 1     7  2 2 2 2 2 2 1 2
2006 10 03     6  1 3 1 1 2 2 1 1     9  2 1 1 4 3 3 1 0     5  1 2 1 1 2 2 1 2
2006 10 04     2  0 2 1 0 1 1 1 0     2  0 1 1 0 1 2 0 1     3  1 2 1 0 0 1 1 1
2006 10 05     2  0 0 1 1 1 1 2 0     2  0 0 1 1 1 0 1 0     3  1 0 1 0 1 1 1 1
2006 10 06     2  0 0 2 1 0 0 1 0     3  0 0 1 3 1 0 0 0     3  0 0 2 1 1 1 0 1
2006 10 07     7  0 2 1 0 2 2 3 3     4  0 0 1 1 2 2 2 2     9  0 1 1 0 1 3 3 4
2006 10 08     6  3 1 1 2 2 2 1 1    11  3 0 1 5 3 2 1 0     7  3 0 0 2 2 2 1 1
2006 10 09     3  0 3 1 0 1 0 1 0     2  0 1 2 1 0 0 0 0     5  1 3 2 0 1 1 1 2
2006 10 10     0  1 0 0 0 0 0 0 0     0  0 0 0 1 0 0 1 0     2  1 0 0 0 0 1 0 1
2006 10 11     2  1 1 2 0 1 0 0 0     2  1 0 1 1 1 0 0 0     3  1 0 2 0 1 1 0 1
2006 10 12     3  2 1 1 0 1 1 0 2     5  0 0 0 2 3 3 0 1     5  2 1 1 1 1 2 0 3
2006 10 13    15  1 2 3 3 3 2 4 4    32  1 2 6 4 5 5 3 4    24  2 3 4 4 3 3 5 4
2006 10 14    12  3 3 2 2 2 3 3 3    32  2 3 5 6 4 5 3 3    18  4 4 3 3 2 3 3 4
2006 10 15     9  3 3 3 2 1 1 2 2    14  3 2 4 4 3 2 2 1    10  3 3 2 3 1 1 1 2
2006 10 16     7  3 1 2 1 2 1 1 3    13  1 1 2 3 4 3 1 4     8  3 2 2 1 1 1 2 3
2006 10 17     2  2 0 0 1 1 0 1 0     2  1 0 1 2 1 1 0 0     2  1 0 0 1 0 0 1 0
2006 10 18     2  2 2 1 0 0 0 1 0     3  0 1 1 2 2 0 0 0     4  1 2 1 0 0 0 1 1
2006 10 19     1  0 1 0 1 1 0 0 0     1  0 0 0 2 0 0 0 0     2  0 1 0 1 1 0 0 1
2006 10 20     9  2 0 2 2 3 2 3 3    10  2 0 1 3 4 3 2 2    10  2 0 1 2 3 3 3 3
2006 10 21    10  3 2 3 2 2 3 2 2    25  3 3 3 5 5 5 2 2    15  3 2 3 3 3 4 3 2
2006 10 22    12  2 4 2 2 3 2 2 3    19  3 3 5 1 4 4 2 2    13  2 5 3 1 2 2 3 3
2006 10 23     2  0 0 0 1 0 1 1 1     3  2 0 0 2 2 1 1 0     3  1 0 0 1 1 1 1 1
2006 10 24     3  0 0 2 1 1 1 1 1     4  0 0 2 1 3 0 1 1     4  0 1 2 1 1 1 1 1
2006 10 25     4  2 2 2 1 1 1 0 0     2  0 1 2 1 0 0 0 0     4  1 2 2 1 0 0 0 0
2006 10 26     1  0 0 1 1 1 0 0 0     3  0 0 1 2 2 1 0 0     1  0 0 1 0 1 0 0 0
2006 10 27     3  1 0 0 1 1 1 2 2     2  0 0 0 2 1 0 1 1     2  1 0 0 1 0 0 1 2
2006 10 28    12  1 2 3 3 2 3 2 4    28  1 1 4 6 4 5 2 4    14  1 2 3 4 2 3 3 4
2006 10 29    13  3 3 3 2 3 2 3 3    36  4 4 6 5 5 4 3 3    21  3 4 4 3 3 3 4 4
2006 10 30     6  2 1 2 3 1 1 1 1    14  3 2 3 5 3 2 1 0     9  3 2 2 3 2 2 1 2
2006 10 31     2  2 0 0 0 1 1 1 1     4  0 0 0 1 3 2 1 0     4  2 0 1 0 1 1 1 2
2006 11 01     5  2 2 1 1 1 2 1 1    10  2 1 4 2 4 1 1 0     6  2 1 1 1 2 1 2 2
2006 11 02     6  2 3 1 1 1 1 2 1     9  1 2 2 3 3 3 2 1     8  2 3 1 1 2 3 3 2
2006 11 03     5  1 3 1 2 2 1 1 0    21  2 2 3 5 6 2 1 0     8  1 3 1 3 3 1 1 1
2006 11 04     4  1 2 1 1 1 1 2 1     9  1 3 4 2 1 2 1 1     6  1 2 2 1 1 2 2 2
2006 11 05     3  0 0 2 2 1 1 0 0    15  0 0 3 5 5 2 1 0     5  0 1 2 3 1 1 0 1
2006 11 06     1  0 0 2 0 0 0 1 0     2  0 0 2 2 0 0 0 0     1  0 0 1 0 0 0 0 1
2006 11 07     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2006 11 08     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 0 0 0
2006 11 09     7  0 0 0 0 1 2 3 4     5  0 0 0 0 0 2 3 3    10  0 0 0 0 1 3 4 4
2006 11 10    29  3 5 4 6 4 3 3 2    45  3 5 4 7 6 4 3 2    36  4 6 4 6 5 3 3 2
2006 11 11    20  3 4 4 4 4 3 3 2    41  3 4 6 6 6 4 3 2    20  3 4 4 4 4 3 3 2
2006 11 12     9  2 3 3 3 2 2 1 1     9  2 2 3 4 3 1 0 0     7  2 3 2 2 2 2 1 1
2006 11 13     1  0 0 2 0 0 1 0 0     0  0 0 1 0 0 0 0 0     2  0 0 1 0 0 0 0 1
2006 11 14     3  0 1 1 1 1 1 1 2     4  0 0 1 3 2 1 1 1     4  0 1 1 1 1 1 1 2
2006 11 15     6  2 3 1 1 1 2 1 2     7  2 1 1 3 2 0 3 1     5  2 2 0 1 1 0 0 2
2006 11 16     5  4 1 1 0 1 1 0 0     4  3 1 2 1 1 0 0 0     8  5 2 1 0 1 1 0 1
2006 11 17     3  1 2 1 1 2 1 0 0    15  1 2 3 2 5 2 2 4     5  2 2 1 1 2 1 0 1
2006 11 18     0  0 0 0 0 0 0 0 0     1  0 0 0 2 0 0 0 1     2  0 0 0 0 1 0 0 1
2006 11 19     2  0 2 1 1 0 0 0 0     3  2 1 2 1 0 0 0 0     3  1 1 1 1 1 0 0 0
2006 11 20     1  0 0 0 0 1 1 1 0     1  0 1 0 0 0 0 0 1     2  0 0 0 0 1 1 0 1
2006 11 21     1  1 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2006 11 22     3  0 0 0 1 2 1 1 2     4  2 1 0 0 0 0 2 3     4  0 0 0 0 1 1 3 3
2006 11 23     8  0 1 3 3 2 1 2 3    34  4 1 5 6 5 4 3 4    18  1 1 4 5 4 3 3 3
2006 11 24    10  3 3 3 2 2 2 2 2    32  2 5 5 5 6 2 2 2    21  3 5 5 3 3 2 2 2
2006 11 25    10  1 3 1 1 2 3 3 3    21  3 2 1 4 5 5 3 2    15  2 4 2 2 3 4 4 3
2006 11 26     9  2 3 3 2 3 1 2 2    17  3 2 3 4 5 2 2 2    15  3 4 4 3 2 1 3 3
2006 11 27     7  3 1 2 3 1 1 2 0    13  2 1 4 4 3 1 1 1     6  2 1 2 2 1 1 2 1
2006 11 28     4  1 1 0 1 2 2 1 1    10  0 1 1 4 4 2 2 1     5  1 1 0 2 2 1 1 2
2006 11 29     6  1 3 3 1 0 1 1 1    -1  0 2 0-1 0 1 1 1     6  2 3 2 1 0 1 2 2
2006 11 30    15  2 3 4 4 4 3 1 0    73  2 5 8 7 6 5 3 1    28  2 4 5 5 5 5 2 1
2006 12 01     3  1 1 0 1 1 1 2 1     3 -1 0 0 2 2 1 1 1     4  0 1 0 1 1 1 1 2
2006 12 02     1  0 1 1 0 0 1 0 0     2  0 0 1 1 2 0 0 0     2  0 0 1 0 1 0 0 1
2006 12 03     2  0 1 1 0 1 1 0 0     0  0 0 0 1 0 1 0 0     3  1 1 0 0 0 1 1 1
2006 12 04     1  0 0 0 0 0 1 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2006 12 05     2  0 0 0 0 1 1 1 1     2  0 0 0 1 1 1 1 1     2  0 0 0 0 0 1 1 2
2006 12 06    15  3 3 2 3 3 2 4 3    52  2 4 3 7 6 6 5 3    28  3 4 3 5 5 3 5 3
2006 12 07    14  4 3 4 3 3 2 1 2    46  5 4 6 6 6 4 3 3    25  5 4 5 4 4 3 3 3
2006 12 08    17  4 4 3 3 3 2 3 3    48  4 5 6 6 6 5 3 2    25  3 5 3 5 3 3 3 3
2006 12 09     6  1 1 1 0 0 1 2 4    13  4 3 2 2 0 3 3 3     7  1 1 1 0 0 1 2 4
2006 12 10     8  1 2 1 2 3 3 2 2    29  3 2 3 5 6 5 3 2    14  2 3 1 3 4 4 3 3
2006 12 11    11  3 3 3 1 1 1 2 4    19  3 4 4 4 3 2 2 4    15  3 4 3 1 1 1 2 5
2006 12 12    15  2 3 3 2 3 3 2 4    50  4 6 6 5 6 4 4 4    26  3 5 3 3 4 3 5 4
2006 12 13     5  2 3 0 0 1 1 1 2     5  3 2 0 1 1 1 1 1     5  3 3 0 0 0 0 0 2
2006 12 14    30  2 1 2 3 5 5 3 6    68  1 4 3 4 7 7 7 5    63  2 1 2 2 6 7 6 8
2006 12 15    48  7 6 5 5 4 2 3 3   120  6 7 8 8 7 6 4 3   104  8 8 7 6 7 4 4 3
2006 12 16    10  2 3 1 1 1 3 3 3     7  3 3 1 1 0 2 2 2    11  3 4 1 1 0 2 4 3
2006 12 17     3  2 1 0 0 0 1 2 1     4  2 2 0 0 1 1 2 1     4  2 1 0 0 0 1 1 1
2006 12 18     7  1 2 1 1 2 2 2 3     8  1 0 1 4 3 2 1 2     8  1 2 1 2 1 2 2 4
2006 12 19     9  2 3 2 3 3 2 1 1    33  2 3 3 7 5 4 2 2    14  3 4 2 4 3 1 2 2
2006 12 20    16  4 3 2 2 3 3 4 3    45  4 3 3 6 6 5 5 5    24  4 4 3 2 4 3 5 4
2006 12 21     9  4 2 3 2 2 2 1 1    29  3 2 6 5 5 3 3 2    14  4 3 4 3 3 2 2 1
2006 12 22    10  3 2 2 3 2 2 2 3    55  2 5 7 7 5 4 3 3    14  3 3 4 4 3 2 2 3
2006 12 23    10  2 2 3 2 3 3 2 2    29  3 1 4 5 6 4 4 2    15  2 2 3 2 3 4 4 2
2006 12 24     7  2 2 2 2 2 2 2 2    14  2 1 4 2 4 3 3 2    10  3 2 3 1 2 3 2 2
2006 12 25     4  3 1 1 1 1 1 0 1    10  3 2 2 2 3 3 1 2     6  3 2 2 1 2 1 0 1
2006 12 26     3  1 1 1 1 1 1 1 0     3  1 0 1 2 1 1 1 0     3  1 0 1 1 1 1 1 0
2006 12 27     2  1 1 0 0 1 2 1 0     0  0 0 0 1 0 0 0 0     2  1 0 0 0 0 1 0 0
2006 12 28     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 0 2
2006 12 29     1  0 0 0 0 1 1 1 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 1 1 1 1
2006 12 30     2  1 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 0 0 0
2006 12 31     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
