:Product: Daily Geomagnetic Data     2005_DGD.txt
:Issued: 1800 UT 07 Jan 2006
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to SEC.Webmaster@noaa.gov
#
#                       2005 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2005 08 10     9  2 1 3 3 3 2 1 1    39  3 2 6 6 6 5 1 0    22  3 2 4 5 5 3 2 2
2005 08 11     2  1 0 1 1 1 1 0 0     4  1 0 2 2 3 1 0 0     6  1 1 2 1 2 2 2 2
2005 08 12     3  1 1 1 0 1 0 1 2     6  1 1 2 3 3 0 1 1     6  1 1 1 1 2 2 2 3
2005 08 13    14  3 3 2 3 3 1 3 4    11  2 3 2 3 3 1 2 3    16  3 4 2 3 3 2 3 3
2005 08 14     6  2 2 1 1 1 1 2 1     9  3 2 2 3 3 1 1 1    10  4 4 2 2 2 2 2 2
2005 08 15     6  1 1 0 1 2 2 2 3     5  1 1 0 0 1 2 2 3     8  1 1 1 1 2 3 2 3
2005 08 16    12  3 3 2 3 3 2 2 3    23  3 4 2 5 5 3 2 3    19  3 4 4 4 3 3 3 3
2005 08 17    11  3 3 2 2 3 2 2 3    18  3 4 3 4 4 3 2 2    18  4 4 3 2 3 3 3 4
2005 08 18     9  3 2 2 3 2 1 2 2    17  3 3 4 4 4 2 2 2    16  3 3 4 4 3 2 3 3
2005 08 19     6  2 1 2 2 2 1 1 2     5  1 1 1 3 2 1 1 1     7  2 1 2 3 2 2 1 2
2005 08 20     2  2 0 0 0 1 1 1 0     2  1 1 1 0 1 1 1 0     5  2 1 1 0 2 2 2 2
2005 08 21     5  1 1 1 1 2 3 1 1     6  1 1 2 2 1 3 1 1     8  1 1 1 1 2 4 2 2
2005 08 22     7  2 3 0 1 3 2 1 2    10  2 1 1 3 4 2 2 2    12  3 4 1 2 2 3 3 3
2005 08 23     7  2 2 2 2 2 2 2 1    17  1 2 4 5 4 3 1 2     9  3 2 2 2 2 3 2 2
2005 08 24    72  2 3 6 8 7 5 4 3   112  6 2 6 9 7 6 6 4   110  3 3 7 9 8 5 6 5
2005 08 25    18  5 3 3 3 3 3 3 2    37  4 3 4 5 6 6 3 2    24  5 4 3 3 4 5 3 2
2005 08 26     5  2 3 2 1 0 1 1 1    14  3 4 4 4 0 1 2 1    11  3 4 4 2 2 2 2 2
2005 08 27     4  2 1 2 1 1 0 1 1     8  2 1 4 3 2 0 0 1     7  3 1 2 2 2 2 1 1
2005 08 28     5  1 2 2 1 0 1 1 3     3  2 1 0 0 1 1 1 2     7  2 2 0 1 1 1 2 3
2005 08 29     5  2 3 2 0 1 1 0 1     7  2 3 3 3 1 0 0 0     9  2 4 2 1 2 1 1 1
2005 08 30     3  0 0 0 0 0 1 3 2     1  0 0 0 0 0 0 2 1     4  1 0 0 0 1 1 3 2
2005 08 31    17  1 2 2 2 4 4 4 4    60  1 2 2 3 7 7 7 4    36  2 2 2 3 5 6 6 5
2005 09 01    11  4 4 2 2 2 1 1 2    26  3 4 4 5 6 1 1 2    21  5 5 3 3 4 2 2 2
2005 09 02    24  3 3 4 3 3 4 5 4    55  2 3 6 6 6 6 6 3    33  3 4 5 4 4 5 5 4
2005 09 03    20  5 4 4 4 2 1 2 3    42  4 4 6 6 6 4 2 2    32  6 6 4 5 3 3 2 4
2005 09 04    18  4 4 4 3 3 2 2 3    55  3 4 7 7 6 3 3 2    26  4 4 5 5 3 3 2 3
2005 09 05     9  3 2 3 3 2 1 2 1    22  3 2 5 5 4 3 2 2    14  4 2 3 4 2 3 3 2
2005 09 06     6  3 1 0 2 2 2 1 1    17  3 2 1 5 4 4 1 1     9  3 2 0 2 2 3 1 2
2005 09 07    18  3 3 1 2 1 5 5 1    15  2 3 3 5 4 1 1 0    15  4 3 2 3 2 4 4 1
2005 09 08     5  1 2 1 1 2 1 1 2     7  1 3 2 3 1 1 1 2     8  3 2 1 1 1 2 2 3
2005 09 09    12  1 2 0 1 4 3 4 3    29  1 1 0 4 6 6 4 3    17  1 2 0 1 4 4 4 4
2005 09 10    15  2 2 3 2 3 3 4 4    52  4 3 5 4 5 7 6 4    30  2 2 5 3 4 5 5 5
2005 09 11    53  5 6 7 5 5 3 4 3   131  6 7 8 8 7 6 6 5   105  5 7 9 7 6 5 5 4
2005 09 12    32  4 3 5 4 3 5 4 5   136  5 5 9 8 6 7 6 5    66  6 4 6 6 5 6 5 6
2005 09 13    26  4 5 4 5 4 1 3 3    96  5 5 8 7 8 2 4 3    51  6 5 6 6 5 3 4 4
2005 09 14    13  3 2 4 3 2 2 3 2    49  3 4 7 6 6 4 3 2    25  3 3 5 5 5 3 3 2
2005 09 15    22  3 2 3 3 5 5 3 3    76  3 2 4 7 7 8 4 3    43  3 2 3 5 6 7 5 4
2005 09 16    11  3 2 2 4 3 2 2 1    54  3 4 6 8 5 2 3 1    18  4 4 3 4 3 2 3 2
2005 09 17    10  0 2 1 3 3 3 2 3    31  1 2 2 5 6 6 3 2    12  2 2 1 3 3 3 3 3
2005 09 18     8  1 3 3 2 2 1 1 1    20  2 2 4 6 4 2 1 1    12  1 3 4 4 3 2 2 1
2005 09 19     8  2 2 2 2 2 2 3 1     9  2 1 3 3 2 3 2 0     8  2 2 2 2 2 2 2 1
2005 09 20     3  0 1 1 2 2 0 1 1    13  0 1 3 4 5 2 1 0     6  1 2 2 2 2 1 2 1
2005 09 21     3  1 1 2 2 1 1 0 0     5  1 0 2 3 3 2 0 0     5  1 1 2 2 2 1 1 1
2005 09 22     6  1 2 2 1 2 2 2 1    10  1 1 2 3 3 4 2 1     8  2 2 2 1 2 3 2 1
2005 09 23     5  1 2 3 1 1 1 1 1    10  0 2 5 3 2 1 0 0     8  1 3 3 1 2 2 2 2
2005 09 24     2  1 0 0 0 2 0 1 0     0  0 1 0 0 0 0 0 0     4  1 1 1 0 1 1 1 1
2005 09 25     3  0 0 0 2 2 1 0 2    11  1 0 0 4 5 1 0 2     5  1 0 0 2 3 2 0 2
2005 09 26     9  3 2 2 2 3 2 2 2    16  2 2 3 5 4 2 1 3    14  4 3 2 3 4 2 2 3
2005 09 27    10  3 4 2 2 2 2 1 2    22  2 4 4 6 3 3 1 1    13  3 4 2 3 2 2 1 3
2005 09 28    12  3 2 4 2 2 3 2 2    -1 -1-1-1-1-1-1-1-1    12  3 3 4 2 2 3 2 2
2005 09 29     5  2 1 1 2 2 1 1 1    10  1 2 3 4 3 2 1 1     6  2 1 1 2 2 2 1 1
2005 09 30     6  0 1 1 2 3 2 2 2    22  0 0 2 5 6 4 1 2    11  1 2 1 3 4 3 2 2
2005 10 01    10  3 3 3 2 1 1 2 3    24  4 3 5 5 4 3 2 2    13  3 4 3 3 3 2 3 3
2005 10 02     8  2 2 3 2 1 2 2 2    29  3 3 5 5 5 5 1 2    13  4 3 4 2 2 3 2 2
2005 10 03     5  2 3 2 1 1 1 1 0     8  2 2 3 4 2 0 0 0     7  2 3 2 2 1 1 2 1
2005 10 04     2  1 1 0 0 1 1 0 0     4  0 0 1 1 3 0 0 0     4  1 1 0 0 1 1 1 1
2005 10 05     2  0 1 1 0 1 1 1 0     3  0 0 2 1 2 1 1 0     4  0 1 1 0 1 1 2 1
2005 10 06     2  0 1 1 0 1 1 2 0     3  0 1 1 1 3 0 1 0     4  1 1 1 1 1 1 1 1
2005 10 07    11  2 2 1 2 2 4 3 3    12  0 0 3 4 3 2 3 3    11  1 2 2 2 2 2 3 4
2005 10 08    16  4 3 3 3 3 2 3 3    36  4 5 5 6 4 4 3 3    22  4 4 4 4 3 2 4 3
2005 10 09     7  3 1 1 1 2 1 2 3    11  2 2 2 4 3 2 2 2     9  3 2 1 2 2 1 3 3
2005 10 10     7  2 2 3 2 1 1 1 3     8  2 1 3 4 3 0 0 1    10  2 3 3 3 2 0 1 3
2005 10 11     5  3 2 0 0 1 2 1 1     8  2 1 0 0 3 2 1 4     6  3 2 0 0 1 1 1 2
2005 10 12     1  0 1 0 0 1 0 0 1    -1 -1-1-1-1-1-1-1-1     1  0 0 0 0 0 0 0 1
2005 10 13     2  0 0 2 0 0 1 1 0    -1 -1-1-1-1-1-1-1-1     4  1 0 2 1 1 0 2 1
2005 10 14     1  0 2 0 0 0 0 0 0    -1 -1-1-1-1-1-1-1-1     2  1 2 0 0 0 1 1 0
2005 10 15     2  0 1 0 0 1 0 1 1     4  4 0 0 1 0 0 0 0     2  0 1 0 0 1 0 0 1
2005 10 16     5  0 1 2 1 1 1 2 3    14  0 1 4 4 4 3 2 1     8  1 1 2 2 2 2 2 3
2005 10 17     7  2 3 3 2 1 2 1 0    26  3 4 5 5 5 3 1 0    13  3 4 3 2 3 3 1 1
2005 10 18     5  1 2 1 1 2 2 1 1    16  4 1 4 4 4 3 1 0     5  1 3 1 1 2 1 1 1
2005 10 19     3  1 2 1 1 2 1 0 0    13  1 1 4 3 4 4 0 0     7  2 2 2 2 2 3 0 1
2005 10 20     2  1 0 2 1 0 0 0 0     2  0 0 1 3 0 0 0 0     3  1 0 2 1 0 0 0 1
2005 10 21     1  0 0 0 0 0 0 0 2     0  0 0 0 0 0 0 0 1     2  0 0 0 0 0 1 1 3
2005 10 22     7  4 3 1 0 1 0 1 1     4  3 1 1 0 2 0 1 1     6  4 2 1 0 1 0 1 1
2005 10 23     2  1 0 0 0 1 1 1 0     1  0 0 0 0 1 1 0 0     2  0 0 0 0 1 1 1 1
2005 10 24     3  1 0 0 0 2 1 2 2     4  0 0 0 1 3 2 1 1     4  1 0 0 0 2 2 2 2
2005 10 25    17  4 3 5 3 2 2 1 3    27  2 3 4 6 4 4 2 4    19  4 3 4 4 2 3 3 3
2005 10 26     8  2 2 3 2 2 2 2 1    16  2 2 5 3 3 3 3 1     8  1 2 3 2 1 2 1 1
2005 10 27     5  3 1 0 1 2 2 1 0    12  1 1 1 2 5 4 2 0     6  3 0 0 1 3 2 1 1
2005 10 28     4  0 0 1 2 2 1 2 1    17  0 0 4 5 5 2 1 0     5  1 0 2 2 2 1 1 1
2005 10 29     1  0 0 1 0 0 1 1 0     2  1 0 2 0 0 1 1 0     2  1 0 1 0 0 1 0 1
2005 10 30     3  1 1 0 1 1 1 1 1     4  0 2 0 1 3 1 1 1     5  2 2 0 0 1 0 1 2
2005 10 31     6  0 2 1 1 2 2 2 3    35  1 1 1 5 6 6 5 3    13  1 1 1 2 3 4 3 4
2005 11 01     7  3 1 0 2 1 2 1 3    12  3 1 0 4 4 3 2 1     8  3 2 0 2 2 3 1 2
2005 11 02     5  1 1 0 0 1 1 3 3     5  2 1 0 0 1 1 3 2     6  1 1 0 0 0 1 3 3
2005 11 03    19  4 4 3 3 3 2 3 4    43  2 5 3 6 6 5 5 3    24  3 5 3 4 3 4 3 4
2005 11 04    16  4 4 4 2 2 3 3 1    22  3 4 3 4 4 4 4 2    20  4 4 3 3 3 3 4 2
2005 11 05    10  3 2 4 1 2 2 1 2    14  3 3 4 2 3 3 2 2    10  2 3 4 1 2 2 1 2
2005 11 06    12  4 2 2 2 2 3 3 2    15  2 2 2 5 3 3 3 2    10  3 3 2 2 2 2 3 2
2005 11 07     6  3 1 3 2 1 1 1 0     7  3 1 3 2 2 1 2 0     6  3 1 2 1 1 1 1 1
2005 11 08     2  1 0 1 0 1 1 0 1     3  2 0 2 1 0 1 0 1     3  1 0 1 1 1 1 0 1
2005 11 09     1  2 0 0 0 0 0 1 0     1  1 0 1 1 0 0 0 0     3  2 0 0 0 0 1 0 1
2005 11 10     1  0 0 1 0 0 0 0 1     2  0 0 1 1 0 0 0 2     2  0 0 1 0 0 0 1 1
2005 11 11     3  1 2 0 1 1 1 1 1     4  0 1 0 3 2 2 1 0     5  1 2 1 1 2 2 1 1
2005 11 12     7  2 3 2 2 2 2 1 1    33  1 5 4 5 6 5 2 1    10  2 3 2 2 3 3 2 1
2005 11 13    12  3 4 3 2 2 2 1 3    37  1 2 3 6 6 6 4 2    14  3 4 3 3 3 3 2 3
2005 11 14     7  3 3 2 2 1 1 1 1    16  2 3 3 5 4 2 1 2    10  4 3 2 2 2 1 2 2
2005 11 15     5  1 0 3 3 1 0 1 0    10  1 1 4 4 3 1 0 0     4  1 1 2 2 2 0 0 1
2005 11 16     1  0 2 0 0 0 0 0 0     1  0 0 0 1 0 1 1 0     3  0 2 0 0 1 1 1 1
2005 11 17     1  0 0 2 0 0 0 0 0     3  0 0 0 0 0 0 4 0     3  1 0 2 1 0 0 0 0
2005 11 18     2  0 0 2 0 1 1 2 0     3  0 0 1 2 3 0 1 0     4  0 0 1 1 2 1 1 1
2005 11 19     6  1 1 1 0 2 3 2 2     5  0 0 0 0 1 4 2 2    10  1 0 0 0 1 4 4 3
2005 11 20     5  1 2 3 1 1 2 1 1    11  0 2 3 5 2 1 2 0     7  1 2 3 2 1 2 1 2
2005 11 21     2  1 2 0 0 1 1 1 0     2  2 1 0 1 1 1 0 0     3  2 2 0 0 1 1 0 1
2005 11 22     3  0 0 2 1 1 1 1 2    14  0 0 4 5 4 2 1 1     6  0 1 2 2 2 2 2 2
2005 11 23    12  2 3 3 3 3 3 2 2    -1 -1-1-1-1-1-1-1-1     8  1 3 3 2 2 2 1 2
2005 11 24     6  1 1 1 3 1 2 1 2    16  1 1 2 5 3 4 3 2     9  1 1 2 3 2 2 3 3
2005 11 25     8  3 3 3 1 1 1 1 1    17  3 3 4 4 4 3 1 1    10  3 4 3 2 1 2 2 1
2005 11 26     3  2 0 2 1 1 1 0 0    10  1 0 2 5 3 2 1 0     5  2 0 2 2 2 1 0 1
2005 11 27     2  0 0 2 0 0 1 0 1     1  0 0 1 1 0 0 0 0     2  0 0 1 1 0 1 0 1
2005 11 28     6  0 1 2 2 2 2 2 2    24  0 1 3 6 6 2 1 1     9  0 1 2 2 4 2 2 3
2005 11 29     6  1 0 1 1 0 2 2 4     3  1 0 0 2 0 1 1 2     5  2 0 0 1 0 2 1 3
2005 11 30     9  2 2 2 3 2 1 2 3    25  2 2 4 5 6 3 2 2    10  3 2 2 4 3 1 2 3
2005 12 01    12  4 1 1 3 2 2 2 4    17  3 2 1 5 3 3 2 4    13  4 2 1 2 2 2 2 4
2005 12 02    10  2 3 3 3 2 2 2 2    15  3 3 3 4 4 2 2 2    12  3 4 3 3 2 1 3 2
2005 12 03     9  3 2 1 2 2 3 2 2    17  2 3 1 4 4 4 3 3    11  4 2 1 2 2 3 3 3
2005 12 04     3  1 0 1 1 1 1 2 1     9  3 1 1 1 4 2 2 1     5  1 0 1 1 2 1 2 1
2005 12 05     2  1 1 1 0 0 2 1 0     2  1 1 1 0 0 0 0 1     2  1 1 0 0 0 0 0 1
2005 12 06     2  0 0 1 1 1 1 0 0     4  0 1 1 3 2 0 0 0     3  0 0 1 1 1 0 1 1
2005 12 07     1  0 0 1 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2005 12 08     1  0 0 0 0 0 1 0 1     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2005 12 09     3  1 0 0 0 1 1 1 3     4  2 0 0 2 0 0 0 3     4  1 0 0 0 1 1 1 3
2005 12 10    17  3 4 3 1 3 3 4 3    -1 -1-1-1-1-1-1-1-1    12  3 4 3 1 2 2 4 2
2005 12 11    10  3 2 2 3 2 3 2 1    40  3 3 5 5 5 6 5 3    22  3 2 3 4 2 5 5 3
2005 12 12     7  2 3 1 1 1 2 2 2    12  2 2 1 1 3 3 4 3     9  2 3 1 0 1 2 3 2
2005 12 13     4  0 2 1 1 2 1 1 1     4  1 1 2 1 2 1 1 1     5  0 2 1 0 3 1 1 2
2005 12 14     2  0 0 1 1 1 0 1 0     3  0 1 2 2 1 0 0 0     2  0 1 2 1 0 0 0 1
2005 12 15     2  1 1 1 1 0 1 0 0     1  0 0 1 1 0 0 0 0     2  0 0 1 1 0 0 0 0
2005 12 16     3  0 3 1 0 1 1 1 0    -1 -1-1-1-1-1-1-1-1     5  1 3 1 1 1 1 1 1
2005 12 17     2  0 1 1 1 1 0 0 1     6  0 0 1 4 3 0 0 0     5  0 1 1 2 2 1 0 1
2005 12 18     2  1 0 0 1 1 1 0 1     1  0 0 0 2 0 0 0 0     3  1 0 0 1 1 0 0 1
2005 12 19     6  1 1 1 1 2 2 2 3     9  0 0 0 3 3 2 4 2     8  2 1 0 0 2 2 4 3
2005 12 20    11  3 2 2 2 3 2 3 3    28  2 4 3 5 6 3 3 3    16  4 3 3 2 3 2 4 3
2005 12 21     5  1 1 2 2 2 2 1 1    24  1 1 2 5 6 5 1 0     8  1 2 2 2 3 3 1 2
2005 12 22     4  2 1 1 2 1 1 1 0     2  2 0 1 2 0 0 0 0     4  2 1 1 1 1 1 1 1
2005 12 23     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 0
2005 12 24     2  0 0 0 1 2 1 1 0     6  0 0 0 3 4 1 0 0     3  0 0 0 1 2 1 1 1
2005 12 25     3  0 2 1 2 2 1 0 0    14  0 1 4 4 5 2 1 0     6  1 3 2 2 3 1 0 0
2005 12 26     3  0 0 1 0 2 1 2 2     6  0 0 1 0 4 2 2 1     6  1 0 1 0 2 2 3 3
2005 12 27    10  3 0 0 1 3 3 3 3    15  2 1 0 1 2 5 4 4    18  3 0 0 1 2 5 5 4
2005 12 28    13  3 3 2 2 2 2 3 4    26  3 3 3 5 5 4 3 4    14  3 3 3 3 3 3 3 3
2005 12 29     7  2 2 2 2 2 2 2 2    22  3 3 5 5 3 3 3 2     8  3 2 3 2 2 2 1 2
2005 12 30     6  3 2 1 1 1 2 1 1     6  2 1 1 3 1 2 1 1     7  2 3 1 2 1 2 1 2
2005 12 31     9  3 2 3 1 2 3 1 2     8  2 2 1 1 2 4 2 2     9  3 2 3 1 2 3 1 2
