:Product: Daily Geomagnetic Data     2003_DGD.txt
:Issued: 1800 UT 07 Jan 2004
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec.webmaster@noaa.gov
#
#                         2003 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2003 08 10     9  3 2 2 2 3 2 2 2    14  3 3 2 5 2 2 2 1    12  4 3 2 3 2 2 3 2
2003 08 11     9  1 2 2 2 2 2 3 3     9  2 2 2 2 2 2 3 3    11  2 2 2 2 2 2 3 4
2003 08 12    17  3 4 4 3 3 3 2 3    47  4 5 5 6 6 6 2 2    25  4 5 5 4 3 4 3 3
2003 08 13    15  4 4 3 1 3 2 3 2    17  3 3 4 4 4 3 2 2    17  3 5 3 2 3 2 4 3
2003 08 14    12  3 4 3 1 2 2 2 3    -1  2 5 5 3 2 2 2 3    18  3 4 4 2 3 3 4 4
2003 08 15     9  2 2 2 2 2 3 2 3    12  3 3 3 1 2 4 2 2    14  3 2 3 2 3 4 4 3
2003 08 16     7  3 3 1 1 2 2 1 1    17  3 2 2 5 4 4 1 1    11  3 3 2 3 3 3 3 2
2003 08 17    10  1 0 1 0 4 3 3 3     9  0 0 0 0 3 3 3 4    15  2 1 0 1 4 4 4 5
2003 08 18    46  5 5 7 5 4 3 3 4   132  4 6 7 8 7 8 7 5    86  5 6 8 7 6 6 5 5
2003 08 19    18  5 4 3 3 2 2 3 2    12  4 3 2 2 2 3 2 2    21  6 4 3 3 2 3 3 3
2003 08 20    12  1 2 3 1 2 3 3 4    23  1 3 4 5 5 3 3 3    15  2 3 4 2 3 3 3 4
2003 08 21    29  3 5 5 3 4 4 4 4    76  3 4 7 6 7 6 6 5    53  4 5 7 5 6 5 5 5
2003 08 22    25  5 4 3 4 4 3 4 3    70  4 5 7 6 7 6 4 3    43  5 5 5 5 6 5 4 3
2003 08 23    26  5 5 4 3 3 3 3 4    73  4 4 8 6 7 5 3 2    44  4 5 7 5 5 3 4 4
2003 08 24    14  3 3 3 3 3 2 3 3    46  3 3 6 7 6 3 3 2    24  3 4 5 5 4 3 4 3
2003 08 25    16  3 3 4 2 3 2 4 3    39  4 5 6 5 5 5 2 2    21  4 4 5 3 3 3 3 3
2003 08 26     8  3 1 1 2 1 2 3 2    22  3 2 1 6 4 4 3 2    14  3 2 1 4 3 4 3 3
2003 08 27     9  1 2 3 3 2 1 3 2    26  2 2 4 6 5 4 2 2    13  2 2 3 4 3 3 3 3
2003 08 28    11  2 3 3 3 2 3 2 2    42  2 4 5 6 4 7 2 2    18  3 4 4 4 3 3 3 3
2003 08 29    12  0 2 1 3 3 3 4 3    24  1 1 1 5 5 5 4 3    15  1 2 2 4 3 4 4 3
2003 08 30    12  4 4 2 2 2 1 2 2    23  3 4 5 5 3 4 2 1    17  4 5 3 3 3 3 3 2
2003 08 31     5  1 2 1 1 2 1 2 1    14  1 2 3 3 5 3 2 1     7  2 2 2 2 3 2 2 2
2003 09 01    11  2 4 4 1 1 2 2 2    12  2 4 3 2 1 2 3 3    14  2 4 4 1 2 3 3 3
2003 09 02    12  3 1 2 3 4 2 2 3    18  2 2 1 3 6 3 2 2    12  3 2 1 2 4 3 3 3
2003 09 03    14  3 3 2 2 3 2 3 4    16  3 3 3 5 3 2 2 2    17  3 3 3 4 3 3 3 4
2003 09 04    15  4 3 3 3 3 2 3 3    32  3 3 5 6 4 4 3 4    19  3 3 4 4 3 3 3 4
2003 09 05     9  3 3 2 2 2 2 2 1    22  3 3 3 5 5 4 2 1    16  3 4 3 4 4 3 3 2
2003 09 06     7  2 2 1 2 2 1 3 1    10  2 2 2 4 3 1 2 2    12  3 2 3 3 3 3 3 2
2003 09 07     3  2 2 0 0 1 1 1 1     2  2 1 0 1 0 1 0 0    10  3 3 1 2 3 3 3 3
2003 09 08     4  0 0 0 1 2 1 1 3     4  0 0 0 0 1 2 1 3     9  2 1 2 2 3 3 3 3
2003 09 09    17  2 2 2 3 4 3 4 4    17  2 2 3 4 4 2 3 4    19  2 2 3 4 4 3 4 4
2003 09 10    12  4 1 2 3 3 2 3 2    30  5 3 3 6 4 4 3 3    19  4 2 3 4 3 3 4 3
2003 09 11    10  3 4 1 2 2 2 2 1    15  3 4 1 4 4 2 1 2    15  4 5 2 3 3 3 3 3
2003 09 12     8  3 3 2 2 2 1 2 1    10  2 3 2 3 3 2 2 1    11  3 3 3 3 3 3 2 2
2003 09 13     6  3 3 2 1 0 0 1 2     9  3 2 4 3 0 1 1 1    11  3 3 3 3 2 2 2 2
2003 09 14     3  1 1 1 0 1 1 1 1     3  1 0 0 1 1 2 1 1     7  2 1 2 2 2 3 2 2
2003 09 15     3  0 1 0 0 1 1 2 2     2  1 0 0 0 0 1 1 2     6  2 1 1 2 2 2 2 3
2003 09 16    15  4 2 2 3 4 3 3 2    69  4 4 6 7 7 6 5 2    37  4 3 5 5 6 5 4 2
2003 09 17    35  5 4 4 4 5 4 4 5    80  4 4 6 7 8 5 5 4    61  5 5 5 7 7 4 4 5
2003 09 18    29  5 6 2 4 3 3 3 4    75  4 5 7 8 5 5 4 4    40  4 6 5 6 4 4 4 5
2003 09 19    26  4 4 5 4 4 4 3 3    68  7 3 7 6 6 5 4 3    32  4 4 5 5 5 4 4 3
2003 09 20    34  5 6 5 4 4 4 3 2    -1  3 4-1-1 6 5 2 2    25  4 4 5 4 4 4 3 2
2003 09 21    19  4 3 4 3 4 4 2 2    57  3 2 6 5 7 7 3 2    21  4 3 4 4 5 4 3 3
2003 09 22    17  2 4 3 4 3 3 4 2    30  2 3 5 6 5 4 3 1    18  3 4 4 4 4 3 4 2
2003 09 23    10  2 3 3 2 2 2 2 3    21  2 4 3 5 5 3 3 2    17  3 4 3 3 3 3 4 3
2003 09 24    27  5 5 3 3 3 3 3 5    44  4 5 6 5 4 6 4 3    33  5 5 5 4 4 4 4 4
2003 09 25    16  3 3 4 3 3 3 3 3    40  3 4 6 6 5 5 3 2    28  4 4 5 5 4 4 4 3
2003 09 26    11  3 2 3 3 2 2 2 3    27  3 2 5 6 4 4 2 2    17  3 3 4 4 3 3 3 3
2003 09 27    13  3 2 4 5 0 0 1 2     5  3 1 1 2 0 0 2 1     9  3 2 2 3 2 2 2 2
2003 09 28     2  0 1 0 1 1 1 1 0     4  0 0 1 3 2 1 1 0     6  2 1 2 3 2 2 2 1
2003 09 29     4  2 2 0 1 1 1 1 2     4  0 0 1 3 2 1 0 0     7  2 2 1 3 3 2 2 1
2003 09 30     3  0 1 2 1 1 1 1 1     8  0 0 2 3 4 3 0 1     7  2 2 2 3 3 2 2 2
2003 10 01     7  3 2 2 1 1 1 1 3    11  1 1 4 4 2 1 1 3    10  3 2 2 3 2 2 3 3
2003 10 02     4  2 1 1 0 1 1 2 2     6  2 2 1 1 2 1 2 2     9  2 3 2 2 2 3 3 3
2003 10 03    11  2 4 2 2 3 2 2 2    14  3 4 3 2 3 3 3 1    16  3 5 3 3 3 3 3 2
2003 10 04     5  1 1 3 2 2 1 0 0     8  1 1 3 3 4 0 0 0     9  1 2 4 2 3 2 2 2
2003 10 05     4  0 1 0 0 0 1 2 3     2  0 0 0 0 0 1 2 2     9  2 2 1 2 2 3 3 4
2003 10 06     7  1 1 1 1 2 2 3 3     7  1 1 0 1 2 2 3 3    10  2 2 2 2 3 3 3 3
2003 10 07    11  4 2 2 3 2 2 2 2    18  4 2 3 5 4 2 2 1    13  4 2 2 3 3 3 3 3
2003 10 08     6  1 1 2 1 2 1 2 3     7  2 1 2 3 1 1 2 2     9  2 2 2 2 3 3 3 3
2003 10 09     4  3 1 1 1 1 1 1 0     4  3 2 1 1 1 0 1 0     8  4 2 2 2 2 2 2 2
2003 10 10     4  0 0 0 0 1 2 3 1     0  0 0 0 0 0 0 0 1     5  2 1 1 2 2 2 1 2
2003 10 11     2  1 0 1 1 1 1 0 1     0  0 0 0 0 0 0 0 0     5  2 1 2 1 2 2 1 2
2003 10 12     3  0 0 0 1 2 2 1 2     2  0 0 1 1 1 1 0 0     6  1 2 1 3 2 2 2 2
2003 10 13    12  3 2 1 2 3 3 2 4    21  0 1 1 5 5 5 2 2    13  3 2 2 2 3 3 3 4
2003 10 14    33  2 4 5 3 3 4 5 6    65  3 4 6 7 5 6 6 5    48  3 4 6 6 6 4 5 6
2003 10 15    22  3 3 4 4 3 3 3 5    71  4 4 7 7 6 6 5 4    42  3 4 7 6 4 4 4 4
2003 10 16    16  4 3 3 3 2 3 2 4    36  4 2 5 6 5 5 3 3    26  5 3 4 5 4 4 4 4
2003 10 17    20  4 5 4 3 3 2 2 3    54  4 6 7 6 5 4 3 3    31  4 5 5 5 4 3 3 3
2003 10 18    15  4 4 3 2 3 2 2 3    30  3 4 5 5 5 4 3 3    27  4 5 4 4 4 3 4 4
2003 10 19    22  3 3 5 3 3 3 4 4    62  3 4 7 6 6 6 5 4    32  3 4 5 5 5 4 4 4
2003 10 20    20  3 2 3 3 4 3 3 5    51  3 3 6 6 6 6 4 4    30  3 4 5 5 4 4 4 5
2003 10 21    28  4 3 4 5 4 3 3 5    69  5 4 5 6 7 7 4 5    39  5 5 5 5 5 4 4 5
2003 10 22    20  5 4 4 2 3 3 3 1    50  4 4 7 6 4 6 3 1    33  4 5 6 5 4 4 3 2
2003 10 23     5  3 2 1 1 2 1 1 0    -1 -1-1-1-1-1-1-1-1     7  3 2 2 2 2 2 2 2
2003 10 24    28  0 1 3 2 3 6 4 6    70  0 0 2 6 7 8 5 5    34  2 2 2 4 5 7 4 5
2003 10 25    10  3 2 2 1 4 3 2 1    22  3 2 2 3 6 5 1 2    14  3 3 2 2 4 4 3 3
2003 10 26     5  1 2 1 2 1 1 2 2     5  1 1 1 1 0 1 2 3    10  2 2 2 3 2 3 3 3
2003 10 27    13  3 5 3 2 2 2 1 0    24  4 4 5 5 2 3 2 3    15  3 3 4 3 2 3 3 1
2003 10 28    15  2 4 3 3 2 3 3 3    28  2 3 5 5 3 5 4 3    20  3 4 4 4 3 4 3 4
2003 10 29   199  3 3 9 6 7 7 9 9   197  5 4 9 8 7 8 9 6   189  4 3 9 8 7 7 9 8
2003 10 30   144  7 5 4 4 4 6 9 9   124  6 5 4 6 7 8 7 8   162  8 7 6 5 5 8 9 9
2003 10 31    73  8 7 6 4 5 3 3 3    69  6 6 6 6 6 5 6 4    93  8 7 7 6 6 5 4 4
2003 11 01    16  5 4 3 1 2 2 1 3    32  4 4 5 5 5 4 3 3    21  4 5 4 3 3 3 3 3
2003 11 02    11  3 3 2 2 2 3 3 2    27  4 3 3 4 5 5 4 2    18  3 4 3 3 3 4 4 3
2003 11 03    15  4 2 1 1 5 2 2 3    12  3 3 1 3 2 3 2 3    10  3 3 2 3 2 3 2 3
2003 11 04    20  2 2 5 5 2 2 4 2    34  3 3 5 7 3 2 4 2    31  3 2 5 7 3 3 4 3
2003 11 05     4  1 0 1 2 1 1 2 2     6  2 1 2 1 1 1 2 3     9  2 1 2 2 2 3 3 3
2003 11 06    11  2 2 1 0 2 1 5 3    11  1 2 1 0 3 3 4 3    14  2 2 2 2 3 3 5 4
2003 11 07     6  3 2 1 2 1 1 3 1    11  3 3 3 4 2 1 1 1     8  3 2 1 2 3 3 2 2
2003 11 08     7  0 0 0 3 3 2 2 3    17  0 0 1 4 5 5 2 1    10  1 1 1 3 3 3 3 3
2003 11 09    20  5 2 3 3 4 3 3 3    42  1 1 5 5 7 4 5 3    25  2 3 4 4 6 4 4 3
2003 11 10    15  3 3 3 3 3 3 3 3    52  3 4 4 6 6 6 6 4    30  4 4 4 5 5 4 4 4
2003 11 11    39  5 4 5 4 4 4 4 6   104  4 6 7 7 7 7 7 4    51  5 6 5 6 5 5 5 4
2003 11 12    20  4 3 3 3 3 5 3 2    54  3 3 6 7 5 6 5 2    26  4 4 4 5 4 4 4 3
2003 11 13    28  3 4 4 4 5 4 4 4   108  3 4 6 8 8 7 6 5    42  3 5 4 5 6 5 5 4
2003 11 14    21  5 4 3 3 3 3 3 3    75  4 5 7 7 7 4 5 4    37  5 5 5 5 5 3 4 3
2003 11 15    21  2 4 5 3 3 4 3 3    66  3 3 7 7 6 6 4 4    40  3 4 6 5 5 5 4 4
2003 11 16    32  3 4 4 3 5 5 4 5    63  4 4 6 6 6 6 6 5    35  4 5 5 5 4 5 4 4
2003 11 17    21  4 3 3 3 4 4 3 4    60  4 5 4 7 6 6 5 4    34  5 4 4 5 5 5 4 4
2003 11 18    18  5 3 3 2 3 3 3 3    36  4 4 4 6 5 4 5 2    20  4 4 4 4 4 4 3 2
2003 11 19    12  2 2 3 2 2 2 4 3    20  3 2 4 5 4 3 3 1    14  2 3 4 4 3 3 3 2
2003 11 20    67  1 3 5 6 5 7 7 6   161  0 3 9 7 9 8 7 7   117  1 3 6 7 7 8 9 7
2003 11 21    18  4 4 5 3 2 2 2 1    38  4 6 6 4 4 4 4 2    39  7 6 6 4 3 3 3 2
2003 11 22    14  3 2 1 2 3 2 4 4    44  4 3 3 3 5 7 6 3    22  3 3 3 3 3 5 5 4
2003 11 23    13  2 4 3 2 3 2 3 3    37  4 6 4 5 5 4 4 3    21  3 5 4 3 3 3 4 4
2003 11 24     7  2 1 2 2 3 2 1 2    24  3 2 2 2 6 5 3 3    12  2 2 3 2 4 3 3 3
2003 11 25     9  3 2 3 2 3 2 1 1    29  3 3 3 5 6 5 2 1    13  3 3 3 3 3 3 3 2
2003 11 26     4  1 1 1 1 2 2 1 1     9  2 2 2 1 4 2 1 2     9  2 2 2 2 3 3 3 2
2003 11 27     3  1 2 0 1 1 1 1 0     5  2 1 1 3 2 0 1 1    10  2 2 2 2 3 3 3 3
2003 11 28     5  3 1 0 2 2 2 1 0     9  0 0 0 3 5 2 1 0    10  2 2 2 3 3 3 2 2
2003 11 29     4  2 1 1 1 1 2 1 1     7  0 1 2 3 4 0 0 1     9  2 2 2 3 3 3 2 2
2003 11 30     7  2 2 1 1 2 2 3 2    14  1 2 0 2 4 4 4 3    10  2 2 2 2 3 3 3 2
2003 12 01     9  2 2 2 2 2 1 4 2    11  3 2 4 3 2 2 2 1    10  2 3 3 3 3 3 2 2
2003 12 02     6  2 1 2 2 1 1 3 0     3  2 1 2 2 0 0 0 1     9  3 2 3 2 3 2 3 1
2003 12 03     4  0 0 1 0 1 2 3 1     1  0 0 1 1 0 1 0 0     7  1 2 2 2 2 3 2 2
2003 12 04     3  1 0 0 1 1 1 1 2     4  0 0 1 3 0 1 1 2     9  2 1 2 3 3 3 3 3
2003 12 05    21  1 4 5 3 4 3 3 3    68  3 5 7 6 7 6 4 3    43  2 5 6 5 5 5 4 4
2003 12 06    14  5 3 3 2 2 2 2 2    34  3 3 5 6 5 4 4 3    22  4 4 4 4 3 4 4 3
2003 12 07     7  1 2 3 1 2 2 2 2    41  2 1 3 5 6 6 6 3    15  2 2 3 3 3 4 4 3
2003 12 08    20  2 5 3 4 3 2 3 4    59  3 3 7 6 6 6 5 3    39  2 5 5 6 6 5 4 4
2003 12 09    17  3 3 3 3 3 3 3 4    78  3 3 7 7 7 6 5 5    31  3 4 5 5 5 5 4 4
2003 12 10    24  5 2 3 4 4 4 3 4    91  4 3 7 7 7 7 6 5    42  5 4 5 6 5 5 5 4
2003 12 11    27  5 4 4 4 4 3 2 4    81  5 4 6 7 7 7 5 4    40  5 5 6 5 4 5 3 4
2003 12 12    17  3 3 3 2 3 2 3 5    42  3 3 5 6 6 5 4 4    23  4 4 4 3 4 3 4 5
2003 12 13    20  5 4 2 3 3 3 3 3    59  4 3 6 7 6 6 4 4    28  5 4 4 4 5 5 4 3
2003 12 14    16  4 3 2 2 3 3 3 4    43  3 2 3 5 6 6 6 3    24  4 3 3 4 4 5 4 4
2003 12 15    18  4 3 4 3 4 3 2 2    43  4 4 6 6 5 5 3 3    25  4 4 4 5 4 4 3 3
2003 12 16     9  3 2 2 2 2 2 3 2    15  2 2 3 5 3 3 2 2    11  3 3 3 3 3 3 3 2
2003 12 17     4  1 2 2 1 2 1 0 0     8  2 3 3 2 2 3 0 0    10  2 3 3 3 3 3 3 1
2003 12 18     2  0 2 0 1 1 1 0 0     1  0 1 1 1 0 1 0 0     8  1 3 2 3 3 3 2 1
2003 12 19     1  0 0 1 0 1 0 0 0     0  0 0 0 1 0 0 0 0     7  2 1 1 2 3 3 2 2
2003 12 20     9  0 1 1 3 3 2 3 3    17  0 0 2 4 4 5 3 3    16  1 2 2 4 3 4 4 4
2003 12 21    18  4 3 3 4 3 3 3 3    34  3 3 4 5 5 6 4 3    21  4 3 4 4 3 4 4 3
2003 12 22    18  4 3 3 3 3 4 3 3    34  2 2 5 6 5 5 3 3    15  3 3 3 4 3 3 3 2
2003 12 23     6  1 1 1 2 2 3 2 1    14  2 1 2 4 4 4 2 2     9  2 2 1 3 3 3 3 2
2003 12 24     6  1 1 1 1 1 3 2 2     5  1 0 1 0 2 3 2 1     8  1 2 2 2 3 3 3 2
2003 12 25     8  2 1 1 2 3 3 2 2     6  1 0 0 3 3 3 0 1     6  2 1 1 2 2 3 2 2
2003 12 26    11  2 2 2 3 2 3 3 3     6  1 2 0 3 3 1 1 1     9  2 2 2 3 3 3 2 3
2003 12 27    12  2 3 2 3 2 3 3 3     8  1 2 0 3 2 3 1 3    12  3 3 2 3 3 3 3 4
2003 12 28    13  3 3 2 3 2 3 3 3    14  2 3 2 4 3 3 3 2    12  3 3 2 3 3 3 3 2
2003 12 29     4  1 0 1 2 2 3 0 0     7  1 0 1 2 2 4 2 0     6  1 1 2 3 2 2 2 1
2003 12 30     3  0 1 1 0 1 1 2 2     6  0 0 3 1 1 1 3 2     8  2 1 3 2 2 3 3 2
2003 12 31     9  2 1 1 2 2 3 3 3    32  3 1 2 5 5 6 4 4    17  3 2 2 3 4 5 4 3
