:Product: Daily Geomagnetic Data     2007_DGD.txt
:Issued: 1800 UT 02 Jan 2008
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                    2007 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2007 08 10    10  1 0 2 2 4 3 3 2    20  0 1 3 4 5 5 3 2    13  1 1 2 2 4 4 4 3
2007 08 11     7  3 2 2 1 1 2 2 2    21  3 3 5 4 4 4 2 1    12  3 3 3 2 2 3 3 2
2007 08 12     5  2 1 1 3 1 1 1 0    13  2 2 2 5 4 1 1 0     6  2 1 1 3 2 1 1 1
2007 08 13     2  1 1 0 0 0 1 0 1     2  1 1 0 0 0 0 0 2     3  1 1 0 0 1 1 0 2
2007 08 14     3  1 0 1 0 1 0 1 3     2  1 0 1 0 1 1 1 1     6  1 1 1 1 1 2 1 3
2007 08 15     6  2 2 1 1 2 2 2 2     9  2 2 1 4 3 2 1 1     8  3 3 1 1 2 2 2 2
2007 08 16     6  2 1 2 3 1 1 2 1     6  2 2 3 3 0 0 1 0     7  2 2 2 3 1 1 1 2
2007 08 17     2  1 1 0 0 1 1 1 1     2  2 1 0 0 0 0 1 1     5  2 1 0 0 1 1 2 2
2007 08 18     1  2 0 0 0 0 0 0 0     0  1 0 0 0 0 0 0 0     4  2 0 0 0 1 1 1 2
2007 08 19     2  0 0 0 1 2 1 0 0     2  0 0 0 0 2 1 0 1     3  0 0 0 1 2 2 0 1
2007 08 20     2  1 0 1 1 1 1 1 0     1  1 1 0 1 0 0 0 0     2  1 0 0 0 1 0 1 1
2007 08 21     3  2 1 0 0 2 1 1 1     2  1 1 0 1 1 0 1 1     4  2 1 0 1 2 1 0 1
2007 08 22     2  0 1 0 1 2 1 1 0     6  0 0 0 3 3 3 1 0     4  0 1 0 1 2 1 1 1
2007 08 23     1  0 0 0 1 1 0 1 0     1  0 0 0 1 1 0 0 0     2  0 0 0 1 1 0 0 1
2007 08 24     1  0 1 0 0 1 0 0 0     0  0 0 0 0 0 0 1 0     2  0 1 0 0 0 0 1 1
2007 08 25     6  1 0 1 2 2 1 3 2    18  1 1 1 5 6 1 1 1     8  2 1 1 2 3 2 3 2
2007 08 26    10  1 1 1 1 3 2 4 3     8  1 1 1 2 3 3 2 2    10  1 1 1 1 2 2 4 3
2007 08 27    10  3 2 3 1 2 2 3 2    13  3 1 4 4 2 1 3 2    12  3 2 4 2 2 2 3 3
2007 08 28     9  2 2 3 4 2 1 1 1    18  2 2 3 6 4 1 1 1    11  3 2 3 4 2 2 2 2
2007 08 29     4  1 0 2 1 1 1 2 1     3  1 1 1 0 1 1 1 1     4  2 0 1 1 1 1 1 2
2007 08 30     4  2 1 1 1 1 1 1 2     2  1 1 2 0 0 0 1 1     6  2 2 1 1 2 2 1 2
2007 08 31     7  1 2 1 1 1 1 3 3     6  1 1 1 3 2 1 2 2     7  1 1 1 2 2 2 3 3
2007 09 01     9  1 2 3 3 2 1 2 3    18  2 1 5 5 4 1 1 2    11  2 2 3 3 2 2 2 3
2007 09 02    17  3 5 3 2 3 2 3 2    38  4 5 5 6 5 4 3 2    23  4 5 3 4 4 2 4 3
2007 09 03     8  2 3 2 2 2 2 1 2    15  2 3 3 4 4 3 1 2    12  3 3 2 3 3 2 2 3
2007 09 04     4  1 1 2 2 0 1 1 2     6  2 1 2 3 2 0 1 2     6  2 2 2 1 1 2 2 1
2007 09 05    10  2 3 4 2 2 1 2 2    22  2 3 5 5 5 2 1 1    12  2 4 4 2 3 1 2 2
2007 09 06     8  3 2 1 2 1 1 2 3    19  2 1 1 5 2 5 4 2    13  3 2 1 2 2 2 3 4
2007 09 07    10  4 4 1 1 1 2 1 2    16  4 4 2 4 4 2 1 1    12  4 4 1 1 2 2 1 2
2007 09 08     3  1 1 2 1 1 1 1 0     8  1 2 3 4 1 2 1 0     6  2 2 2 2 1 2 2 1
2007 09 09     2  0 0 0 1 1 1 0 1     2  0 0 0 2 1 0 0 1     2  0 0 0 0 1 0 1 1
2007 09 10     2  0 0 1 1 1 1 0 0     0  0 0 1 0 0 0 0 0     2  1 0 1 0 0 0 0 1
2007 09 11     2  0 0 1 1 1 0 1 0     1  0 0 1 1 1 0 0 0     2  0 0 1 1 1 0 0 1
2007 09 12     2  1 0 1 0 1 1 0 0     1  0 1 1 1 0 0 0 0     2  1 1 0 1 0 0 0 1
2007 09 13     1  0 0 0 0 0 0 1 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 1 1 1
2007 09 14     3  0 0 0 1 1 2 2 2     1  0 0 0 0 0 1 1 1     4  1 0 0 0 0 2 3 2
2007 09 15     3  2 0 0 0 1 1 2 1     2  2 0 0 0 0 0 1 1     4  2 1 0 1 1 1 1 2
2007 09 16     2  1 1 0 0 2 0 1 0     0  1 0 0 0 0 0 0 0     2  1 1 0 0 0 0 0 1
2007 09 17     1  0 0 0 0 0 0 1 2     1  0 0 0 0 1 0 1 1     2  0 0 0 0 1 1 1 2
2007 09 18     2  2 1 0 0 1 0 0 0     2  2 1 0 0 1 0 0 0     3  2 1 0 0 1 2 1 1
2007 09 19     2  0 2 0 0 1 0 1 0     1  0 1 0 1 1 0 0 0     4  0 2 0 1 1 1 1 1
2007 09 20     6  0 1 0 1 3 2 3 2     8  0 0 0 2 2 4 3 2    10  0 1 0 2 3 3 4 3
2007 09 21     7  2 1 1 2 2 1 2 3     6  2 2 2 2 2 1 1 2     9  2 2 1 2 2 2 2 4
2007 09 22    10  3 2 3 1 2 2 3 2    15  3 2 4 3 3 4 2 2    11  3 2 3 1 2 2 4 3
2007 09 23    11  3 3 3 2 2 1 2 3    20  3 4 4 5 4 2 1 2    15  3 4 4 2 2 1 2 3
2007 09 24     7  2 3 2 1 2 1 2 2    12  3 3 2 3 4 2 1 1    10  3 4 2 1 2 1 1 2
2007 09 25     5  3 1 1 1 0 1 2 2     4  2 1 2 0 1 1 1 2     6  3 0 1 1 1 1 3 2
2007 09 26     2  2 1 1 0 0 0 1 0     1  1 1 0 1 0 0 0 0     3  2 1 0 0 1 0 1 1
2007 09 27    10  0 0 0 2 1 4 3 4    10  0 0 0 1 0 5 3 3    19  0 0 0 2 1 6 5 4
2007 09 28    15  3 3 4 2 1 2 3 4    27  3 4 6 5 3 2 2 3    21  4 4 4 3 2 2 4 5
2007 09 29    24  5 5 4 3 3 2 3 3    45  5 5 6 6 5 4 3 3    26  5 5 5 4 3 2 4 3
2007 09 30    11  3 4 3 2 2 1 2 2    17  2 3 5 5 2 2 1 0    12  3 4 3 3 2 1 2 2
2007 10 01     7  2 2 2 2 1 1 3 1    14  1 2 3 5 4 2 0 1     8  2 2 3 2 2 2 1 2
2007 10 02     5  2 2 2 1 0 0 1 3     4  1 1 2 3 0 0 0 1     9  2 2 2 1 2 3 2 3
2007 10 03     9  2 3 2 2 3 2 2 2    30  2 4 5 5 6 3 2 2    18  3 4 3 3 4 3 3 3
2007 10 04     8  4 2 2 2 1 2 2 0    18  3 3 2 5 4 3 2 2    10  4 3 2 2 2 2 1 1
2007 10 05     5  2 3 2 1 1 0 1 0    10  1 4 4 1 3 1 0 0     7  2 3 2 1 1 2 2 2
2007 10 06     3  1 0 1 1 1 1 2 1     7  0 0 1 3 4 2 1 0     5  1 0 1 2 2 2 1 2
2007 10 07     1  1 0 0 0 1 0 0 0     2  1 0 1 1 2 0 0 0     4  1 0 0 1 2 2 1 1
2007 10 08     0  0 0 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     3  0 0 0 0 1 2 1 1
2007 10 09     0  0 0 0 0 0 0 0 0     0  0 0 1 0 0 0 0 0     3  1 0 0 0 2 1 1 1
2007 10 10     1  0 1 1 0 0 0 0 0     1  0 0 2 0 1 0 0 0     3  0 1 1 0 1 1 0 1
2007 10 11     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2007 10 12     3  2 0 1 0 1 1 1 1     2  0 0 0 1 1 1 1 1     4  0 1 1 0 1 1 1 2
2007 10 13     2  0 0 0 0 2 1 1 1     1  0 0 0 0 2 0 0 0     2  0 0 0 0 1 1 0 1
2007 10 14     3  1 1 2 2 1 0 0 0     5  0 1 2 3 3 0 0 0     5  1 1 2 2 2 1 0 1
2007 10 15     1  1 0 0 0 1 0 0 0     0  0 0 0 1 0 0 0 0     2  1 0 0 0 0 1 0 1
2007 10 16     1  0 0 0 1 1 0 0 0     5  0 0 0 2 3 3 0 0     2  0 0 0 1 1 1 0 1
2007 10 17     0  1 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 1
2007 10 18    11  1 3 3 3 2 2 3 2    13  0 2 3 5 2 1 2 3    10  1 2 3 3 2 1 3 3
2007 10 19    11  3 2 2 2 3 2 3 3    20  2 2 3 3 6 3 3 2    15  3 2 2 2 5 3 3 3
2007 10 20     8  3 3 2 2 1 1 2 1    17  2 4 4 5 3 2 2 0    12  4 4 3 3 2 3 2 1
2007 10 21     5  1 2 2 1 1 1 2 2     3  0 1 1 2 2 0 1 1     4  0 1 1 1 1 1 1 2
2007 10 22     3  1 1 0 0 1 1 2 2     4  0 1 0 0 3 1 2 2     5  1 1 0 0 1 2 3 3
2007 10 23     6  3 3 1 1 2 0 1 0     6  2 1 2 3 2 1 1 0     7  3 3 2 1 1 1 1 1
2007 10 24     2  0 0 0 1 1 1 1 0     2  0 0 0 2 2 0 0 0     3  1 0 0 1 1 1 1 1
2007 10 25    10  0 1 0 2 3 3 4 3    32  0 0 1 3 6 6 5 4    20  1 1 0 2 3 6 5 3
2007 10 26    10  3 3 1 2 2 2 3 2    36  3 2 4 6 6 5 4 1    14  3 3 2 2 3 3 4 2
2007 10 27     8  2 3 1 3 2 2 0 2    25  3 1 4 6 5 3 2 2    10  2 3 2 4 2 2 2 2
2007 10 28     4  2 2 1 1 1 2 1 0     9  3 2 2 2 2 3 2 1     7  2 3 2 2 2 3 1 1
2007 10 29     8  1 0 1 1 1 2 4 3    16  1 1 2 4 4 3 3 4    14  2 0 1 2 2 2 5 4
2007 10 30    10  4 2 2 1 2 2 3 1    12  3 3 3 4 2 2 1 2    10  5 3 2 1 2 2 1 1
2007 10 31     3  1 1 2 1 1 0 1 0     6  1 0 2 3 3 1 1 0     4  1 1 2 1 1 0 1 0
2007 11 01     4  3 0 2 1 0 0 1 0     3  1 0 2 2 0 1 1 1     3  2 0 2 1 0 0 0 1
2007 11 02     1  0 2 0 0 0 0 0 0     2  0 1 0 2 1 0 0 0     2  0 1 1 1 0 0 0 1
2007 11 03     2  1 1 1 0 1 0 0 0     2  0 0 1 1 2 0 0 0     2  1 1 0 0 1 1 0 0
2007 11 04     2  1 0 0 0 2 1 1 1     3  0 0 0 1 3 1 1 1     3  1 0 0 0 1 1 2 2
2007 11 05     1  0 1 1 1 0 0 0 0     6  0 0 3 4 1 0 0 0     3  1 1 1 1 0 0 0 0
2007 11 06     0  0 0 0 0 1 0 0 0     0  0 0 0 1 0 0 0 0     1  0 0 0 0 0 0 0 1
2007 11 07     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2007 11 08     3  1 2 1 0 0 1 1 1     1  0 0 1 0 1 0 0 1     3  0 2 1 0 0 0 1 1
2007 11 09     2  1 0 0 0 2 1 0 1     1  0 0 0 0 1 1 0 0     2  1 0 0 0 1 1 0 1
2007 11 10     2  1 0 1 1 1 1 0 0     3  0 0 1 3 3 1 0 0     3  1 0 1 2 1 1 0 0
2007 11 11     1  0 0 0 0 1 1 0 0     0  0 0 0 0 1 0 0 0     1  0 0 1 0 0 0 0 1
2007 11 12     2  0 0 0 0 0 1 1 2     0  0 0 0 0 0 0 0 1     2  1 0 0 0 0 1 1 2
2007 11 13     7  2 2 2 2 3 1 1 2    10  2 2 1 3 4 1 2 2     8  3 3 1 2 2 1 2 3
2007 11 14     9  3 3 1 2 2 3 2 1    17  2 2 3 4 5 4 1 1     9  3 3 1 2 2 3 1 1
2007 11 15     5  1 1 1 1 2 2 2 2     4  1 0 0 1 2 2 1 2     5  1 1 0 0 1 2 2 2
2007 11 16     5  1 0 1 2 1 1 2 3     6  1 1 1 2 3 2 1 2     6  1 0 1 2 2 1 1 3
2007 11 17     5  3 2 2 0 1 1 1 0     6  3 2 3 0 1 1 1 0     5  3 2 2 0 1 1 1 1
2007 11 18     1  0 1 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  1 2 0 0 0 0 0 1
2007 11 19     2  0 0 0 0 0 0 2 2     1  0 0 0 0 0 0 1 1     3  0 0 0 0 0 1 2 3
2007 11 20    10  2 2 2 3 3 3 2 2    48  2 2 3 6 7 6 4 4    28  2 2 3 4 6 5 3 3
2007 11 21     9  3 3 3 3 2 1 1 0    31  5 4 5 5 5 3 2 1    13  3 4 4 4 2 2 1 1
2007 11 22     6  1 2 1 1 1 2 2 3    20  0 2 1 4 3 5 5 3    13  1 3 2 1 2 4 4 4
2007 11 23     8  3 3 2 2 2 1 1 2    14  3 2 3 4 4 2 2 1    10  3 3 3 2 2 2 1 1
2007 11 24     8  3 1 2 1 2 3 2 2    24  1 1 3 4 6 5 3 1    12  3 2 3 2 2 4 3 2
2007 11 25     8  2 2 3 1 2 2 2 2    -1  2 2 3 5 3 4 2 5    11  3 3 3 2 2 3 2 3
2007 11 26     6  2 2 2 2 1 1 1 2     8  2 2 2 4 2 1 1 1     8  3 3 2 2 1 1 1 2
2007 11 27     5  1 3 1 1 1 1 1 1     6  1 2 2 3 2 1 1 0     4  1 2 1 1 1 0 1 2
2007 11 28     3  2 0 0 1 1 2 0 0     5  1 0 1 2 3 3 0 0     3  2 0 0 1 1 2 0 1
2007 11 29     2  0 0 1 1 0 1 1 0     4  0 0 1 1 3 2 1 0     3  0 0 1 0 1 1 1 1
2007 11 30     1  0 0 0 0 1 0 1 1     3  0 0 0 3 1 0 1 0     2  0 0 0 1 1 1 1 1
2007 12 01     2  2 0 1 1 0 0 0 0     3  1 0 2 3 0 0 0 0     2  2 0 1 1 0 0 0 0
2007 12 02     2  0 1 1 0 0 1 0 1     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 0 0 1
2007 12 03     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 0 0 0
2007 12 04     0  0 0 0 0 0 0 0 1     0  0 0 0 0 1 0 0 0     2  0 0 0 0 1 1 0 1
2007 12 05     1  2 0 1 0 0 0 0 0     0  0 0 0 1 0 0 0 0     2  1 0 0 0 1 1 0 1
2007 12 06     1  0 1 1 0 1 0 0 0     0  0 0 0 0 0 0 0 0     1  0 1 0 0 0 0 0 0
2007 12 07     0  0 1 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 1 0 0 0 0 0 0
2007 12 08     1  0 0 1 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2007 12 09     1  0 0 0 0 1 1 1 0     2  0 0 0 0 1 2 1 0     2  0 0 0 0 0 1 1 1
2007 12 10     5  0 1 2 1 1 1 2 3     9  0 1 3 3 3 1 2 3     8  0 2 2 2 2 1 2 4
2007 12 11     9  3 2 2 2 2 2 3 2    32  3 2 3 5 6 5 4 3    12  3 2 3 3 2 3 3 3
2007 12 12     7  2 2 2 3 1 1 1 2    12  2 3 3 5 2 1 0 1     7  2 3 3 3 1 0 0 2
2007 12 13     3  1 2 1 1 1 1 1 0     7  1 3 2 1 3 1 1 1     4  1 2 1 1 1 0 1 0
2007 12 14     2  0 1 0 2 0 1 1 0     1  0 0 0 2 0 0 0 0     2  0 1 0 2 0 0 1 0
2007 12 15     2  0 0 0 1 1 2 1 0     1  0 0 0 0 1 0 1 0     1  0 0 0 0 0 0 0 1
2007 12 16     1  0 0 0 0 0 1 1 1     1  0 0 0 0 0 1 0 1     2  1 0 0 0 0 0 0 2
2007 12 17    12  2 2 3 3 3 3 1 3    32  2 1 5 5 6 5 3 2    17  2 2 4 4 4 4 2 4
2007 12 18    11  3 3 2 2 3 2 2 3    43  3 4 4 7 6 4 3 3    18  3 4 3 4 4 2 3 3
2007 12 19     7  2 3 1 2 2 2 2 1    14  2 3 4 4 3 1 2 2     8  2 4 2 2 2 1 2 2
2007 12 20    10  3 3 1 2 2 3 2 2    18  2 2 3 3 4 5 3 2    12  3 3 2 2 2 4 3 2
2007 12 21     9  3 2 3 2 2 2 2 1    17  3 3 3 4 3 4 3 1    11  3 3 3 2 2 3 3 1
2007 12 22     7  1 3 2 1 2 2 2 2     9  0 0 2 3 4 3 2 1     7  1 2 2 1 2 2 3 2
2007 12 23     4  2 2 2 1 1 1 0 1    10  2 3 2 4 3 2 0 1     6  2 2 2 2 2 1 0 2
2007 12 24     1  0 0 1 0 0 1 1 0     1  0 0 1 0 1 0 0 0     2  0 1 1 0 0 0 0 1
2007 12 25     2  0 0 1 0 1 2 1 0     0  0 0 0 0 1 0 0 0     2  0 0 0 0 0 0 1 0
2007 12 26     1  0 0 0 0 1 1 0 0     1  0 0 0 1 1 0 0 0     2  0 0 1 1 0 0 0 1
2007 12 27     4  1 1 1 1 1 1 2 1     4  0 0 3 2 2 0 0 1     4  1 2 2 1 1 1 1 1
2007 12 28     2  2 2 0 0 1 0 0 0     1  0 1 0 1 0 0 0 0     2  2 2 0 0 0 0 0 0
2007 12 29     2  0 0 0 1 0 1 1 1     1  0 0 1 1 0 0 0 0     2  0 0 0 1 0 0 0 1
2007 12 30     3  1 2 0 0 1 2 0 0     1  0 0 0 1 0 1 0 0     2  1 1 0 0 0 1 0 0
2007 12 31     2  0 1 0 0 1 1 2 1     1  0 0 0 1 0 0 1 1     2  0 0 0 0 1 1 2 1
