:Product: Daily Geomagnetic Data     2009_DGD.txt
:Issued: 2100 UT 07 Jan 2010
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                       2009 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2009 08 10     3  2 0 0 1 1 1 1 1     1  1 0 0 0 0 1 0 0     4  2 0 0 0 1 1 2 2
2009 08 11     2  1 1 0 0 0 0 1 1     3  1 1 1 1 0 1 1 1     4  1 1 0 0 0 1 2 2
2009 08 12     2  0 1 1 1 2 0 0 1     7  0 1 2 3 4 0 0 1     5  2 1 1 1 2 2 1 1
2009 08 13     3  1 1 1 1 1 0 1 1     4  1 0 1 3 2 0 0 0     5  2 2 1 1 2 2 1 1
2009 08 14     2  0 1 1 1 1 0 1 0     1  1 0 1 1 0 0 0 0     4  1 2 1 1 1 1 1 1
2009 08 15     1  0 0 2 0 1 0 0 0     1  0 0 2 0 0 0 0 0     3  1 0 1 0 1 2 1 1
2009 08 16     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 1 1     3  1 0 0 0 1 1 1 2
2009 08 17     2  0 0 0 0 1 1 1 1     1  0 0 0 0 0 0 1 1     3  1 0 0 0 1 1 1 2
2009 08 18     2  1 0 1 0 0 0 2 1     1  0 1 0 0 0 0 1 1     4  1 1 0 0 1 1 1 1
2009 08 19     8  0 0 1 2 3 2 3 3    16  2 1 0 4 4 5 2 2    10  1 0 1 3 3 2 3 4
2009 08 20     8  3 3 2 1 2 1 2 2    12  3 3 3 3 4 1 1 1    11  3 4 3 2 2 1 2 2
2009 08 21     6  1 1 3 2 2 1 2 1    15  2 1 4 3 4 4 1 2     8  2 1 3 2 3 2 1 2
2009 08 22     3  1 2 1 1 1 0 1 1     5  1 3 0 2 2 0 1 2     5  2 3 0 1 1 1 1 1
2009 08 23     3  1 2 1 1 1 0 1 0     3  2 2 1 0 0 0 1 1     5  1 3 2 0 0 1 0 1
2009 08 24     1  1 1 0 0 0 0 0 0     0  1 0 0 0 0 0 0 0     3  1 0 0 0 1 1 0 1
2009 08 25     2  0 1 0 0 1 0 1 1     1  1 0 0 0 0 0 0 1     3  1 1 0 0 1 1 0 2
2009 08 26     4  3 2 1 1 1 0 0 0     4  2 1 3 1 0 0 0 0     4  3 1 2 1 0 0 0 1
2009 08 27     4  1 2 0 1 1 2 2 1     3  1 1 0 0 1 2 1 1     5  1 1 0 0 2 2 2 2
2009 08 28     2  1 1 0 0 1 0 0 1     1  0 1 0 0 0 0 0 0     2  1 1 0 0 1 0 0 1
2009 08 29     2  0 1 1 1 1 1 0 0     1  0 0 1 1 0 0 0 0     2  0 1 1 0 1 0 0 1
2009 08 30    12  2 1 3 2 2 4 3 3    24  2 1 4 4 3 6 3 3    19  2 1 3 2 2 6 4 3
2009 08 31     5  2 1 1 2 2 1 1 1     4  2 1 1 2 2 2 1 0     5  2 1 1 1 2 2 1 1
2009 09 01     2  1 1 0 0 2 0 0 0     2  1 0 0 2 2 0 0 0     4  1 0 0 1 1 2 1 1
2009 09 02     2  2 1 0 0 1 1 0 1     0  0 1 0 0 0 0 0 0     3  2 1 0 0 1 0 1 1
2009 09 03     4  0 0 1 1 1 2 2 2     2  1 0 1 1 0 1 1 1     4  1 0 1 1 1 2 1 2
2009 09 04     4  2 2 1 2 1 1 1 0     9  2 3 3 4 1 1 0 0     5  2 2 1 2 1 1 1 1
2009 09 05     2  1 1 1 1 0 0 0 1     0  0 1 0 0 0 0 0 0     2  1 2 0 0 0 0 0 1
2009 09 06     2  0 2 0 1 0 1 1 0     1  0 1 0 0 0 0 0 1     3  0 2 0 1 0 0 1 1
2009 09 07     3  0 0 0 1 2 2 0 0     2  0 0 0 2 1 0 0 0     3  0 0 0 1 2 1 1 1
2009 09 08     2  0 0 0 0 1 1 1 0     2  1 0 0 0 0 1 1 0     2  1 0 0 0 0 0 0 1
2009 09 09     2  1 0 0 1 1 0 1 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 1
2009 09 10     2  0 0 0 1 2 0 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 1
2009 09 11     2  0 1 0 0 2 1 1 1     3  0 0 0 1 2 2 0 1     4  0 1 1 1 1 1 1 2
2009 09 12     1  0 1 0 0 1 0 0 1     1  0 0 0 1 2 0 0 0     4  0 1 1 1 1 1 2 2
2009 09 13     4  1 1 1 1 1 1 2 2     4  0 0 2 2 1 2 1 1     6  1 1 2 1 1 3 2 2
2009 09 14     4  2 2 1 1 1 1 1 1     3  2 1 1 1 0 1 1 0     5  3 2 1 0 1 2 2 1
2009 09 15     4  1 2 2 1 1 1 1 1    -1 -1-1-1 1-1-1-1-1     5  1 2 2 1 1 2 1 2
2009 09 16     5  2 2 2 2 1 0 1 1     4  1 1 3 2 0 0 0 0     6  2 2 2 1 1 1 2 1
2009 09 17     6  3 3 2 0 1 1 1 1     3  1 2 2 2 1 0 0 0     8  3 3 2 1 1 2 2 2
2009 09 18     2  1 1 0 0 1 0 1 1     0  1 0 0 0 0 0 0 0     3  2 1 0 0 1 1 1 1
2009 09 19     1  0 0 1 1 0 0 0 0     1  0 0 1 1 0 0 0 0     2  1 0 1 0 1 1 0 1
2009 09 20     3  0 0 0 0 1 1 2 2     2  0 0 0 1 1 0 2 2     4  0 1 0 0 1 0 2 3
2009 09 21     5  2 1 2 2 2 1 1 0    16  2 1 5 5 3 1 0 0     7  3 1 2 3 2 1 1 1
2009 09 22     2  1 0 1 1 1 0 0 0     4  1 0 2 2 3 0 0 0     4  1 0 1 1 2 1 0 1
2009 09 23     1  0 0 0 0 0 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 0 1
2009 09 24     1  0 0 0 0 0 0 1 1     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2009 09 25     1  0 1 0 1 1 0 0 0     0  0 0 0 1 0 0 0 0     2  0 1 0 0 0 1 0 1
2009 09 26     3  0 0 0 0 2 1 1 2     0  0 0 0 0 0 0 0 1     3  0 0 0 0 1 1 1 2
2009 09 27     8  4 3 1 2 1 1 1 1    10  2 2 2 5 2 0 1 0     8  2 3 2 3 1 0 0 1
2009 09 28     6  2 2 3 1 2 1 1 1    11  0 1 5 4 1 0 1 0     8  2 2 4 1 1 1 2 2
2009 09 29     0  0 0 0 0 1 0 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 1 1 1 1
2009 09 30     5  2 1 1 1 2 1 2 1     2  2 1 1 0 0 0 1 0     4  1 1 1 1 1 0 2 1
2009 10 01     2  1 1 0 0 1 1 0 0     0  0 0 0 1 0 0 0 0     2  1 1 0 1 0 0 1 0
2009 10 02     0  0 0 0 0 0 0 0 0     0  0 0 0 1 0 0 0 0     2  1 1 0 0 1 1 0 1
2009 10 03     1  0 0 0 0 1 0 1 0     0  0 0 0 0 0 0 1 0     1  0 0 0 0 1 0 0 1
2009 10 04     4  0 2 0 2 2 1 1 1     2  0 1 1 1 1 0 0 0     4  1 2 1 1 1 0 1 1
2009 10 05     2  0 2 0 0 1 1 0 0     0  0 0 0 0 0 0 1 0     2  0 1 0 0 0 1 0 1
2009 10 06     1  0 0 0 0 1 1 0 0     0  0 0 1 0 0 0 0 0     1  0 1 0 0 0 0 0 0
2009 10 07     1  0 0 0 0 1 1 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 1 0 0 0
2009 10 08     1  0 1 0 0 0 1 0 1     0  0 0 0 0 0 0 0 0     2  1 1 0 0 0 0 1 1
2009 10 09     1  0 1 0 1 0 0 0 0     1  0 0 2 1 0 0 0 0     3  0 1 1 1 1 1 1 1
2009 10 10     0  0 0 0 0 1 0 0 0     2  0 0 1 2 2 0 0 0     2  0 0 0 1 1 0 1 1
2009 10 11     7  2 2 3 1 1 2 2 1     4  1 0 3 2 1 0 1 1     6  1 1 3 1 1 2 2 1
2009 10 12     1  0 0 0 0 1 0 1 0     0  0 0 1 1 0 0 0 0     2  0 0 1 0 0 0 1 1
2009 10 13     2  0 0 1 0 1 0 1 1     2  0 0 1 1 2 0 0 0     2  0 0 1 1 1 1 0 1
2009 10 14     0  0 0 0 0 0 0 0 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 2 1
2009 10 15     3  0 0 1 1 2 1 2 1     2  0 0 2 0 0 1 1 0     4  0 0 2 0 2 1 2 1
2009 10 16     3  3 1 0 0 1 0 0 0     1  1 1 0 0 0 0 0 0     4  2 2 1 0 0 1 1 0
2009 10 17     0  0 0 0 1 0 0 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 1 0 1 1
2009 10 18     0  0 0 0 0 0 0 0 0     1  0 0 1 1 0 1 0 0     1  0 0 0 0 1 1 0 1
2009 10 19     1  0 0 0 0 2 1 0 0     0  0 0 0 0 0 1 0 0     1  0 0 0 0 1 1 0 0
2009 10 20     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 0
2009 10 21     1  0 0 0 0 1 0 0 1     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 1 0 1
2009 10 22    12  3 2 2 4 2 1 3 3    25  1 2 3 6 5 1 2 2    14  3 3 2 4 2 1 4 4
2009 10 23     7  3 2 0 4 2 0 1 0    17  3 2 2 6 2 2 2 1     8  3 2 1 4 1 1 0 1
2009 10 24     5  0 0 1 1 2 2 3 2     5  0 0 1 2 3 1 2 1     8  0 0 1 1 1 2 4 2
2009 10 25     3  3 1 1 1 1 0 0 0     9  2 1 3 3 4 1 0 0     5  3 1 1 1 2 1 1 0
2009 10 26     3  1 0 1 1 0 2 2 1     3  0 0 2 2 0 0 1 1     3  0 0 1 1 0 1 1 1
2009 10 27     2  1 0 1 0 1 1 2 0     2  0 0 2 0 2 0 0 0     3  1 0 1 0 1 1 1 1
2009 10 28     3  2 1 1 2 1 1 0 0    -1 -1-1-1-1-1-1-1-1     2  1 0 1 2 0 0 0 1
2009 10 29     5  1 1 1 0 2 1 3 1     1  0 0 0 0 0 0 2 0     7  0 2 1 2 2 3 2 2
2009 10 30     8  3 3 3 3 1 0 0 0    15  1 3 5 5 1 1 0 0    11  3 4 4 3 1 1 0 2
2009 10 31     1  0 0 0 0 0 0 1 1     1  0 0 0 1 1 0 0 1     1  0 0 0 0 1 0 0 1
2009 11 01     2  0 2 1 0 0 0 1 0     0  0 0 0 1 0 0 0 0     2  0 1 0 0 0 1 0 0
2009 11 02     2  1 1 2 1 0 1 0 0     1  0 0 2 1 0 0 0 0     2  0 0 1 1 0 0 0 0
2009 11 03     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 11 04     1  0 0 0 0 1 0 1 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 11 05     0  0 0 1 0 0 0 0 0     0  0 0 1 0 0 0 0 0     1  0 0 1 0 0 0 0 0
2009 11 06     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 11 07     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2009 11 08     4  0 1 1 2 2 2 1 1    11  1 0 0 3 4 4 2 2     6  0 1 1 1 2 2 3 2
2009 11 09     2  1 1 1 1 0 1 0 0     5  1 1 3 3 0 0 0 0     4  1 2 2 1 0 1 0 0
2009 11 10     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2009 11 11     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2009 11 12     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2009 11 13     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 0 1
2009 11 14     3  0 1 2 2 2 0 0 1     5  0 0 2 4 2 0 0 0     5  1 1 2 2 2 0 1 2
2009 11 15     3  1 1 2 1 1 1 1 0     5  0 0 1 1 3 3 1 0     4  1 1 2 0 2 2 1 0
2009 11 16     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 1 0 0
2009 11 17     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 0
2009 11 18     2  0 0 1 1 1 0 0 1     2  0 0 2 2 0 0 0 0     2  0 0 1 1 0 0 0 1
2009 11 19     0  0 0 0 0 0 0 0 1     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 0 0 2
2009 11 20     2  1 0 0 0 1 1 1 1     0  0 0 0 0 0 0 1 0     1  1 0 0 0 0 0 0 1
2009 11 21     6  3 2 1 1 1 1 2 1     6  1 1 3 3 2 0 1 1     8  3 1 2 2 1 0 3 2
2009 11 22     2  2 0 1 0 1 1 0 0     3  2 1 2 0 1 2 0 0     4  2 0 1 0 1 1 0 0
2009 11 23     0  0 0 0 0 0 1 0 0     1  0 0 0 1 1 0 0 0     0  0 0 0 0 0 0 0 0
2009 11 24     3  0 0 0 0 2 1 2 2     5  0 0 1 1 3 1 2 2     6  0 0 0 1 2 2 2 3
2009 11 25     4  2 2 2 1 1 0 0 1    10  2 1 4 4 3 0 0 0     5  3 2 2 1 1 0 0 1
2009 11 26     3  1 0 1 2 1 1 1 1    14  0 0 4 5 3 3 2 1     6  1 0 1 2 2 2 2 2
2009 11 27     0  0 0 1 0 0 0 0 0     1  0 0 1 1 0 0 0 0     2  0 1 1 1 0 0 0 0
2009 11 28     2  0 0 2 1 0 1 1 0     1  0 0 1 1 0 0 0 0     3  0 0 1 1 1 1 1 1
2009 11 29     1  0 0 1 0 0 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 1
2009 11 30     1  0 0 1 1 0 0 0 0     1  0 0 0 1 2 0 0 0     2  0 0 0 1 1 0 0 0
2009 12 01     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 02     0  0 0 1 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 1 0 0 0 0 0
2009 12 03     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 04     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 05     3  0 0 2 0 1 2 1 1     2  0 0 0 2 1 0 1 1     3  0 0 1 0 1 0 2 1
2009 12 06     1  1 1 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     2  2 1 0 0 0 0 0 0
2009 12 07     2  0 0 0 1 1 2 1 0     1  0 0 1 1 0 0 0 0     2  1 0 0 0 1 0 1 1
2009 12 08     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2009 12 09     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 10     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 1 0 0 1
2009 12 11     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 12     2  0 0 1 0 1 1 1 1     0  0 0 0 1 0 0 0 0     1  0 0 0 0 0 0 0 1
2009 12 13     1  0 0 1 1 1 0 0 0     1  0 0 0 1 2 0 0 0     2  0 0 1 1 1 0 0 0
2009 12 14     4  1 3 1 1 0 1 1 0     4  0 2 2 3 0 0 0 0     4  0 3 2 2 0 1 0 0
2009 12 15     0  0 0 0 0 0 0 0 1     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 1
2009 12 16     2  1 1 0 1 1 2 0 0     2  0 0 0 2 1 1 0 0     3  2 1 0 1 1 1 0 0
2009 12 17     2  0 0 0 1 1 1 1 0     0  0 0 0 1 0 0 0 0     1  0 0 0 1 0 1 0 0
2009 12 18     2  0 0 1 1 1 2 0 0     2  0 0 2 2 0 0 0 0     2  0 0 1 1 0 0 0 0
2009 12 19     0  0 0 0 0 0 0 0 0     0  0 0 0 1 0 0 0 0     1  0 0 0 0 0 0 0 0
2009 12 20     2  0 0 0 1 1 2 0 0     1  0 0 0 1 1 1 0 0     1  0 0 0 0 1 1 0 0
2009 12 21     1  1 0 0 0 0 1 1 0     0  0 0 0 0 0 0 1 0     1  0 0 0 0 0 0 2 1
2009 12 22     2  0 0 0 0 1 2 1 0     1  0 0 0 1 0 0 0 0     2  0 0 0 0 0 0 1 1
2009 12 23     3  0 1 2 1 1 1 1 1     0  0 0 1 0 0 0 0 0     2  0 1 1 0 0 0 0 1
2009 12 24     1  0 1 0 0 1 1 0 0     0  0 0 0 1 0 0 0 0     2  1 1 0 0 0 0 0 1
2009 12 25     3  0 0 0 0 1 1 2 2     1  0 0 0 1 0 0 1 0     2  0 0 0 0 0 1 2 2
2009 12 26     2  1 1 1 0 1 1 0 0     2  0 0 0 1 0 1 1 1     3  1 2 1 0 0 1 0 0
2009 12 27     1  0 0 0 1 1 1 0 0     2  0 0 1 2 2 0 0 0     2  0 0 1 1 1 1 0 0
2009 12 28     1  0 0 0 1 0 1 0 0     0  0 0 0 1 0 0 0 0     1  0 0 0 1 0 0 0 0
2009 12 29     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 30     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2009 12 31     0  0 0 0 0 0 0 0 0     0  0 0 0 0 1 0 0 0     1  0 0 0 0 0 0 0 0
